"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"792",7,"SIA/KL/MIN/49945/2016","","Quarry project at Survey Nos. 259/15-1 part, 259/6-2 part & 259/8 part, Kondoor Village, Thidanadu Panchayat, Meenachil Taluk, Kottayam District, Kerala for an area of 3.290 hectares of M/s Granitic Mines India Pvt. Ltd.","GRANITIC MINES INDIA PRIVATE LIMITED","TransferToDEIAA","EC",NA
"793",1,"SIA/KL/INFRA2/453455/2023","2471/EC1/2023/SEIAA","M/s Good Earth India Infra (P) Ltd.","GOOD EARTH INDIA INFRA PRIVATE LIMITED","Accepted By SEAC","EC",NA
"794",2,"SIA/KL/MIN/454544/2023","","Laterite Building Stone Quarry of Shaji M M","SHAJI","Under examination of SEIAA","EC",NA
"795",3,"SIA/KL/NCP/64148/2017","","Environmental Clearance for proposed Hospital Project to be developed by               M/s YESPEESON’S ENTERPRISES.
(Change in nature of the project from Commercial Complex to Hospital Project)","YESPEESONS ENTERPRISES","WithdrawEC","EC",NA
"796",4,"SIA/KL/MIN/439634/2023","2367/EC4/2023/SEIAA","Laterite Building Stone Quarry of Kalpoth Vinod","KALPOTH VINOD","Agenda Uploaded by SEAC","EC",NA
"797",2,"SIA/KL/MIN/452107/2023","2462/EC4/2023/SEIAA","Laterite Building Stone Quarry of Rintu Sebastian","ARAC RINTU","Accepted By SEAC","EC",NA
"798",3,"SIA/KL/MIN/411075/2022","2241/EC1/2023/SEIAA","UNNEENKUTTY","KALLINGAL UNNIANKUTTY","Agenda Uploaded by SEIAA","EC",NA
"799",4,"SIA/KL/MIN/92612/2019","1227/EC1/2019/SEIAA","Quarry owned by Sudheesh A T","MR SUDHEESH A T","EC Granted - Processed offline","EC",NA
"800",5,"SIA/KL/MIN/93433/2019","1240/EC2/2019/SEIAA","Granite Building Stone Quarry of Mr. Micheal T.T","BUILDING STONE QUARRY OF MR  MICHEAL T T","Under examination of SEIAA - Processed offline","EC",NA
"801",2,"SIA/KL/MIN/58782/2016","","PALAKKAL GRANITE PRODUCTS PVT LTD","AL MADEENA HOLLOW BLOCKS","Delisted","EC",NA
"802",3,"SIA/KL/MIN/406956/2022","2155/EC1/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. MUHAMMED","KANHULLINHALIL MOHAMMED","EC Granted","EC",NA
"803",4,"SIA/KL/NCP/72707/2018","1176/EC/SEIAA/KL/2018","Environment Clearance for Expansion of Resort cum Hotel project by M/s VKL Resorts India Pvt. Ltd.","VKL RESORTS INDIA PVT. LTD.","Delisted","EC",NA
"804",5,"SIA/KL/MIN/434404/2023","2305/EC4/2023/SEIAA","Laterite Building Stone Quarry of Lakshmanan P P","PUTHIYA PURAYIL LAKSHMANAN","Agenda Uploaded by SEAC","EC",NA
"805",6,"SIA/KL/MIN/58783/2016","","PALAKKAL GRANITE PRODUCTS PVT LTD","AL MADEENA HOLLOW BLOCKS","TransferToDEIAA","EC",NA
"806",7,"SIA/KL/NCP/63776/2017","1144/EC/SEIAA/KL/2017","EIA for the Proposed Expansion of Medical College at Ernakulam","HEALTH AND FAMILY WELFARE DEPARTMENT GOVERNMENT OF KERALA","Accepted By SEAC - EC ISSUED IN 79 SEIAA","EC",NA
"807",8,"SIA/KL/MIN/440323/2023","2356/EC4/2023/SEIAA","Laterite Building Stone Quarry of Bineeshmon George","BINEESH GEORGE","Agenda Uploaded by SEAC","EC",NA
"808",9,"SIA/KL/NCP/33228/2015","","Amendment in Environmental Clearance for the Software Complex at TCS Techno Park project at Attippara Village, Thiruvananthapuram, Kerala of M/s TATA Consultancy Services Ltd. in an area of 10.5218 hectares.","TATA CONSULTANCY SERVICE.","Delisted","EC",NA
"809",10,"SIA/KL/MIN/434901/2023","2329/EC1/2023/SEIAA","GRANITE BUILDING STONE QUARRY OF MR. JAYESH THOMAS","JAYESH THOMAS","Agenda Uploaded by SEAC","EC",NA
"810",2,"SIA/KL/IND2/35718/2018","","PROPOSED F","IOCL KOCHI","Delisted","EC",NA
"811",3,"SIA/KL/MIN/35199/2019","1461/EC2/2019/SEIAA","Proposed G","HARITHA CONSULTANTS","Awaiting EC","EC",NA
"812",5,"SIA/KL/MIN/45316/2019","","Mr.Varghes","VARGHESE CHAKKU","Delisted","EC",NA
"813",6,"SIA/KL/MIN/45324/2019","1557/EC3/2019/SEIAA","Mr.Varghes","VARGHESE CHAKKU","Delisted","EC",NA
"814",7,"SIA/KL/MIN/45413/2019","1634/EC3/2020/SEIAA","Mary Elias","MARY ELIAS QUARRY","EC Granted","EC",NA
"815",10,"SIA/KL/MIN/133902/2019","1678/EC6/2020/SEIAA","Laterite Building Stone Quarry of Muhammed Rafeeque","LATERITE BUILDING STONE QUARRY OF MUHAMMED RAFEEQUE","EC Granted - Processed offline","EC",NA
"816",1,"SIA/KL/MIN/159168/2020","1752/EC1/2020/SEIAA","QUARRY OF OTTAPPALAM TALUK KARINKAL","QUARRY OF OTTAPPALAM TALUK KARINKAL","EC Granted","EC",NA
"817",3,"SIA/KL/MIN/255487/2022","2010/EC1/2022/SEIAA","Enadimangalam Building Stone Quarry","UDAYAN KRISHNANKUTTY NAIR","EC Granted","EC",NA
"818",4,"SIA/KL/MIN/163594/2020","1756/EC3/2020/SEIAA","GRANITE BUILDING STONE QUARRY OF MR. DINEESH VIJAYAN","GRANITE BUILDING STONE QUARRY OF MR DINEESH VIJAYAN","EC Granted","EC",NA
"819",5,"SIA/KL/MIN/174358/2020","","Conversion TOR to EC Granite Building Stoine Quarry of Mr. Soman B","GRANITE BUILDING STONE QUARRY OF MR SOMAN B","Delisted","EC",NA
"820",6,"SIA/KL/MIN/266595/2022","2021/EC2/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF AMBUJAKSHAN N.T 0.0971 Ha. IN KOLATHUR VILLAGE KASARAGOD TALUK KASARAGOD DISTRICT","NHERU AMBUJAKSHAN","EC Granted","EC",NA
"821",3,"SIA/KL/MIN/267551/2022","","Granite Building Stone Quarry of Sri. Mathew. P J","PLACKAPARAMBIL MATHEW","Delisted","EC",NA
"822",5,"SIA/KL/MIN/144785/2020","1684/EC1/2020/SEIAA","Laterite Building Stone of Muhammed Anees","LATERITE BUILDING STONE OF MUHAMMED ANEES","WithdrawEC","EC",NA
"823",6,"SIA/KL/MIN/148210/2020","1694/EC2/2020/SEIAA","Laterite Building Stone Quarry of Sudarshanan","LATERITE BUILDING STONE QUARRY OF SUDARSHANAN","Rejection Letter Granted","EC",NA
"824",1,"SIA/KL/MIN/143575/2020","1990/EC1/2022/SEIAA","MUHAMMED KUTTY","MUHAMMED KUTTY","ADS by SEAC","EC",NA
"825",5,"SIA/KL/MIN/453983/2023","2490/EC4/2024/SEIAA","Laterite Building Stone Quarry of Abdul Asees K P","KAKKADANTAKATH ABDUL ASEES","Accepted By SEAC","EC",NA
"826",6,"SIA/KL/MIN/451629/2023","","Granite Building Stone Quarry of M/s. Galaxy Metals","M/S GALAXY METALS","Pending at PP due to eds","EC",NA
"827",7,"SIA/KL/NCP/68241/2017","1154/EC/SEIAA/KL/2017","Mr. E. T. FIROZ & Others proposed a residential cum commercial project at T. S. No. 150 Part 1-4, 155 of Puthiyangadi Village, Kozhikode Municipal Corporation, Kozhikode Taluk & District, Kerala","E T FIROZ AND OTHERS","Accepted By SEAC - EC ISSUED IN 80 SEIAA","EC",NA
"828",8,"SIA/KL/INFRA2/420272/2023","2231/EC1/2023/SEIAA","Integrated Clearance for CRZ & Environment Clearance for the Proposed Special Residential (A2 Category as per KMBR) (Hotel, Resort project) to be developed by  M/s Travancore Enterprises Pvt. Ltd.","TRAVANCORE ENTERPRISES PRIVATE LIMITED","For further consideration(SEAC)","EC",NA
"829",9,"SIA/KL/MIN/436281/2023","2373/EC1/2023/SEIAA","GRANITE BUILDING STONE QUARRY OF Mr.SAFEER.K","KAPPAKUNNAN SAFEER","Agenda Uploaded by SEAC","EC",NA
"830",10,"SIA/KL/MIN/411524/2022","2271/EC3/2023/SEIAA","Shibin William Varghese,Director,M/s,Nalayyath Granites Pvt.Ltd.","NALAYYATH GRANITES PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"831",2,"SIA/KL/MIN/143918/2020","1367/EC2/2019/SEIAA","Granite Building Stone Quarry of Mr. Kumaran.N.M","GRANITE BUILDING STONE QUARRY OF MR KUMARAN NM","EC Granted","EC",NA
"832",3,"SIA/KL/MIN/34543/2019","1589/EC1/2020/SEIAA","Granite Bu","HARITHA CONSULTANTS","EC Granted","EC",NA
"833",4,"SIA/KL/MIN/220733/2021","1930/EC4/SEIAA/2021","M/s. Chatanmala Crushers Private Limited","M/S. CHATANMALA CRUSHERS PRIVATE LIMITED,","Rejection Letter Granted","EC",NA
"834",6,"SIA/KL/MIN/128366/2019","","SAJI EMMANUVEL","KORAH AND CONSULTANTS","WithdrawEC","EC",NA
"835",1,"SIA/KL/MIN/455203/2023","","KABANI BLUE METALS PRIVATE LIMITED","KABANI BLUE METALS PRIVATE LIMITED","Under examination of SEIAA","EC",NA
"836",2,"SIA/KL/MIN/89651/2018","1199/EC1/2018/SEIAA","THE GRANITE BUILDING STONE QYARRY of Iblue Rocksand & metals (India) Pvt Ltd.
Over an extent 3.4575 ha (resurvey. no — 146/4A2) in Balal village, Vellarikundu taluk, Kasaragod district, kerala state","IBLUE ROCKSAND & METALS (INDIA) PVT LTD.","Delisted","EC",NA
"837",3,"SIA/KL/MIN/32221/2015","","Quarry project at Survey Nos. 93/1, 95/2, 95/3 of Vadakkangara Village, Perinthalmanna Taluk, Malappuram District, Kerala for an area of 4.3954 hectares of Mr. P. ABDULLA","P ABDULLA","Delisted","EC",NA
"838",4,"SIA/KL/MIN/86785/2018","","M/s Palametels and Sand Pvt Ltd","MS PALAMETALS AND SAND PVT LTD","WithdrawEC","EC",NA
"839",5,"SIA/KL/MIN/67843/2017","1152/EC/SEIAA/KL/2017","Quarry project of M/s Malayoram Rock Products Pvt. Ltd. is situated at Survey No. 242/P of Valayam Village, Vadakara Taluk, Kozhikode District, Kerala for an area of 5.1070 hectare","MALAYORAM ROCK PRODUCTS PVT LTD","WithdrawEC","EC",NA
"840",6,"SIA/KL/MIN/40821/2019","1317/EC2/2019/SEIAA","Granite Bu","A J BABU","Under examination of SEIAA - Processed offline","EC",NA
"841",7,"SIA/KL/MIN/166718/2020","1866/EC6/2020/SEIAA","Granite Building Stone Quarry of Khaja Hussain. K. K","GRANITE BUILDING STONE QUARRY OF KHAJA HUSSAIN. K. K","Rejection Letter Granted","EC",NA
"842",9,"SIA/KL/MIN/135414/2020","1601/EC2/2019/SEIAA","Balakrishnan Quarry","BALAKRISHNAN NAIR QUARRY","Agenda Uploaded by SEAC","EC",NA
"843",4,"SIA/KL/MIN/409918/2022","2188/EC1/2023/SEIAA","GRANITE BUILDING STONE QUARRY OF M/s.NEDUMON GRANITES PRIVATE LIMITED","NEDUMON GRANITES PRIVATE LIMITED","Agenda Uploaded by SEAC","EC",NA
"844",1,"SIA/KL/MIS/72852/2018","1181/A2/2018/SEIAA","Proposed Up Gradation of Existing District Hospital Kannur","DISTRICT HOSPITAL KANNUR","EC Granted - Processed offline","EC",NA
"845",2,"SIA/KL/NCP/85403/2018","1196/EC2/2018/SEIAA","Information Technology Building by M/s. Speridian Technologies Private Limited.,","SPERIDIAN TECHNOLOGIES PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"846",3,"SIA/KL/MIN/61643/2017","1122/EC/SEIAA/KL/2017","The Quarry (Minor Mineral) mining project of M/s Associate Engineering & Chemicals is situated at Muthuvallur Village, Ernad Taluk, Malappuram District, Kerala in area of 8.9180 hectares","ASSOCIATE ENGINEERING AND CHEMICALS","Under examination of SEIAA - Processed offline","EC",NA
"847",4,"SIA/KL/MIN/72101/2018","1173/EC/SEIAA/KL/2018","Building Stone Quarry of Mr. P.V Ajesh","BUILDING STONE QUARRY OF MR PV AJESH","Accepted By SEAC - EC ISSUED IN  81 SEIAA","EC",NA
"848",5,"SIA/KL/NCP/62979/2017","1127/EC/SEIAA/KL/2017","Environmental Clearance for the Establishment of Thrissur Zoological Park at Puthur","KERALA FOREST AND WILDLIFE DEPARTMENT","Site Visit by SEAC - EC ISSUED BY 81 SEIAA","EC",NA
"849",6,"SIA/KL/MIN/439070/2023","2441/EC3/2023/SEIAA","Ordinary clay mining project of Haneefa. M. H","HANEEFA","For further consideration(SEAC)","EC",NA
"850",2,"SIA/KL/MIN/133960/2019","","Mr M P Prasad Managing Partner M/s Diamond Aggregates","M P   PRASAD","Delisted","EC",NA
"851",8,"SIA/KL/MIN/142571/2020","","Building Stone Quarry of Mr. K.V Bhasakaran","GRANITE BUILDING STONE QUARRY OF MR KV BHASKARAN","Pending at PP due to eds","EC",NA
"852",9,"SIA/KL/MIN/163206/2020","1733/EC6/2020/SEIAA","LATERITE BUILDING STONE QUARRY OF MR SAMEEH","LATERITE BUILDING STONE QUARRY OF MR SAMEEH","EC Granted","EC",NA
"853",1,"SIA/KL/MIN/443540/2023","2461/EC4/2023/SEIAA","Laterite Building Stone Quarry of Binu Varghese","VARGHESE BINU","Accepted By SEAC","EC",NA
"854",2,"SIA/KL/MIN/431645/2023","2330/EC4/2023/SEIAA","Laterite Building Stone Quarry of E Rajesh","EDAPPARA RAJESH","Agenda Uploaded by SEAC","EC",NA
"855",3,"SIA/KL/MIS/31335/2019","","Integrated Complex Sobha City Project","MS SOBHA LTD","Delisted","EC",NA
"856",4,"SIA/KL/MIN/42227/2016","","Granite Building Stone Quarry of M/s TRISTAR Granites","TRISTAR GRANITES","TransferToDEIAA","EC",NA
"857",5,"SIA/KL/MIN/56570/2016","","Stone Quarry (Minor Mineral) mining project of M/s Cochin Granites Pulickal Associate is situated at  Mazhuvannoor Village, Kunnathunadu Taluk, Ernakulam District, Kerala in area of 2.9717 hectares","COCHIN GRANITES PULICKAL ASSOCIATES","TransferToDEIAA","EC",NA
"858",6,"SIA/KL/MIN/455590/2023","","Proposed granite building stone quarry of Mr. Udayan. S","UDAYAN","Under examination of SEIAA","EC",NA
"859",7,"SIA/KL/MIN/425229/2023","2266/EC6/2023/SEIAA","Abdul Basheer.P","ABDUL P","ADS by SEAC","EC",NA
"860",8,"SIA/KL/MIN/428457/2023","2345/EC2/2023/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. NAJEEB. U. P","NAJEEB UNNIKORU PARAMBIL","Agenda Uploaded by SEAC","EC",NA
"861",9,"SIA/KL/MIN/413982/2023","2212/EC3/2023/SEIAA","Proposed granite building stone quarry of JS BLUE METALS LLP","JS BLUEMETALS LLP","Site Visit by SEAC(Pending)","EC",NA
"862",10,"SIA/KL/MIN/286387/2022","2077/EC4/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. KUNHIMUHAMMED","KUNHIMUHAMMED","Agenda Uploaded by SEAC","EC",NA
"863",1,"SIA/KL/NCP/33234/2015","","Proposed Housing Project at Elamkulam Village, Kanayannur, Ernakulam, Kerala of M/s Skyline Builders in an area of 0.5582 hectares.","SKYLINE BUILDERS","Delisted","EC",NA
"864",2,"SIA/KL/MIN/73459/2018","1182/A2/2018/SEIAA","Building Stone Quarry of Smt. Malathy.K","BUILDING STONE QUARRY OF MALATHY K","Under examination of SEIAA - Processed offline","EC",NA
"865",3,"SIA/KL/MIN/76724/2018","","Quarry Owned by Sajith Lal M","IGT PVT LTD","WithdrawEC","EC",NA
"866",4,"SIA/KL/MIN/428391/2023","2283/EC4/2023/SEIAA","Proposed granite building stone quarry of Mr. R. MOHANDAS","RAGHAVAN MOHANDAS","Agenda Uploaded by SEAC","EC",NA
"867",5,"SIA/KL/MIN/451346/2023","2444/EC4/2023/SEIAA","Laterite Building Stone Quarry of Mr. A Gopalakrishnan","ANAKKALLIL GOPALAKRISHNAN","For further consideration(SEAC)","EC",NA
"868",6,"SIA/KL/MIN/57967/2016","","Prior Environment Clearances application for Stone Quarry (Minor Mineral) M/s.Deepam Granites is situated at Erimayur-II village,Alathur Taluk,Palakkad District  in Extent -2.26.63 Hect","DEEPAM GRANITES","TransferToDEIAA","EC",NA
"869",7,"SIA/KL/MIN/424274/2023","540/A1/2019/SEIAA","Laterite Building Stone Quarry Project of Mr.Muraleedharan. L","MURALEEDHARAN LEKSHMANAN","Referred Back to SEAC(A)","EC",NA
"870",2,"SIA/KL/MIN/94125/2019","1255/EC2/2019/SEIAA","Quarry of Kunhi Muhammed Melmuri","PATTAKKAL MINE SURVEYORS","Delisted","EC",NA
"871",3,"SIA/KL/INFRA2/404063/2022","2133/EC6/2022/SEIAA","Environmental Clearance for proposed expansion of existing MES Medical College & Hospital to be developed by M/s The Muslim Educational Society (Regd.), Calicut","THE MUSLIM EDUCATIONAL SOCIETY REGD","For further consideration(SEAC)","EC",NA
"872",4,"SIA/KL/MIN/417759/2023","2234/EC3/2023/SEIAA","Application for Environmental Clearance for Building Stone Minor Mineral Mining (Quarry) project of M/s SSC Projects is situated at Block No. 41, Re-Survey Nos. 235/5, 239/3-1, Kooroppada Village, Kottayam Taluk, Kottayam District, Kerala for an area of 0.9981 hectares","SSC PROJECTS","Agenda Uploaded by SEAC","EC",NA
"873",5,"SIA/KL/NCP/47900/2016","1073/EC3/2016/SEIAA","Environment Clearance for the Construction of Proposed Expansion of Housing Project jointly developed by M/s Ayles Properties & Developers Pvt. Ltd. and M/s Skyline Builders","AYLES PROPERTIES AND DEVELOPERS PVT LTD AND SKYLINE BUILDERS","Site Visit by SEAC - EC ISSUED  BY 78 SEIAA","EC",NA
"874",6,"SIA/KL/NCP/30277/2018","1220/EC2/2019/SEIAA","","K V APARTMENTS PVT LTD","Delisted","EC",NA
"875",7,"SIA/KL/NCP/68379/2017","1165/EC/SEIAA/KL/2017","KSRTC Bus Terminal Complex at Thiruvalla","KERALA TRANSPORT DEVELOPMENT FINANCE CORPORATION","Under examination of SEIAA - Processed offline","EC",NA
"876",8,"SIA/KL/NCP/59700/2016","1101/EC/SEIAA/KL/2017","Environmental Clearance for the Proposed Residential Project (“Noel Ecoden”)  by M/s Noel Villas & Apartments","NOEL VILLAS AND APARTMENTS","EC Granted - Processed offline","EC",NA
"877",9,"SIA/KL/MIN/454094/2023","2492/EC4/2024/SEIAA","Laterite Building Stone Quarry of Jabir C P","CHODATHIL JABIR","Accepted By SEAC","EC",NA
"878",10,"SIA/KL/MIN/65089/2017","1137/EC/SEIAA/KL/2017","Mining project of Mr. George Kochuparambil is situated Manakkad Village, Thodupuzha Taluk, Idukki District, Kerala for an area of 12.2987 hectares","GEORGE KOCHUPARAMBIL","Accepted By SEAC - EC ISSUED IN 82 SEIAA","EC",NA
"879",1,"SIA/KL/MIN/449111/2023","2452/EC2/2023/SEIAA","GRANITE BUILDING STONE QUARRY OF MR. SASIDHARAKURUP. K","SASIDHARAKURUP KRISHNAPILLAI","ADS by SEAC","EC",NA
"880",2,"SIA/KL/MIN/441579/2023","","GRANITE (BUILDING STONE) QUARRY OF AHAMED KUTTY, MANAGING DIRECTOR OF M/s VALAMBUR GRANITES PRIVATE LIMITED (TRANSFER DEIAA TO SEIAA)","VALAMBUR GRANITES PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"881",3,"SIA/KL/MIN/408064/2022","2182/EC6/2023/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. MUHAMMED AFSAL.T","MUHAMMAD AFSAL THANARI","EC Granted","EC",NA
"882",4,"SIA/KL/MIN/453327/2023","2470/EC1/2023/SEIAA","Granite Building Stone Quarry of Sajeev S","SAJEEV SREEDHARAN","Accepted By SEAC","EC",NA
"883",5,"SIA/KL/INFRA2/410612/2022","2167/EC1/2022/SEIAA","Environment Clearance for proposed Residential project to be developed by M/s Sobha Developers Pune Ltd.","SOBHA DEVELOPERS PUNE LIMITED","EC Granted","EC",NA
"884",6,"SIA/KL/NCP/60098/2016","","Environment Clearance for the proposed Expansion of Hospital cum Medical College project by M/s BELIEVERSE CHURCH","BELIEVERS CHURCH","WithdrawEC","EC",NA
"885",7,"SIA/KL/MIN/33841/2015","","Quarry Project at Arackappady Village, Kunnathunadu, Ernakulam, kerala in an area of 0.8533 hectares of M/s Cochin Granites Pulickal Associates","COCHIN GRANITES PULICKAL ASSOCIATES","Delisted","EC",NA
"886",8,"SIA/KL/MIN/448332/2023","2491/EC1/2024/SEIAA","Proposed granite building stone quarry of Mr. K G Ajikumar","KOICKAL AJIKUMAR","Accepted By SEAC","EC",NA
"887",9,"SIA/KL/MIN/53068/2016","","Proposed Building Stone Quarry of GKV Granites","GKV GRANITES","TransferToDEIAA","EC",NA
"888",10,"SIA/KL/MIN/405222/2022","2145/EC4/2022/SEIAA","Laterite Building Stone Quarry of Mr.Aji","AJI KUZHIPATTIL","EC Granted","EC",NA
"889",6,"SIA/KL/MIN/410881/2022","2186/EC3/2023/SEIAA","Granite Building Stone Quarry","PJASSOCIATES","Agenda Uploaded by SEAC","EC",NA
"890",7,"SIA/KL/MIN/414351/2023","2210/EC1/2023/SEIAA","RKP Minerals  and Metals Private Ltd","RKP MINERALS AND METALS PRIVATE LIMITED","Referred Back to SEAC(A)","EC",NA
"891",8,"SIA/KL/MIN/91670/2019","1210/EC2/2019/SEIAA","The granite building stone quarry of Nila Sandrock Granites Pvt. Ltd. Over an extent 1.3514 ha (Resurvey no - 361/1) in Ongallur II Village, Pattambi Taluk, Palakkad District, Kerala State.","NILA SANDROCK GRANITES PVT LTD","EC Granted - Processed offline","EC",NA
"892",9,"SIA/KL/MIN/90170/2018","1204/EC2/2018/SEIAA","""Granite Building Stone Quarry"" Of Shri. Anish Abraham","SHRI ANISH ABRAHAM","Under examination of SEIAA - Processed offline","EC",NA
"893",1,"SIA/KL/MIN/407136/2022","2156/EC4/2022/SEIAA","Granite Building Stone Quarry of M/s Naduthala Construction Pvt Ltd","NADUTHALA CONSTRUCTIONS PRIVATE LIMITED","Site Visit by SEAC(Pending)","EC",NA
"894",2,"SIA/KL/MIN/428091/2023","2357/EC4/2023/SEIAA","Granite Building Stone Quarry of Shri.  Manoharan Chandrambeth","CHANDRAMBETH MANOHARAN","Site Visit by SEAC(Pending)","EC",NA
"895",3,"SIA/KL/MIN/93620/2019","1246/EC1/2019/SEIAA","M/s Family Granites","FAMILY GRANITES","Under examination of SEIAA - Processed offline","EC",NA
"896",4,"SIA/KL/MIN/90625/2019","","GRANITE BUILDING STONE QUARRY OF MR VARGHESE KURIAN","BUILDING STONE QUARRY OF MR VARGHEESE KURIAN","Delisted","EC",NA
"897",5,"SIA/KL/MIN/435432/2023","2351/EC4/2023/SEIAA","Laterite building stone quarry project of Mr. Suseelan. K. C","SUSEELAN KUNJOLA CHUDALVAILAYIL","Agenda Uploaded by SEAC","EC",NA
"898",8,"SIA/KL/MIN/269321/2022","2174/EC3/2022/SEIAA","Granite Building Stone Quarry of Mr. Sajeev. M. A. over an area of 1.8592 Hectare","SAJEEV ABDULKHADER","Site Visit by SEAC(Pending)","EC",NA
"899",10,"SIA/KL/MIN/184101/2020","","Bharathapuzha River Basin Kadavu 25","BHARATHAPUZHA RIVER BASIN","Delisted","EC",NA
"900",4,"SIA/KL/MIN/76720/2018","1490/EC2/2019/SEIAA","Quarry Owned by Sajith Lal M","IGT PVT LTD","EC Granted","EC",NA
"901",5,"SIA/KL/MIN/57218/2016","","Granite Building Stone Quarry of M/s Appu Granite Industries","APPU GRANITE INDUSTRIES","TransferToDEIAA","EC",NA
"902",6,"SIA/KL/INFRA2/405879/2022","2158/EC2/2022/SEIAA","Environmental Clearance for proposed expansion of existing Hospital project to be developed by M/s Dr. K.M. Cherian Institute of Medical Sciences Pvt. Ltd","DR KM CHERIAN INSTITUTE OF MEDICAL SCIENCES PRIVATE LIMITED","EC Granted","EC",NA
"903",7,"SIA/KL/MIN/61116/2016","1120/EC/SEIAA/KL/2017","The Quarry Project of M/s Southern Granites is located at Peringome Village & Panchayat, Thaliparamba Taluk, Kannur District, Kerala for area 5.10 hectares","SOUTHERN GRANITES","TransferToDEIAA","EC",NA
"904",8,"SIA/KL/MIN/50899/2016","","Quarry project of Mr. K. H. NAZER  at Survey No. 322/1, Kanjirappally Village, Kanjirappally Taluk, Kottayam District, Kerala for an area of 2.3650 hectares.","MR K H NAZER","TransferToDEIAA","EC",NA
"905",9,"SIA/KL/MIN/72167/2018","1172(A)/EC/SEIAA/KL/2017","Building Stone Quarry Of Mr. Johnson George","BUILDING STONE QUARRY OF MR JOHNSON GEORGE KOODARANJI VILLAGE THAMARASSERY TALUK","Accepted By SEAC - TOR APPOROVED IN 97 SEAC","EC",NA
"906",10,"SIA/KL/MIN/435475/2023","2331/EC3/2023/SEIAA","Mr. Ranju K K Managing Director M/s. Neeloor Aggregates Pvt Ltd.","NEELOOR AGGREGATES PRIVATE LIMITED","Referred Back to SEAC(A)","EC",NA
"907",1,"SIA/KL/NCP/67050/2017","1150/EC/SEIAA/KL/2017","Application for Prior Environmental Clearance for the Proposed Cancer Hospital at Kalamassery","HEALTH AND FAMILY WELFARE DEPARTMENT GOVERNMENT OF KERALA","Accepted By SEAC - EC ISSUED IN 79 SEIAA","EC",NA
"908",5,"SIA/KL/MIS/76057/2022","1449/EC2/2019/SEIAA","Environmental Clearance for the township project “Sobha City” at Puzhakkal, Guruvayoor Road, Thrissur District, Kerala","MS SOBHA LTD","EC Granted","EC",NA
"909",1,"SIA/KL/MIN/92250/2019","1237/EC2/2019/SEIAA","M/s YESCO GRANITES","YESCO GRANITES LLP","Delisted","EC",NA
"910",2,"SIA/KL/MIN/404478/2022","2142/EC4/2022/SEIAA","Laterite Building Stone Quarry of Abdul Asees K P","KAKKADANTAKATH ABDUL ASEES","EC Granted","EC",NA
"911",3,"SIA/KL/MIN/416864/2023","2252/EC6/2023/SEIAA","UMMER","UMMER","Agenda Uploaded by SEAC","EC",NA
"912",7,"SIA/KL/NCP/60559/2016","1112/EC/SEIAA/KL/2017","Environmental Clearance for the Proposed Warehousing Project by M/s Alpine Warehousing LLP","ALPINE WAREHOUSING LLP","Site Visit by SEAC - EC ISSUED BY80 SEIAA","EC",NA
"913",8,"SIA/KL/MIN/438519/2023","2427/EC3/SEIAA/2023","Granite Building Stone Quarry of Syam G Raj S","SYAM SOMARAJAN","For further consideration(SEAC)","EC",NA
"914",4,"SIA/KL/MIN/422091/2023","2257/EC3/2023/SEIAA","Granite Building Stone Quarry of Shri. Maneesh P Mohanan","PULICKAMATTATHIL MANEESH","Agenda Uploaded by SEIAA","EC",NA
"915",5,"SIA/KL/NCP/29529/2017","","Building S","GREEN VISTAS INFRASTRUCTURE PROJECTS","Under examination of SEIAA - Processed offline","EC",NA
"916",6,"SIA/KL/MIN/433198/2023","2389/EC1/2023/SEIAA","Laterite Building Stone Quarry of Hussain","HUSSAIN THAIKKADAN","Agenda Uploaded by SEAC","EC",NA
"917",7,"SIA/KL/MIN/448723/2023","2421/EC4/2023/SEIAA","Laterite Building Stone Quarry of Ranjith P V","RANJITH VALAPPIL","For further consideration(SEAC)","EC",NA
"918",1,"SIA/KL/MIN/440234/2023","2359/EC4/2023/SEIAA","Laterite Building Stone Quarry of Jijesh Korothan","JIJESH KOROTHAN","Request for withdraw","EC",NA
"919",7,"SIA/KL/MIN/60024/2016","1103/EC/SEIAA/KL/2017","Quarry (Minor Mineral) project of Mr. P. K. Prasad is situated at Varapetty Village & Panchayat, Kothamangalam Taluk, Ernakulam District, Kerala in area 7.6606 hectares","P K PRASAD","Accepted By SEAC - EC ISSUED IN 79 SEIAA MEETING","EC",NA
"920",8,"SIA/KL/MIN/436720/2023","2350/EC4/2023/SEIAA","Laterite Building Stone Quarry of Mr. Husain Kunhi. B","BERKA HUSSAIN KUNHI","Agenda Uploaded by SEAC","EC",NA
