"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"208","SIA/HR/IND3/68324/2021","SEIAA/HR/2021/461","Integrated Paint Manufacturing Unit in Plot No. 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61 & 62 HSIIDC Industrial Estate Panipat, Village Dadlana, Tehsil and Dist. Panipat, State Haryana","GRASIM INDUSTRIES","TOR Granted","TOR",NA
"209","SIA/HR/NCP/48268/2019","SEIAA/HR/19/230 hard copy to be submitted","Expansion cum Modification of Group Housing Colony at Village-Maidawas, Sector-65, by M/s Active Promoters Pvt. Ltd. & Others.","M/S ACTIVE PROMOTERS PRIVATE LIMITED & OTHERS","TOR Granted - Processed offline","TOR",NA
"210","SIA/HR/MIS/74914/2022","SEIAA/HR/2022/166","Proposed Development of Industrial Model Township project in Sector-37 at Karnal, Haryana by HSIIDC Karnal, Haryana","HSIIDC KARNAL","TOR Granted","TOR",NA
"211","SIA/HR/IND2/80209/2022","SEIAA/HR/2022/234","Proposed New 90 KLPD distillery consisting of a 60 KLPD new plant based on B-Heavy molasses from the new Sugar Mill and 30 KLPD grain based distillery as supplementary raw material and with option of Spent Wash in specially designed Incineration boiler with at Panipat Coop. Sugar Mill Panipat City village-Dahar.","THE PANIPAT COOPERATIVE SUGAR MILL LIMITED","TOR GRANTED","TOR",NA
"212","SIA/HR/INFRA2/404612/2022","","Common Bio-Medical Waste Treatment Facility (CBWTF)","M/S MARUTI BIO MEDICAL WASTE PLANT","Under examination of SEIAA","TOR",NA
"213","SIA/HR/MIS/77799/2022","SEIAA/HR/2022/198","Warehouse for Storage of Non Agro Produce Falling in the Revenue Estate of Village-Jatola, District-Sonipat, Haryana.","FLOWTECH INDUSTRIAL PROJECTS PRIVATE LIMITED","TOR Granted","TOR",NA
"214","SIA/HR/MIS/72452/2022","SEIAA/HR/2022/188","Proposed Residential Plotted Development Colony Under DDJAY Scheme on Land Measuring 45.15490 Acres Situated In the Revenue Estate of Village Naurangpur, Sector-79 & 79 B, Gurugram, Haryana","","TOR GRANTED","TOR",NA
"215","SIA/HR/MIS/65935/2021","file No. SEIAA/HR/2021/453 has been assigned","Expansion cum modification of Group Housing Colony “ Primera & Ark”at Village- Garauli Kalan, Sector- 37-D, Gurugram, Haryana M/s Ramprastha Promoters & Developers Pvt Ltd","RAMPRASTHA PROMOTERS & DEVELOPERS PVT LTD","TOR GRANTED","TOR",NA
"216","SIA/HR/IND1/400997/2022","","Jindal Stainless (Hisar) Limited [Hot Rolling Division]","JINDAL STAINLESS (HISAR) LIMITED","Under examination of SEIAA","TOR",NA
"217","SIA/HR/IND1/401142/2022","","Jindal Stainless (Hisar) Limited [COLD Rolling Division]","JINDAL STAINLESS (HISAR) LIMITED","Under examination of SEIAA","TOR",NA
"218","SIA/HR/MIS/72822/2022","SEIAA/HR/2022/124","Proposed Expansion of Godowns/ Warehouse for other than Agriculture Produce Ware House at land measuring 328454.874 sqm. located at village Pathredi & Bhudka, Tehsil Manesar, Distt. Gurugram.","EMBASSY INDUSTRIAL PARKS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"219","SIA/HR/MIS/81101/2022","SEIAA/HR/2022/228","Expansion of Proposed Commercial Building Ätrium Place” in Vanijya Nikunj, Udyog Vihar, Phase V, Gurugram, Haryana","AADARSHINI REAL ESTATE DEVELOPERS PVT. LTD.","TOR GRANTED","TOR",NA
"220","SIA/HR/INFRA2/416813/2023","SEIAA/HR/2023/307","Expansion cum modification of IT Park/ Cyber Park named as “AIPL AUTOGRAPH” at Sector-66, Village- Maidawas, Gurugram by M/s Advance India Projects Limited (Formerly M/s Gupta Promoters Pvt. Ltd).","ADVANCE INDIA PROJECTS LIMITED","TOR GRANTED","TOR",NA
"221","SIA/HR/MIN/416989/2023","SEIAA/HR/2023/308","Tajewala (BGS) Boulder, Gravel & Sand Minor Mineral, District- Yamunanagar, State- Haryana","JAI MINING COMPANY","TOR GRANTED","TOR",NA
"222","SIA/HR/INFRA2/417108/2023","","Residential Colony under NILP on land measuring 54.92705 Acres in the revenue estate of village-Naurangpur, Sector-79 & 79B, Gurugram, Haryana.","LOON LAND DEVELOPMENT LIMITED","Under examination of SEIAA","TOR",NA
"223","SIA/HR/MIN/415969/2023","SEIAA/HR/2023/314","Proposed Sand Mining project at Villages Jarauli, Nabipur, Khirajpur and Mohamadpur, Tehsil: Karnal, District: Karnal, State : Haryana (Mining lease area:  76.90 ha ) by M/s Tripta projects and Infrastructure through Gurpreet Singh Sabharwal","MOHIT GOYAL","TOR GRANTED","TOR",NA
"224","SIA/HR/MIN/413713/2023","SEIAA/HR/2023/316","Proposed Sand Mining project at Village Dostpur, Tehsil & District: Palwal, State : Haryana (Mining lease area:  65.98 ha ), by M/s Darsh Buildinfra Private Limited through Gurpreet Singh Sabharwal","DARSH BUILDINFRA PRIVATE LIMITED","TOR GRANTED","TOR",NA
"225","SIA/HR/INFRA2/429425/2023","","Proposed Industrial Township Development on land area of 155.8375 acres located at revenue village of Nimana, Tehsil: Badli, District Jhajjar, Haryana","MODEL ECONOMIC TOWNSHIP LIMITED  FORMERLY KNOWN AS RELIANCE HARYANA SEZ LIMITED","Under examination of SEIAA","TOR",NA
"226","SIA/HR/INFRA2/428658/2023","","Group Housing Project in the revenue estate of village Sikohpur, Sector-77, Gurugram and Haryana by M/s Jan Priya Buildestate Pvt. Ltd.","JAN PRIYA BUILDESTATE PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"227","SIA/HR/MIS/27790/2018","SEIAA/HR/18/ 444 dated 20.07.2018","Proposed Common Effluent Treatment Plant of 1.5 MLD capacity based on extended aeration technology at village Dumerkhan Kalan, Tehsil Narwana, District Jind Haryana Promoted By HSIIDC","HSIIDC NARWANA","TOR Granted - Processed offline","TOR",NA
"228","SIA/HR/MIN/401636/2022","SEIAA/HR/2022/255","Kunda Kalan Block Sand Mine","RM INDUSTRIES","TOR GRANTED","TOR",NA
"229","SIA/HR/INFRA2/402640/2022","","PROPOSED LOGISTIC PARK ON 23/5, MILESTONE, DELHI- MATHURA ROAD, BALLABHGARH, FARIDABAD, HARYANA-1211004","APEEJAY GLOBAL INDUSTRIAL AND LOGISTIC PARK","Under examination of SEIAA","TOR",NA
"230","SIA/HR/IND2/402655/2022","","Establish of new 5000 TCD sugar mill plant","PANIPAT COOPERATIVE SUGAR MILLS LIMITED","Under examination of SEIAA","TOR",NA
"231","SIA/HR/INFRA2/400193/2022","SEIAA/HR/2022/253","Residential Plotted Colony under Deen Dayal Jan Awas Yojana","FAITH BUILDTECH PRIVATE LIMITED","TOR GRANTED","TOR",NA
"232","SIA/HR/INFRA2/400325/2022","","Expansion of Proposed Commercial Building ""Ätrium Place”","AADARSHINI REAL ESTATE DEVELOPERS PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"233","SIA/HR/MIN/401508/2022","SEIAA/HR/2022/259","Proposed Expansion of Minor mineral of Stone along with Associated Minor minerals from 10 MTPA to 24 MTPA over an area of  258.30 ha  located in village - Khanak , Tehsil- Tosham, District- Bhiwani, Haryana by Haryana State Industrial Infrastructure Development corporation (HSIIDC)","HARYANA STATE INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED","TOR GRANTED","TOR",NA
"234","SIA/HR/MIS/37855/2019","SEIAA/HR/19/171

Hard copy has to be submitted","Integrated Municipal Solid Waste Processing Facility at Village- Patvi Gaon, Ambala, Haryana","AMBALA MUNICIPAL CORPORATION","TOR Granted - Processed offline","TOR",NA
"235","SIA/HR/MIS/61116/2021","SEIAA/HR/2021/373 hard copy to be submitted","Residential Project “Ashiana Andaaz”","M/S ASHIANA HOUSING LTD.","TOR Granted","TOR",NA
"236","SIA/HR/MIS/62539/2021","SEIAA/HR/2021/406 hard copy to be submitted","Remediation and Reclamation of Existing Dumpsite and construction, operation and maintenance of Sanitary Landfill at Bighar Road Village Matana Fatehabad, Haryana","MUNICIPAL COUNCIL FATEHABAD","WithdrawTOR","TOR",NA
"237","SIA/HR/INFRA2/403396/2022","SEIAA/HR/2022/256","IT Building on Plot No.412-415, Udyog Vihar Phase IV, Gurgaon, Haryana","INTERPRESS PUBLISHERS PRIVATE LIMITED","Awaiting TOR","TOR",NA
"238","SIA/HR/INFRA2/403633/2022","SEIAA/HR/2022/257","Expansion cum modification of Residential Plotted Colony “Emerald Hills”","EMAAR INDIA LIMITED","TOR GRANTED","TOR",NA
"239","SIA/HR/INFRA2/403030/2022","SEIAA/HR/2022/258","Expansion and Revision of Residential Plotted Colony under Deen Dayal Jan Awas Yojna","M/S SIGNATURE INFRABUILD PRIVATE LIMITED","TOR GRANTED","TOR",NA
"240","SIA/HR/IND2/404457/2022","","Establish of new 5000 TCD sugar mill plant","PANIPAT COOPERATIVE SUGAR MILLS LIMITED","Under examination of SEIAA","TOR",NA
"241","SIA/HR/MIN/404705/2022","SEIAA/HR/2022/273","River Bed Sand (Minor Mineral) Mining project at Shergarh Tapu Block, Village-Shergarh Tapu, Tehsil and District- Karnal (Haryana) (Mine Contract area  –22.96 Ha.)  by M/s. Enbridge Civil Corporation","ENBRIDGE CIVIL CORPORATION","TOR GRANTED","TOR",NA
"242","SIA/HR/MIN/405977/2022","SEIAA/HR/2022/264","Mining of Sand (Minor Mineral) from the Riverbed of Yamuna River (Sultanpur Unit) with 10,80,000 MT/ year production over an area of 33.42 Ha","M/S M.M TRADERS","TOR GRANTED","TOR",NA
"243","SIA/HR/INFRA2/408522/2022","SEIAA/HR/2022/275","Environment Clearance of expansion cum revision of Group Housing Project under TOD Policy on land measuring 10.228125 Acres in Sector-113, Gurgaon Manesar Urban Complex, Gurgaon, Haryana","M/S VIBRANT INFRATECH PVT LTD","TOR GRANTED","TOR",NA
"244","SIA/HR/IND2/48853/2019","SEIAA/HR/19/241 hard copy to be submitted","Proposed Project for Manufacturing of Formaldehyde 150 M.T per day at Plot No. 84, Sec-1, Phase-I, Growth Centre Saha, Ambala, Haryana by M/s Gayatri Industries.","M/S GAYATRI INDUSTRIES","TOR Granted","TOR",NA
"245","SIA/HR/INFRA2/401217/2022","","Proposed Logistic Park On 23/5, Milestone, Delhi- Mathura Road, Ballabhgarh, Faridabad, Haryana","APEEJAY GLOBAL INDUSTRIAL AND LOGISTIC PARK","Under examination of SEIAA","TOR",NA
"246","SIA/HR/INFRA2/409487/2022","SEIAA/HR/2022/284","Expansion of Residential Group Housing","KLJ DEVELOPERS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"247","SIA/HR/INFRA2/410597/2022","SEIAA/HR/2023/289","Common Effluent Treatment Plant, Kutana Having Capacity 03 Mld Located In Village Kutana, Tehsil & District Rohtak Haryana By HSIIDC","HSIIDC CETP KUTANA","TOR Granted","TOR",NA
"248","SIA/HR/INFRA2/410224/2022","SEIAA/HR/2022/285","“Adesh Medical College & Hospital” (Hospital Component) by Adesh Welfare Society","ADESH WELFARE SOCIETY","Deferred by SEAC","TOR",NA
"249","SIA/HR/INFRA2/411140/2022","SEIAA/HR/2023/296","Expansion cum Revision of Proposed Affordable Residential Plotted Colony under DDJAY Policy on Land Measuring 57.4 acres (2,32,289.559 sqm) in the revenue estate of Village Hayatpur, Sector 89, Gurgaon, Haryana","M/S ADHIKAANSH REALTORS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"250","SIA/HR/INFRA2/411269/2022","SEIAA/HR/2023/287","COMMERCIAL COLONY PROJECT ""PICASSO CENTRE"" AT VILLAGE: GHATA, SECTOR-61, GURGAON MANESAR URBAN COMPLEX & DISTRICT: GURUGRAM, HARYANA","ERA RESORTS PRIVATE LIMITED","TOR Granted","TOR",NA
"251","SIA/HR/INFRA2/412348/2022","SEIAA/HR/2023/297","Proposed Expansion cum revision of Mixed Land Use Colony Under Tod Policy On Land Measuring 16.113 Acres in the Revenue Estate of Village Chauma, Sector-113, Gurgaon Manesar Urban Complex, Gurugram, Haryana","M/S STARCITY REALTECH PVT. LTD","TOR GRANTED","TOR",NA
"252","SIA/HR/INFRA2/412986/2023","SEIAA/HR/2023/295","Proposed Group Housing Colony at Village: Kherki Daula, Sector – 76, Gurugram, Haryana being developed by M/s Whiteland Corporation Pvt. Ltd.","WHITELAND CORPORATION PRIVATE LIMITED","TOR GRANTED","TOR",NA
"253","SIA/HR/NCP/22983/2018","SEIAA/HR/VIO/18/04 dated 16.01.2018. Please submit","Commercial Colony","VICTORY INFRAEDGE PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"254","SIA/HR/MIN/69302/2021","SEIAA/HR/MIN/21/29","Mining of stone minor mineral mine located at  Village Garhi, Tehsil & District Mahendragarh, and State- Haryana with 2.50 MTPA production capacity over an area of 6.70 Hectare proposed by M/s  NKC Projects Pvt. Limited","M/S NKC PROJECTS PVT. LIMITED","TOR Granted","TOR",NA
"255","SIA/HR/INFRA2/417687/2023","SEIAA/HR/2023/311","PROPOSED RESIDENTIAL GROUP HOUSING PROJECT","PRAVIN KUMAR","Deferred by SEAC","TOR",NA
"256","SIA/HR/INFRA2/419137/2023","","Proposed Mixed Land Use colony under TOD Zone on land measuring 10.7 acres situated in revenue estate of Village Maidawas, Sector-66, District Gurugram, Haryana.","ETSY REALCON PRIVATE LIMITED","Under examination of SEIAA","TOR",NA
"257","SIA/HR/MIS/79210/2022","SEIAA/HR/2022/230","Proposed Residential Plotted Colony” of 29.928 Acres at Sector-84 & 85 Gurugram, Haryana by M/s SS Group Pvt. Ltd.","SS GROUP PRIVATE LIMITED","TOR Granted","TOR",NA
"258","SIA/HR/MIS/79429/2022","SEIAA/HR/2022/244","Proposed Expansion of Kalpana Chawala Governement Medical Collage, Karnal, Haryana","KALPANA CHAWLA GOVERNMENT MEDICAL COLLEGE AND HOSPITAL KARNAL","TOR GRANTED","TOR",NA
"259","SIA/HR/MIN/406177/2022","","Capacity Expansion Mining of Stone along with Associated Minor Minerals mine for total production enhancement from 5.6 MTPA to 9 MTPA at Khasra No 216, over area of 29.50 ha Located at Kalyana 2 Village Kalyana, Tehsil & District- Charkhi Dadri, Haryana proposed by M/ s SBIPL Projects Limited.","M/S SBIPL PROJECTS LIMITED.","Under examination of SEIAA","TOR",NA
"260","SIA/HR/MIN/406219/2022","SEIAA/HR/2023/319","Jainpur Stone Mining Project","GOVINDA GOPAL INFRA SOLUTIONS PRIVATE LIMITED","TOR GRANTED","TOR",NA
"261","SIA/HR/INFRA2/407272/2022","SEIAA/HR/2022/276","Expansion in Environmental Clearance of Warehouse for storage of Non-agro Produce located at Village Farrukhnagar, Distt. Gurugram and Village Khalikpur, Distt. Jhajjar, Haryana by M/s Farukhnagar Logistics Parks LLP","FARUKHNAGAR LOGISTICS PARKS LLP","TOR GRANTED","TOR",NA
"262","SIA/HR/MIN/409962/2022","","“FATEHPUR NAGOLI  BOULDER, GRAVEL & SAND (BGS) MINING PROJECT (MINOR MINERAL)”","RELIABLE MINING CORPORATION","Under examination of SEIAA","TOR",NA
"263","SIA/HR/NCP/48390/2019","SEIAA/HR/19/236 hard copy to be submitted","PROPOSED TOWER NO. 10 ""BMG ASPIRE""","B. M. GUPTA DEVELOPERS PVT. LTD.","TOR Granted - Processed offline","TOR",NA
"264","SIA/HR/MIS/72537/2022","SEIAA/HR/2022/119","Expansion of Residential Plotted Colony","","TOR GRANTED","TOR",NA
"265","SIA/HR/NCP/23000/2018","SEIAA/HR/VIO/18/03 dated 16.04.2018. Please submit","Commercial Colony Project at plot no.M-1, Village- Samaspur, Bindapur, Sector-51, Mayfield Garden, Gurgaon, and Haryana","SUNVISION BUILDERS PVT LTD","TOR Granted - Processed offline","TOR",NA
"266","SIA/HR/NCP/54971/2020","SEIAA/HR/2020/298","Mix Used Development project (MUD) by M/s IKEA India Pvt Ltd","IKEA INDIA PVT LTD","TOR Granted","TOR",NA
"267","SIA/HR/NCP/25659/2018","SEIAA/HR/18/ 410 dated 23.04.2018. Please submit t","Buildings C,D, E & F as Expansion of ""DLF Cyber City”","M/S DLF CYBER CITY DEVELOPERS LIMITED","TOR Granted - Processed offline","TOR",NA
"268","SIA/HR/NCP/25662/2018","SEIAA/HR/18/ 405 dated 23.04.2018. Please submit t","Integrated Multi Modal Logistics Hub (IMLH)","DMIC HARYANA MULTI MODAL LOGISTIC HUB PROJECT LIMITED","TOR Granted - Processed offline","TOR",NA
"269","SIA/HR/NCP/25665/2018","SEIAA/HR/18/ 414 dated 30.04.2018.","KLJ Residential Group Housing Colony","KLJ DEVELOPERS PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"270","SIA/HR/NCP/25666/2018","SEIAA/HR/18/ 413 dated 30.04.2018.","Environmental Clearance for.2 expansion of area of Group Housing Colony ""Aarohan Residences"" (1944 Acres) under mixed land use at Sector-53, Gurugram, Haryana","VIPUL LIMITED","TOR Granted - Processed offline","TOR",NA
"271","SIA/HR/MIS/63821/2021","File No. SEIAA/HR/2021/425 has been granted.","Revision & Expansion of Residential Plotted Colony","M/S COUNTRYWIDE PROMOTERS PVT LTD","TOR GRANTED","TOR",NA
"272","SIA/HR/MIS/68051/2021","SEIAA/HR/2022/168","Proposed Development of  Industrial Estate (Phase-II) at Sector- 30, 30-A, 31 & 32 at Manakpur, Jagadhri Haryana by Haryana Industrial and Infrastructure Development Corporation Ltd.","HARYANA INDUSTRIAL AND INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.","TOR Granted","TOR",NA
"273","SIA/HR/NCP/64596/2021","To be assigned","Expansion of Warehouse for Storage of Non Agriculture Produce (Logistic)","GOKALDAS WAREHOUSING CORPORATION","Delisted","TOR",NA
"274","SIA/HR/NCP/64597/2021","To be assigned","Expansion of “Artemis Hospital”","ARTEMIS MEDICARE SERVICES LIMITED","Delisted","TOR",NA
"275","SIA/HR/NCP/64598/2021","To be assigned","Township residential & Commercial Complexes","CMD PARDESI DEVELOPERS PVT LTD","Delisted","TOR",NA
"276","SIA/HR/MIS/64599/2021","To be assigned","Common effluent treatment plant proposed by HSIIDC – Manesar for phase III and IV of 25 MLD and up-gradation of Phase I and II CETP plant from 15 MLD to 30 MLD","HSIIDC LTD IMT MANESAR GURGAON","Delisted","TOR",NA
"277","SIA/HR/MIS/61137/2021","SEIAA/HR/2021/372","Expansion of Proposed Commercial Colony of area measuring 7.462 Acres in sector-74, Gurgaon","PROMPT ENGINEERING PVT LTD","TOR GRANTED","TOR",NA
"278","SIA/HR/NCP/17558/2016","File no. SEIAA/HR/16/299 dated 24.10.2016. Hard co","Group Housing Project","RAHEJA DEVELOPERS LTD.","TOR Granted - Processed offline","TOR",NA
"279","SIA/HR/IND2/17540/2016","SEIAA/HR/16/307 dated 23.11.2016. Please submit ha","Additional 2x600 MT Mounded Bullets Vessels at Gurgaon LPG BP","INDIAN OIL CORPORATION LIMITED GURGAON BP","TOR Granted - Processed offline","TOR",NA
"280","SIA/HR/MIS/20494/2017","SEIAA/HR/17/354 dated 11.10.2017. Please submit th","Integrated Municipal Solid Waste Processing Facility at Bhiwani","BHIWANI MUNICIPAL CORPORATION","TOR Granted - Processed offline","TOR",NA
"281","SIA/HR/MIS/58885/2020","SEIAA/HR/2020/352","Common Bio-medical Waste Treatment Facility at Faridabad, Haryana","M/S GOLDEN EAGLE WASTE MANAGEMENT COMPANY","TOR Granted","TOR",NA
"282","SIA/HR/IND3/61572/2021","SEIAA/HR/2021/394","New Formaldehyde Manufacturing Unit namely ""M/s Krishna Chem""","M/S KRISHNA CHEM","Rejection Letter Granted","TOR",NA
"283","SIA/HR/MIS/17588/2016","SEIAA/HR/16/308 dated 23.11.2016","Common Bio Medical Waste Treatment Facility (CBWTF), Mewat.","M/S SYNERGY  WASTE MANAGEMENT PVT. LTD","TOR Granted - Processed offline","TOR",NA
"284","SIA/HR/MIS/20423/2017","SEIAA/HR/17/ 349 dated 22.09.2017","Integrated Municipal solid waste processing facility","HISAR MUNICIPAL CORPORATION","TOR Granted - Processed offline","TOR",NA
"285","SIA/HR/IND2/28217/2018","SEIAA/HR/18/ 436 dated 18.07.2018","A MODERNIZATION PROJECT OF BHARAT PETROLEUM CORPORATION LIMITED, PIYALA LPG TERMINAL  LOCATION: -AT VILLAGE-PIYALA, POST-ASAOTI, TEHSIL – BALLABGARH, DISTRICT – FARIDABAD (HARYANA). LPG STORAGE CAPACITY OF 8050 MT WITH LPG CYLINDER FILLING CAPACITY ENHANCED FROM 1000 MTPD TO 1550 MTPD. MODERNIZATION WILL BE UNDERTAKEN BY REPLACEMENT OF one 24 STATION CAROUSEL BY one 72 STATION FLEXI CAROUSEL.","BPCL PIYALA","TOR Granted - Processed offline","TOR",NA
"286","SIA/HR/NCP/52884/2020","SEIAA/HR/2020/269 hard copy to be submitted","Expansion with Modernization of Group Housing Colony","GODREJ HIGHVIEW LLP","TOR GRANTED","TOR",NA
"287","SIA/HR/IND2/1432/2015","SEIAA/HR/15/211","Installation of Mounded Storage Vessels at Bharat Petroleum Corporation Limited (BPCL) Existing LPG Plant at Hisar in Haryana State","BHARAT PETROLEUM CORPORATION LIMITED","TOR Granted","TOR",NA
"288","SIA/HR/IND2/1455/2015","To be assigned","MODERNIZATION OF PIYALA LPG TERMINAL AT PIYALA, NEAR FARIDABAD, HARYANA","BHARAT PETROLEUM CORPORATION LIMITED","Delisted","TOR",NA
"289","SIA/HR/NCP/26168/2018","SEIAA/HR/18/419 dated 21.05.2018","Expansion of Group Housing Project","DSS BUILDTECH PRIVATE LIMITED","TOR Granted - Processed offline","TOR",NA
"290","SIA/HR/MIN/4647/2015","SEIAA/HR/MIN/15/130 dated 27.11.2015","River bed mining project of minor mineral Boulder,Gravel and Sand with production Capacity of 14,68,350 TPA in an area of 32.63 ha located at Village -Narangpur ,Shahpur & Raipur Rani ,Tehsil Raipur Rani ,District Panchkula ,Haryana","M/S PINJORE ROYALTY COMPANY","TOR Granted - Processed offline","TOR",NA
"291","SIA/HR/MIN/11328/2016","File no. SEIAA/HR/MIN/16/154 dated 11.05.2016","Mining of Stone along with associated minor minerals at Pichopa Kalan Plot-3, Tehsil-Dadri, District-Bhiwani, Haryana by M/s Jai Dada Dohla Stone Mines.","JAI DADA DOHLA STONE MINES","TOR Granted","TOR",NA
"292","SIA/HR/MIS/694/2015","To be assigned","Common Effluent Treatment Plant (CETP) proposed by M/s Haryana State Industries and Infrastructure Development Corporation (HSIIDC CETP Saha having capacity of 5 MLD","HARYANA STATE INDUSTRIES AND INFRASTRUCTURE DEVELOPMENT CORPORATION HSIIDC","Delisted","TOR",NA
"293","SIA/HR/NCP/747/2015","To be assigned","Expansion of Plotted Township Project","M/S. CHINTELS INDIA LTD.","Under examination of SEIAA","TOR",NA
"294","SIA/HR/MIN/68086/2021","SEIAA/HR/MIN/21/22","Mining of sand minor mineral from the riverbed Yamuna river with 36,00,000 MT production capacity over an area of 94.09 hectare located at Village- Dadsia Kiranwali, District- Faridabad, and State- Haryana proposed by M/s Dev & Div Solutions Pvt. ltd.","M/S DEV & DIV SOLUTIONS PVT. LTD.","TOR Granted","TOR",NA
"295","SIA/HR/MIS/31310/2019","","","TITAN INFRACON LLP","Under examination for EC","TOR",NA
"296","SIA/HR/MIS/31314/2019","","","PURI CONSTRUCTION PVT. LTD.","Under examination for EC","TOR",NA
"297","SIA/HR/MIS/31315/2019","","","ELAN LIMITED","Under examination for EC","TOR",NA
"298","SIA/HR/MIS/31316/2019","","","LAVISH BUILTMART PVT LTD","Under examination for EC","TOR",NA
"299","SIA/HR/MIS/31317/2019","","","R S INFRASTRUCTURE PVT LTD","Under examination for EC","TOR",NA
"300","SIA/HR/MIS/31319/2019","","","MR LALIT KUMAR C/O MR JK LALWANI","Under examination for EC","TOR",NA
"301","SIA/HR/MIS/31320/2019","","","INDOSPACE LUHARI 3A PVT. LTD.,  INDOSPACE LUHARI 3B PVT. LTD.,  INDOSPACE LUHARI 3C PVT. LTD., INDOSPACE LUHARI 3D PVT. LTD., INDOSPACE LUHARI 3E PVT. LTD., & INDOSPACE LUHARI 3F PVT. LTD.","Under examination for EC","TOR",NA
"302","SIA/HR/MIS/31326/2019","","","FUTURE RETAIL DESTINATION","Under examination for EC","TOR",NA
"303","SIA/HR/MIS/31330/2019","","","ALL CARGO MULTIMODEL PVT LTD","Under examination for EC","TOR",NA
"304","SIA/HR/MIS/31331/2019","","","M/S ALL CARGO INLAND PARK PVT. LTD.","Under examination for EC","TOR",NA
"305","SIA/HR/NCP/55195/2020","SEIAA/HR/2020/300 hard copy to be submitted","Proposed residential plotted scheme sector 6 (Part), sector 9 (Part) and sector 10, Dabwali, Sirsa, Hisar, Haryana","HARYANA SHAHARI VIKAS PRADHIKARAN, HISAR","TOR Granted","TOR",NA
"306","SIA/HR/IND3/63321/2021","SEIAA/HR/2021/415","Environment Clearance for Existing Project for Manufacturing of Formaldehyde 90 M.T per day at Plot No. 54, HSIIDC, Manakpur Chhachhrauli Road, Jagadhri District Yamuna Nagar, Haryana -135003 by M/s Synochem Organics Pvt. Ltd.","M/S SYNOCHEM ORGANICS PVT. LTD.","TOR GRANTED","TOR",NA
"307","SIA/HR/NCP/28210/2018","SEIAA/HR/18/ 438 dated 19.07.2018.","Modification & Expansion of Group Housing Colony project","JUVENTUS ESTATE LTD","TOR Granted - Processed offline","TOR",NA
"308","SIA/HR/MIS/31305/2019","","","BATI NORTH INDIA PVT LTD","Under examination for EC","TOR",NA
"309","SIA/HR/MIS/31306/2019","","","CITRA PROPERTIES LIMITED","Under examination for EC","TOR",NA
"310","SIA/HR/NCP/31342/2019","SEIAA/HR/19/02

Hard copy to be submitted","Group Housing Colony","GOLDEN GLOW ESTATE","TOR Granted","TOR",NA
"311","SIA/HR/NCP/38038/2019","SEIAA/HR/19/175","Expansion of Group housing colony at Village-Nangli Umarpur Sector-62 Gurugram","M/S EMAAR MGF LAND LIMITED","TOR Granted - Processed offline","TOR",NA
"312","SIA/HR/NCP/28535/2018","To be assigned","Group Housing Complex “Parikrama”","SANTUR DEVELOPERS PVT LTD","Delisted","TOR",NA
"313","SIA/HR/NCP/31343/2019","SEIAA/HR/19/09

Hard Copy to be submitted","Revision in Environmental Clearance (No increase in Pollution load) of Group Housing","M/S GODREJ PROPERTIES LTD.","Delisted","TOR",NA
"314","SIA/HR/IND3/59803/2021","SEIAA/HR/2021/367 hard copy to be submitted","Proposed unit for Manufacturing of Formaldehyde 150 M.T per day at Plot No.W-9, Industrial Area, Yamunanagar, Haryana by M/s Globe Panel Industries India Pvt. Ltd. Unit-7","M/S GLOBE PANEL INDUSTRIES INDIA PVT. LTD. UNIT-7","TOR GRANTED","TOR",NA
"315","SIA/HR/IND3/67492/2021","SEIAA/HR/2021/465","Proposed Formaldehyde manufacturing unit of 250 TPD by M/s DC industries","M/S DC INDUSTRIES","TOR GRANTED","TOR",NA
"316","SIA/HR/MIS/60521/2021","SEIAA/HR/2020/366 hard copy to be submitted","Approval of Terms of Reference (ToR) For Expansion of Group Housing Colony Area Measuring 13.2118 acres in  Sec-68, (HD Zone), Gurugram","M/S HANS PROPCON PVT. LTD. AND OTHERS","TOR GRANTED","TOR",NA
"317","SIA/HR/MIS/60555/2021","SEIAA/HR/2020/365 hard copy to be submitted","Residential Plotted Colony Project under DDJAY","M/S SIGNATURE GLOBAL DEVELOPERS PVT LTD","WithdrawTOR","TOR",NA
"318","SIA/HR/MIS/30347/2018","To be assigned","Up-Gradation of existing 5 MLD CETP to 10 MLD","HSIIDC","TOR Granted - Processed offline","TOR",NA
"319","SIA/HR/MIS/75327/2022","SEIAA/HR/2022/169","Proposed Warehouse Project at village- Behrampur, Sector-72 A, Gurugram, Haryana by M/s P.D. Enterprises","P D ENTERPRISES","TOR Granted","TOR",NA
"320","SIA/HR/NCP/1123/2015","To be assigned","Group Housing Project","VIPUL LIMITED","Delisted","TOR",NA
