"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"637",5,"SIA/JH/MIS/282729/2022","EC/SEIAA/2022-23/2497/2022","Residential project “Oak Elegance”","OAK FOREST","EC Granted","EC",NA
"638",6,"SIA/JH/MIN/203230/2021","","Kori Bricks Clay Deposit","R K. BRICKS","Delisted","EC",NA
"639",8,"SIA/JH/MIN/42740/2019","EC/SEIAA/2018-19/2192/2019","SUNDRE STONE DEPOSIT","MS OP STONE WORKS","EC Granted","EC",NA
"640",1,"SIA/JH/MIN/63162/2017","EC/SEIAA/2016-17/2008/2017","M/s Jamtara Traders
Nildaha Stone Mine","OVERSEAS MIN TECH CONSULTANTS","Rejection Letter Granted","EC",NA
"641",2,"SIA/JH/MIN/433228/2023","EC/SEIAA/2023-24/2870/2023","SALBONA PAHAR STONE MINE","MINI HANSDA","EC Granted","EC",NA
"642",3,"SIA/JH/IND1/429861/2023","EC/SEIAA/2023-24/2592/2023","PROPOSED PRODUCTION CAPACITY OF THE M.S. BILLETS IS ~500 MT/DAY (1,50,000 TPA) ~500 MT/DAY (1,50,000 TPA) ROLLING MILL OF (USING CCM) ~500 TPD & SLAG CRUSHING UNIT -~10 TPH by M/s Ramkripal Steel Pvt. Ltd. at Village- Barwadih, Tehsil- Koderma, District. Koderma, Jharkhand","RAMKRIPAL STEELS PRIVATE LIMITED","EC Granted","EC",NA
"643",4,"SIA/JH/INFRA2/403775/2022","EC/SEIAA/2022-23/2596/2022","R.ali’s Grand Mall (Commercial Building Comprising Of Shopping Mall And Residential Area)","GURBIR SINGH","EC Granted","EC",NA
"644",5,"SIA/JH/MIN/447104/2023","EC/SEIAA/2023-24/3040/2023","Dhowadangal & Bhimpur Stone Mine (Area- 2.63 ha)","KAYSUDDIN SHEKH","EC Granted","EC",NA
"645",6,"SIA/JH/MIN/448722/2023","EC/SEIAA/2023-24/3069/2023","Laxmanpur Stone Deposit ( 1.448 ha)","JYOTI ANAND","EC Granted","EC",NA
"646",1,"SIA/JH/MIN/66012/2017","EC/SEIAA/2017-18/2038/2017","M/s Grands Mining
Golpur Stone Mine 
19.00 Acre/ 7.69 Ha","OVERSEAS MIN TECH CONSULTANTS","EC Granted","EC",NA
"647",2,"SIA/JH/MIN/448765/2023","EC/SEIAA/2023-24/3017/2023","Proposed production of 94,180 TPA granite gneiss through mechanised opencast mining method with maximum excavation of 1,05,465 TPA spread over 6.00 acres (2.428 ha.) in Mouza – Khutri, Thana – Jaridih, Thana No. – 08, District – Bokaro, State Jharkhand for M/s Karni Stone","SHRIBHAGWAN SINGH","EC Granted","EC",NA
"648",1,"SIA/JH/MIN/406145/2022","EC/SEIAA/2022-23/2669/2022","Dahuatola Stone Deposit","GAUTAM KUMAR","EC Granted","EC",NA
"649",2,"SIA/JH/IND1/407476/2022","EC/SEIAA/2022-23/2439/2022","Expansion of Existing 24600 TPA Billets Unit by addition of 2x12 T Induction Furnaces with CCM (2X2 Strand 4/7) and replacement of existing 1x8 T furnace by 1x12 T Induction Furnace along with addition of 20 TPH Rolling Mill For Final Production Capacity of Billets 118800 TPA, Rolled Products (Direct Hot Rolling) 117600 TPA & Slag Crusher 30000 TPA by M/s JSV Enterprises at Plot No. 48, Barhi Industrial Area, Barhi, District- Hazaribagh, State- Jharkhand","JSV ENTERPRISES","EC Granted","EC",NA
"650",3,"SIA/JH/MIN/18401/2013","EC/SEIAA/2013-14/290/2014","JYOTI PAHARI KYANITE OPENCAST MINE PROJECT","Jharkhand State Mineral Development Corporation Limited","Delisted","EC",NA
"651",4,"SIA/JH/MIN/447253/2023","EC/SEIAA/2023-24/2987/2023","HUTAP BRICK SOIL MINING","MAA UTKARSHINI CONSTRUCTION & MINES PVT. LTD.","EC Granted","EC",NA
"652",5,"SIA/JH/INFRA2/403009/2022","EC/SEIAA/2022-23/2630/2022","Commercial Building of “City Select Developers”","SAHIL KAPOOR","EC Granted","EC",NA
"653",6,"SIA/JH/INFRA2/402876/2022","EC/SEIAA/2022-23/2652/2022","Proposed project Group Housing “The Sapphire” located at Village- Dhirajganj, Mouza-Jamalpur, Distt.- Seraikela, Jharkhand of land measuring 7.086 acres by M/s Samay Homes Rep by Mr. Rajesh Kumar Singh.","SAMAY HOMES","EC Granted","EC",NA
"654",7,"SIA/JH/MIN/429434/2023","EC/SEIAA/2023-24/2824/2023","Nawadih Stone Deposit","SANTOSH MEHTA","EC Granted","EC",NA
"655",8,"SIA/JH/MIN/67572/2017","","M/S Mining Project","ABC CONSULTANT","WithdrawEC","EC",NA
"656",9,"SIA/JH/MIN/446540/2023","EC/SEIAA/2023-24/3068/2023","Digarmara Stone Deposit (Area – 2.99 ha)","BALBINDER SINGH","Deferred by SEAC","EC",NA
"657",10,"SIA/JH/MIN/69371/2017","","Kurruchattarpur, Katkaiya & Keradih Sand Mining Project","KURRUCHATTARPUR, KATKAIYA & KERADIH SAND MINING PROJECT","Delisted","EC",NA
"658",10,"SIA/JH/MIN/74906/2018","EC/SEIAA/2017-18/2075/2017","Kudri, Okra, Simla & Dorma Sand Deposit
(Area- 12.48 Acre / 5.04 Ha)","MS JSMDC RANCHI","EC Granted","EC",NA
"659",1,"SIA/JH/MIN/418807/2023","EC/SEIAA/2022-23/2778/2023","PAHARPUR STONE MINE","PAAHARPUR STONE MINE","EC Granted","EC",NA
"660",2,"SIA/JH/MIN/422518/2023","","M/S MAA DURGA STONE WORKS","SANJAY YADAV","WithdrawEC","EC",NA
"661",3,"SIA/JH/MIN/65723/2017","","DHOWAPAHARI STONE MINING","ASRAFUL SHEIKH","Delisted","EC",NA
"662",4,"SIA/JH/MIN/448880/2023","EC/SEIAA/2023-24/3051/2023","Fatehpur Stone Deposit (Area – 2.833 ha)","DEEPAK GUPTA","EC Granted","EC",NA
"663",5,"SIA/JH/INFRA2/454392/2023","","Integrated Municipal Solid Waste Management Project for Bundu Nagar Panchayat","BUNDU NAGAR PANCHAYAT","Under examination of SEIAA","EC",NA
"664",6,"SIA/JH/MIN/448764/2023","EC/SEIAA/2023-24/3049/2023","Khesmi Alias Purana Nagar Stone Deposit ( 1.41 HA)","MAHENDRA MEHTA","EC Granted","EC",NA
"665",7,"SIA/JH/MIN/404937/2022","","Kunhara Kalan Stone Deposit","MOHAMMAD ALAM","Under examination of SEIAA","EC",NA
"666",8,"SIA/JH/MIN/417881/2023","EC/SEIAA/2022-23/2749/2023","Bankishol Stone Deposit","SANDEEP MURARKA","EC Granted","EC",NA
"667",9,"SIA/JH/INFRA2/418530/2023","EC/SEIAA/2022-23/2757/2023","Proposed Multistoried Residential Project [B+G+12 multi storied Residential apartment with Retail Area and public utility] over Revenue Plot No. (CS) 957, Khata no. (MSP) 957 & Holding No. 145 at Village DOBO, P.O. Mango, PS Chandil, District – Saraikela Kharsawan-831012, Jharkhand","CREATIVE HOMES","EC Granted","EC",NA
"668",1,"SIA/JH/MIN/254118/2022","EC/SEIAA/2021-22/2540/2022","JAIDIHA STONE DEPOSIT","ASHA TETE","EC Granted","EC",NA
"669",2,"SIA/JH/MIN/220810/2021","EC/SEIAA/2021-22/2374/2021","MUSNA STONE MINE OF M/S RAKSHA KALI STONE","MUSNA STONE MINE OF M/S RAKSHA KALI STONE","EC Granted","EC",NA
"670",4,"SIA/JH/MIN/42307/2019","EC/SEIAA/2018-19/2174/2019","Hathidari Stone Deposit","HATHIDARI STONE DEPOSIT","EC Granted","EC",NA
"671",5,"SIA/JH/MIN/42378/2019","EC/SEIAA/2018-19/2169/2019","CHATANIA STONE MINE","MS CHATANIA MINES","EC Granted","EC",NA
"672",6,"SIA/JH/MIN/190315/2020","EC/SEIAA/2020-21/2294/2020","Lakhipahari Stone Mine","LAKHIPAHARI STONE MINE OF M/S MAA ANANDMAYI STONE WORKD","EC Granted","EC",NA
"673",7,"SIA/JH/MIN/45364/2019","","M/s Amit Kumar Gupta & Vinod Yadav (Demba Stone Deposit)","MS CRYSTAL CONSULTANTS","Delisted","EC",NA
"674",8,"SIA/JH/MIS/58087/2020","","Residential Cum Commercial project “FAII Residency”","R. K BUILDER AND DEVELOPERS","Delisted","EC",NA
"675",9,"SIA/JH/MIS/58088/2020","","Housing Project “Pearl Orchid”","MOTI INFRASTRUCTURE","Delisted","EC",NA
"676",5,"SIA/JH/MIN/282486/2022","EC/SEIAA/2022-23/2607/2022","BRICK SOIL MINING FOR M/S B.K.S. BRICKS IN MOUZA MALSIRING","BHANU RAM","EC Granted","EC",NA
"677",6,"SIA/JH/MIN/282672/2022","EC/SEIAA/2022-23/2609/2022","Lohatamba Stone Deposit - I","HRIDAY SINGH","EC Granted","EC",NA
"678",7,"SIA/JH/MIN/38580/2019","EC/SEIAA/2018-19/2144/2018","CHINO Stone Mine Project","SRI AJAY KUMAR AGRAWAL","EC Granted","EC",NA
"679",8,"SIA/JH/MIN/187675/2020","EC/SEIAA/2016-17/2022/2017","Guru Stone Products","GURU STONE PRODUCTS","EC Granted","EC",NA
"680",9,"SIA/JH/MIN/190323/2020","EC/SEIAA/2020-21/2290/2020","Khagachua Stone Mine","KHAGACHUA STONE MINE OF M/S DINESH STONE WORKS","EC Granted","EC",NA
"681",10,"SIA/JH/MIN/192999/2021","EC/SEIAA/2020-21/2300/2021","CHANDNA STONE DEPOSIT OF SHRI MADHUSUDAN RAVIDAS","CHANDNA STONE DEPOSIT OF SHRI MADHUSUDAN RAVIDAS","EC Granted","EC",NA
"682",1,"SIA/JH/NCP/68039/2017","EC/SEIAA/2017-18/2040/2017","Environmental clearance for Urban Civic Tower in smart city Ranchi","JUIDCO","Delisted","EC",NA
"683",2,"SIA/JH/MIN/78942/2018","EC/SEIAA/2018-19/2084/2018","Pasai to Danre Confluence Sand Mine","JHARKHAND STATE MINERALS DEVELOPMENT CORPORATION LTD.","EC Granted","EC",NA
"684",3,"SIA/JH/MIN/67699/2017","","SIRKOT STONE MINE","SIRKOT STONE MINE","Delisted","EC",NA
"685",1,"SIA/JH/MIN/446250/2023","EC/SEIAA/2023-24/2956/2023","Barmasia Stone Mine (Area –3.180 Ha / 7.85 Acre)","SAMID ANSARI","EC Granted","EC",NA
"686",2,"SIA/JH/MIN/446265/2023","EC/SEIAA/2023-24/2811/2023","Pipaljori Stone Mine (2.467 ha.)","GYAN SINGH","EC Granted","EC",NA
"687",3,"SIA/JH/MIN/429626/2023","EC/SEIAA/2023-24/2828/2023","Kharkhar Stone Deposit","LARO MEHTA","EC Granted","EC",NA
"688",4,"SIA/JH/MIN/448755/2023","EC/SEIAA/2023-24/3066/2023","Bara Panchkuli Stone Mine","MOHAMEED HAQUE","EC Granted","EC",NA
"689",5,"SIA/JH/MIN/31938/2015","","Karigunia Stone Mine","MS CRYSTAL CONSULTANTS","Delisted","EC",NA
"690",6,"SIA/JH/MIN/447317/2023","EC/SEIAA/2023-24/3005/2023","Dalmadih Stone deposit","RAJSONS METCO","EC Granted","EC",NA
"691",7,"SIA/JH/IND1/409527/2022","","ABC","SHALVI AGARWAL","Pending at PP due to eds","EC",NA
"692",8,"SIA/JH/MIN/52881/2016","","Chetar Soil & Morrum Mine Project","TRACKS TOWER INFRATECH PRIVATE LIMITED","TransferToDEIAA","EC",NA
"693",9,"SIA/JH/MIN/61453/2016","EC/SEIAA/2016-17/1994/2017","EC for Siddhapahari Stone Mine","BKBBRICKS","EC Granted","EC",NA
"694",10,"SIA/JH/MIN/432944/2023","EC/SEIAA2023-24/2864/2023","Bichgarha Stone Deposit","BINOD SINGH","Delisted","EC",NA
"695",1,"SIA/JH/MIN/409271/2022","EC/SEIAA/2022-23/2689/2022","KUCHHU STONE MINE","ABHISHEK ANAND","EC Granted","EC",NA
"696",2,"SIA/JH/MIN/429360/2023","EC/SEIAA/2023-24/2825/2024","Gasedag Stone Deposit  (2.833 ha.)","ASIM KUMAR","EC Granted","EC",NA
"697",3,"SIA/JH/MIN/185502/2020","EC/SEIAA/2020-21/2284/2020","Brick Soil Mining For M/s S.K.B. Bricks in Mouza Bundu","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"698",10,"SIA/JH/MIN/402834/2022","EC/SEIAA/2022-23/2651/2022","Proposed excavation of 2000 CUM brick earth from Betakocha Brick Earth deposit over mine lease area of 1.352 Ha (3.34 Ac) through opencast manual mining method located in village - Betakocha, P.S. - Ghatshila, District - East Singhbum, State - Jharkhand for M/s BNP Bricks, Prop. - Shri Asim Pradhan","ASIM PRADHAN","EC Granted","EC",NA
"699",1,"SIA/JH/MIN/75022/2018","EC/SEIAA/2018-19/2092/2018","LOHAPATTI RIVER BED SAND MINING","JHARKHAND STATE MINERAL DEVELOPMENT CORPORATION","EC Granted","EC",NA
"700",2,"SIA/JH/MIN/407898/2022","EC/SEIAA/2022-23/2526/2022","Bhuska Stone Deposit (Area 2.54 Ha.)","M/S SRI SURESH KUMAR TANWANI","EC Granted","EC",NA
"701",1,"SIA/JH/MIN/438987/2023","SEIAA/2023-24/2921/2023","Bastadih Stone Mine Mauza- Bastadih, Khata No.- 05, 12, 17, 18 & 23, Plot No.- 197(P), 198, 200, 201(P) & 199, Thana No.- 86, Thana- Hiranpur, District- Pakur, Jharkhand over an area of 7.09 Acre / 2.87 ha.","MOR MUKET MARKETING PRIVATE LIMITED","EC Granted","EC",NA
"702",2,"SIA/JH/INFRA2/425232/2023","EC/SEIAA/2023-24/2763/2023","Proposed 350 bedded Hospital for M/s Netaji Subhas Medical College and Hospital a unit of Sitwanto Devi Mahila Kalyan Sansthan   Total Plot Area: 19243.20 Sqm.   Built-up Area: 52184.06 Sqm.","MADAN SINGH","EC Granted","EC",NA
"703",3,"SIA/JH/MIN/38074/2016","","CHITARPUR SOIL & MORRUM MINE PROJECT","TRACK AND TOWER INFRATECH PRIVET LIMITED","TransferToDEIAA","EC",NA
"704",4,"SIA/JH/MIN/418965/2023","EC/SEIAA/2022-23/2757/2023","Daridag Stone Deposit  (1.214 ha.)","ANIL GAUTAM","EC Granted","EC",NA
"705",5,"SIA/JH/IND1/433995/2023","","HEBE STEELS PRIVATE LIMITED","HEBE STEELS PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"706",6,"SIA/JH/MIN/66022/2017","EC/SEIAA/2017-18/2034/2017","M/s Grands Mining
Golpur Stone Mine
12.94 Acre, 5.24 Ha","OVERSEAS MIN TECH CONSULTANTS","EC Granted","EC",NA
"707",7,"SIA/JH/MIN/434181/2023","EC/SEIAA/2023-24/2876/2023","Bicha Stone Deposit (0.987 ha.)","VIKAS SINHA","EC Granted","EC",NA
"708",8,"SIA/JH/MIN/433183/2023","EC/SEIAA/2023-24/2890/2023","DUMRI-KALAN STONE MINE","MUKESH KUMAR","EC Granted","EC",NA
"709",9,"SIA/JH/MIN/418705/2023","EC/SEIAA/2022-23/2451/2023","BASMATA STONE MINE (AREA– 4.42 ACRES (1.79 Ha.))","YAR MOHAMMAD","EC Granted","EC",NA
"710",10,"SIA/JH/MIN/446585/2023","EC/SEIAA/2023-24/2955/2023","Proposed Brick Clay (Earth) over an area of 1.79 Acres (0.724 ha.), at Khata No. 268; Plot No. 2353 (P), 2355(P), 4877(P), 4878(P), & 4879(P) at Mouza: Bargaon, Thana: Sisai, District – Gumla, Jharkhand","RAVINDAR SAHU","EC Granted","EC",NA
"711",9,"SIA/JH/MIN/288248/2022","EC/SEIAA/2022-23/2636/2022","Malua Brick Earth Deposit","ASHIS MAITY","EC Granted","EC",NA
"712",3,"SIA/JH/CMIN/408531/2022","EC/SEIAA/2023-24/2886/2023","Chasnalla Colliery","COLLIERIES DIVISION STEEL AUTHORITY OF INDIA LIMITED","EC Granted","EC",NA
"713",4,"SIA/JH/MIN/440312/2023","EC/SEIAA/2023-24/2913/2023","KORIADIH STONE DEPOSIT  (Area- 2.21 ha.)","ANAND RAJESH","EC Granted","EC",NA
"714",5,"SIA/JH/MIN/448571/2023","EC/SEIAA/2023-24/3041/2023","Gobardhasa - B Stone Block","PRAMOD NAG","EC Granted","EC",NA
"715",6,"SIA/JH/MIN/407977/2022","EC/SEIAA/2022-23/2503/2022","Khaprajola Stone Mine","MEJAHARUL ISLAM","EC Granted","EC",NA
"716",7,"SIA/JH/MIN/413658/2023","EC/SEIAA/2022-23/2724/2023","SINGARI STONE DEPOSIT","ABHISHEK ANAND","EC Granted","EC",NA
"717",8,"SIA/JH/INFRA2/432690/2023","EC/SEIAA/2023-24/2806/2023","The Pride","ALOKIK INFRA NAVNIRMAN PRIVATE LIMITED","EC Granted","EC",NA
"718",9,"SIA/JH/MIN/62453/2017","","Mahesmunda Sand Mine","APEX MINITECH CONSULTANTS","Delisted","EC",NA
"719",10,"SIA/JH/MIN/439950/2023","EC/SEIAA/2023-24/2904/2023","Baliari Stone Deposit of Sri Suresh Kumar Jhanjhri","SURESH JHANJHRI","EC Granted","EC",NA
"720",1,"SIA/JH/MIN/403281/2022","","Kutlu Brick Clay Deposit","SITA PRASAD","Pending at PP due to eds","EC",NA
"721",2,"SIA/JH/MIN/447318/2023","EC/SEIAA/2023-24/3003/2023","Barmartola Itra Stone Block","FD ENTERPRISES AND CONSTRUCTION PRIVATE LIMITED","EC Granted","EC",NA
"722",3,"SIA/JH/MIN/446610/2023","EC/SEIAA/2023-24/2973/2023","Proposed brick earth mining from Khora Patratoli Brick Clay Deposit for mining of Brick Clay (Earth) over an area of 2.0 Acres (0.809 ha.), at Khata No. 417; Plot No. 6156 (P) at Village–Khora Patratoli, Thana- Gumla,Thana No.- 77, District – Gumla, Jharkhand by M/s Rahul Traders","RAHUL AGRAWAL","EC Granted","EC",NA
"723",4,"SIA/JH/MIN/444406/2023","EC/SEIAA/2023-24/2927/2023","Shimaldhav Stone Mine  (Area- 2.31 ha or 5.71 Acre)","NURMAHAMMAD SEKH","EC Granted","EC",NA
"724",5,"SIA/JH/MIN/408024/2022","EC/SEIAA/2022-23/2505/2022","Hathigarh Stone Mine (Area- 2.368 ha.)","MR. IMRAN ALI","EC Granted","EC",NA
"725",6,"SIA/JH/MIN/446739/2023","EC/SEIAA/2023-24/2957/2023","Hehal Stone Quarry (Area- 0.63 ha.)","RABINDRA MUNDA","EC Granted","EC",NA
"726",7,"SIA/JH/MIN/32463/2015","EC/SEIAA/2015-16/1576/2015","DAMDAMI STONE & MORUM MINE
(M/S MAA STONE WORKS)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"727",8,"SIA/JH/MIN/413805/2023","EC/SEIAA/2022-23/2718/2023","Govindpur Stone Deposit  (1.376 ha.)","MUKESH YADAV","EC Granted","EC",NA
"728",9,"SIA/JH/MIN/65920/2017","","BELPAHARI STONE MINING","MAA DURGA STONE WORK","Delisted","EC",NA
"729",3,"SIA/JH/MIN/62821/2017","","M/s Jamtara Traders
Nildaha Stone Mine","APEX MINITECH CONSULTANTS","Delisted","EC",NA
"730",4,"SIA/JH/MIN/443173/2023","EC/SEIAA/2023-24/2744/2023","Kunhara Kalan Stone Deposit","NILESH RANJAN","EC Granted","EC",NA
"731",5,"SIA/JH/MIN/67459/2017","EC/SEIAA/2017-18/2035/2017","Manatu Stone Deposit (6.25Acre/ 2.53Ha)","JAI GANESH","Delisted","EC",NA
"732",6,"SIA/JH/MIN/411902/2022","EC/SEIAA/2022-23/2707/2023","Sarmanda Stone Block – A","CHITTA DAS","EC Granted","EC",NA
"733",7,"SIA/JH/MIN/447012/2023","EC/SEIAA/2023-24/2954/2023","Tigra Brick Clay Mine","ENAMUL ANSARI","EC Granted","EC",NA
"734",8,"SIA/JH/MIN/448737/2023","EC/SEIAA/2023-24/3027/2023","M/s Sahu Bricks (Khora Brick Earth Mine)   Proprietor: Satyanarayan Sahu","SATYA SAHU","EC Granted","EC",NA
"735",9,"SIA/JH/MIN/407965/2022","EC/SEIAA/2022-23/2683/2022","Kharagdiha Stone Deposit","MOHAMMAD ALAM","EC Granted","EC",NA
"736",10,"SIA/JH/MIN/448935/2023","EC/SEIAA/2023-24/3072/2023","Tirildih Stone Deposit  (Area - 0.97 ha.)","BALBINDER SINGH","Deferred by SEAC","EC",NA
"737",1,"SIA/JH/MIN/33252/2015","EC/SEIAA/2015-16/1668/2015","LOHATAMBA (AGAIYA) STONE MINE
(M/S MAA TARA STONE WORKS)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"738",2,"SIA/JH/MIN/409239/2022","EC/SEIAA/2022-23/2691/2022","Karhiya Stone Deposit","SABITRI DEVI","EC Granted","EC",NA
"739",3,"SIA/JH/MIN/34518/2015","EC/SEIAA/2015-16/1925/2015","BORNA STONE MINE
(M/S ARK NIRMAN PVT LTD 8.62 AC","MS CRYSTAL CONSULTANTS","TransferToDEIAA","EC",NA
"740",4,"SIA/JH/MIN/447289/2023","EC/SEIAA/2023-24/2982/2023","Mansinghpur Stone Mine (Area – 2.98 Ha or 7.35 Acre)","JIYAUL SHEKH","EC Granted","EC",NA
"741",5,"SIA/JH/MIN/447149/2023","EC/SEIAA/2023-24/2970/2023","Brick Soil Mining for M/s T.S. Bricks","PRIYANKA KUMARI","EC Granted","EC",NA
"742",6,"SIA/JH/MIN/404509/2022","EC/SEIAA/2022-23/2703/2023","Brick Soil Mining","RAM SAHU","EC Granted","EC",NA
"743",7,"SIA/JH/MIN/67705/2017","","Dhumsipahar Stone Deposit, 18.07 Acres (7.31 Ha)","MS BHARAT BHARTI STONE WORKS","Delisted","EC",NA
"744",1,"SIA/JH/CMIN/426263/2023","SEIAA/2023-24/2916/2023","North West Quarry of Pakri Barwadih opencast Coal Mine Project","NTPC LIMITED","EC Granted","EC",NA
"745",2,"SIA/JH/MIN/34546/2015","EC/SEIAA/2015-16/1937/2015","PAKTURI STONE MINE
(SHRI SANJHLA MURMU)","MS CRYSTAL CONSULTANTS","TransferToDEIAA","EC",NA
"746",3,"SIA/JH/IND1/406493/2022","EC/SEIAA/2022-23/2466/2022","Enhancement of M.S. Billet production from 24000TPA to 148,500TPA through2x15T Induction Furnaces (by replacing existing 1x8T Furnace with 1x15T & installing additional 2x15T Furnaces along with CCM – 2x2 strand), Slag Crusher from 4200TPA to 33,000TPA capacity and production of 145,500TPA TMT Bars & Rolled Products by installing Rolling Mills of 1X25TPH Capacity by M/s Pavanputra Steel and Alloys at Plot No. 57/B, Barhi Industrial Area, Village: Konra, P.S.: Barhi, District: Hazaribagh, Jharkha","SNEH JAIN","EC Granted","EC",NA
"747",4,"SIA/JH/IND/22210/2016","EC/SEIAA/2016-17/1997/2017","Proposed  expansion of existing Cement Grinding Unit from 2.1  MTPA to 3.0 MTPA","DALMIA CEMENT EAST LIMITED","EC Granted","EC",NA
"748",5,"SIA/JH/CMIN/446176/2023","","KEDLA UNDERGROUND PROJECT","UPENDRA PRASAD","Under examination of SEIAA","EC",NA
"749",6,"SIA/JH/INFRA2/448845/2023","EC/SEIAA/2023-24/3060/2023","Proposed Group Housing “BLUE ERRA” at Mauza-Sidrol, Namkun, Ranchi Jharkhand.","LAABLUE LIFESPACE PRIVATE LIMITED","EC Granted","EC",NA
"750",7,"SIA/JH/MIN/436510/2023","EC/SEIAA/2023-24/2623/2023","Salboni Stone Mine (1.846 ha.)","RAGDA MURMU","EC Granted","EC",NA
"751",8,"SIA/JH/MIN/449074/2023","EC/SEIAA/2023-24/3077/2023","Tursadih Stone Mine (Area – 0.934 ha or 2.31 Acre)","SHARWAN SAHA","EC Granted","EC",NA
"752",9,"SIA/JH/MIN/448875/2023","EC/SEIAA/2023-24/3011/2023","Proposed production of 92,228 TPA Granite gneiss through mechanised opencast mining method with maximum excavation of 39,545 cum spread over 7.02 acres (2.84 ha.) in Mouza – Kelyadabar, Thana –Pindrajora, Thana No. – 139, District – Bokaro, State Jharkhand for M/s Jyoti Minerals","MOHAN JAIN","EC Granted","EC",NA
"753",10,"SIA/JH/NCP/79598/2018","","Shrachi Greens Project, Tata Nagar, Jharkhand","SHRACHI REALTY PVT. LTD.","WithdrawEC","EC",NA
"754",1,"SIA/JH/MIS/5288/2014","","INTEGRATED MUNICIPAL SOLID WASTE MANAGEMENT FACILITY OF M/S TSL","Tata Steel Limited, Jamshedpur","Delisted","EC",NA
"755",2,"SIA/JH/MIN/444660/2023","EC/SEIAA/2023-24/2928/2023","Kasinathpur Stone Mine ( 1.655 Ha)","SANJAY SINGH","EC Granted","EC",NA
"756",3,"SIA/JH/MIN/448650/2023","EC/SEIAA/2023-24/3022/2023","“Stone Mining Project in Mouza- Bardohi, PS- Govindpur, District- Dhanbad, State- Jharkhand [Lease area- 2.36 Acre (0.95 ha)] in Khata No 88 & 182 Plot No - 4401 (P), 4403 (P) & 4402","BINAY MANDAL","EC Granted","EC",NA
"757",4,"SIA/JH/MIN/63865/2017","EC/SEIAA/2016-17/2015/2017","M/s Sparkal World PVT Ltd
 Futberiya Sand Mine
Area- 46.50 Acre/18.26 Ha","OVERSEAS MIN TECH CONSULTANTS","EC Granted","EC",NA
"758",1,"SIA/JH/INFRA2/408128/2022","EC/SEIAA/2022-23/2773/2023","Residential Group Housing Project ""ATC Ultima""","M/S RUKMANI PROPERTY PROJECT PVT. LTD","EC Granted","EC",NA
"759",1,"SIA/JH/MIN/69557/2017","","DIAKEL  & CHURGI  SAND MINING PROJECT ON CHENGARJHORE RIVER (12.75 Acres/ 5.16 HA)","NAND KISHORE KUMAR","Delisted","EC",NA
"760",2,"SIA/JH/MIN/409280/2022","EC/SEIAA/2022-23/2690/2022","Salbona Pahar Stone Mine","NIRMAL JAIN","EC Granted","EC",NA
"761",3,"SIA/JH/MIN/448534/2023","EC/SEIAA/2023-24/3039/2023","Tangartoli - A Stone block","MANJUR ALI","EC Granted","EC",NA
"762",4,"SIA/JH/MIN/409047/2022","","Govindpur Stone Deposit","MUKESH YADAV","Pending at PP due to eds","EC",NA
"763",5,"SIA/JH/MIN/438646/2023","EC/SEIAA/2023-24/2909/2023","Dahuatola Stone Deposit (Area- 1.125 ha.)","DILIP YADAV","EC Granted","EC",NA
"764",6,"SIA/JH/MIN/34410/2015","EC/SEIAA/2015-16/1914/2015","KUSHMAI STONE MINE
(M/S BAJRANG MINERAL WORKS)","MS CRYSTAL CONSULTANTS","TransferToDEIAA","EC",NA
"765",7,"SIA/JH/MIN/448819/2023","EC/SEIAA/2023-24/3044/2023","Proposed mining of Brick Clay (Earth) from Kumbakera Brick Earth Deposit over an area of 3.44 Acres (1.39 ha.), at Khata No. 87 & 74; Plot No. 05, 06 & 20 at Mouza–  Kumbakera, Thana No. – 126, District – Simdega, State-Jharkhand.","SARDHAN SAHU","EC Granted","EC",NA
"766",9,"SIA/JH/IND/10616/2014","","M/s Sundaram Steel Pvt Ltd","MS SUNDARAM STEEL","Delisted","EC",NA
"767",10,"SIA/JH/MIN/404394/2022","EC/SEIAA/2022-23/2700/2023","Proposed 1200 cum per annum brick earth excavation from Kharswati brick earth deposit over mine lease area of 0.95 Ha (2.35 Ac) at village Kharswati, P S Ghatshila, district East Singhbhum, state Jharkhand for M/s BMB Bricks, proprietor - Shri Subhas Gorai","SUBHAS GORAI","EC Granted","EC",NA
"768",3,"SIA/JH/NCP/68055/2017","EC/SEIAA/2017-18/2041/2017","EC for Convention Centre at Ranchi Smart City","JUIDCOO","Delisted","EC",NA
"769",4,"SIA/JH/MIN/407525/2022","EC/SEIAA/2022-23/2678/2022","Puregara Stone Deposit","VIVEK SINGH","EC Granted","EC",NA
"770",5,"SIA/JH/MIN/447201/2023","EC/SEIAA/2023-24/2976/2023","Barkichanpi Brick Clay Deposit","UDAY GUPTA","EC Granted","EC",NA
"771",6,"SIA/JH/MIN/446101/2023","EC/SEIAA/2023-24/2963/2023","Dhobapahari Stone Mine (Area –2.20 Ha / 5.43 Acre)","NAMAJUL SHEKH","EC Granted","EC",NA
