"","X...","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"7101",10,"SIA/RJ/MIN/250605/2022","16033","Granite Mining Project, Ref. No. 20211000040236","PRATHVE GRANITE LLP","EC Granted","EC",NA
"7102",3,"SIA/RJ/MIN/234924/2021","","Proposed Project of for Masonary Stone Mining Project (ML Area 2.20 ha. and ML No.-02/2021) with production capacity of 2,09,346 Tonnes located at Near Village -Katunda, Tehsil-Bengu, Distt- Chittorgarh, (Rajasthan)  by Shri Aajad Vidhudi S/o Shri Ja","AAJAD VIDHUDI","WithdrawEC","EC",NA
"7103",5,"SIA/RJ/MIN/31775/2018","","Fatehpura Siliceous Earth Mining Project (M.L.No.- 17/2012)","M/S BENTONITE MICRONS PVT. LTD.","Pending at PP due to eds","EC",NA
"7104",6,"SIA/RJ/MIN/32023/2019","","Ramaliya Granite Mining Project, (Mine Lease No. 75/2018)","RAMALIYA GRANITE MINING PROJECT","Pending at PP due to eds","EC",NA
"7105",7,"SIA/RJ/MIN/207955/2021","15384","Masonry Stone Mining Project Plot No. – 2, Area – 1.3774Ha. located n/v-Ramgarh, Geejgarh, Padlibad, Tehsil-Sikrai, District-Dausa, Rajasthan of Shri Ram Avtar Sharma.","SHRI RAMAVTAR SHARMA","EC Granted - Processed offline","EC",NA
"7106",8,"SIA/RJ/MIN/207585/2021","15289","Environmental Clearance of STP for Masonry Stone Mining Project (ML Area-0.96 ha Reference No.-20211000034304) with production capacity of 30,000 TPA (ROM) located at Khasra No.-1231 Near Village-Hajisagar, Tehsil-Bapini, Distt.-Jodhpur(Rajasthan) by","M/S. MAHADEV CONSTRUCTION COMPANY","EC Granted - Processed offline","EC",NA
"7107",9,"SIA/RJ/MIN/245751/2021","16121","“China Clay  (Minor Mineral) Mining Project” [M.L. No. -10/14] located Near Village-Firozpura Charna, Tehsil– Nagaur, District – Nagaur (Rajasthan) over an area of 4.7418 Hectare with proposed Production Capacity of 61,938 TPA (ROM) {Saleable Mineral","SHRAWAN RAM","EC Granted","EC",NA
"7108",10,"SIA/RJ/MIN/263272/2022","16755","Shri Mashroof Khan, Granite Mining Project M.L. No.- 47/2021","MASRUF KHAN","EC Granted","EC",NA
"7109",1,"SIA/RJ/MIN/254918/2022","16153","Smt. Shakuntala Pareta, Lime Stone (Dimensional Waste), Murram & Masonary Stone Mining Project (ML. No.- 04/2021, Reference No. 20211000046432)","SHAKUNTALA PARETA","EC Granted","EC",NA
"7110",2,"SIA/RJ/MIN/268888/2022","","Richmaliya Granite Mining Project, ML No 63/2021, Ref No 20211000045593","YOGENDRA RATHORE","Pending at PP due to eds","EC",NA
"7111",3,"SIA/RJ/MIN/265637/2022","","Proposed Sandstone mining project ;  Delineated Plot No.64, Khasra No.: 367/3, Area - 1.00.Ha(Govt.Land)  Near Village-  Golpur ,Tehsil -  Bundi , District – Bundi (Rajasthan) of    Shri Ranvijay Singh Charan S/o Shri Sajjan Singh Charan","RANVIJAY CHARAN","Delisted","EC",NA
"7112",4,"SIA/RJ/MIN/54405/2016","","Sandstone Mining project ( Q L no. 348 ) KALOR PURANA","NENU DEVI","Under examination of SEIAA - Processed offline","EC",NA
"7113",5,"SIA/RJ/MIN/55085/2016","","M.L. No.-638/88
Marble Mining Project","SMT LAXMI SHAKTAWAT","Under examination of SEIAA - Processed offline","EC",NA
"7114",6,"SIA/RJ/MIN/61201/2019","15145","JHALRA GRANITE CLUSTER","VIJAY KUMAR MORWANI","Delisted","EC",NA
"7115",1,"SIA/RJ/MIN/214879/2021","15469","“China clay (Minor Mineral) Mining Project” (Reg. No. 20211000032859 , Area-2.1113 Ha.) with Production capacity -67650 TPA (ROM) {Saleable Mineral-60885 TPA & Waste-6765 TPA} at Near village – Tangla, Tehsil– Jayal, District– Nagaur  (Rajasthan) by","SHRI SITA RAM S/O SHRI LALA RAM","EC Granted - Processed offline","EC",NA
"7116",8,"SIA/RJ/MIN/291133/2022","17495","Granite Mining Project, M.L. No. – 20/2022,by MS Shri Laxmi Granites","SHRI LAXMI GRANITES","EC Granted","EC",NA
"7117",9,"SIA/RJ/MIN/402618/2022","18011","M/s Tirupati Stone Crusher, M.L No. 01/2022 & Ref. No. 20221000049524,Village- Guradiya, Tehsil - Pachpahar, District - Jhalawar, and State- Rajasthan","TIRUPATI STONE CRUSHER","EC Granted","EC",NA
"7118",10,"SIA/RJ/MIN/402912/2022","18032","Proposed Expansion in Production capacity in earlier granted Environment Clearance i.e. From 80300 TPA to 162599 TPA (ROM) {Saleable Mineral- 146340TPA & Waste- 29033 TPA}, Limestone (Minor Mineral) Mining Project, M.L. No.-30/2002 over an Area – 3.4128 Hectare at Near Village-Gagwana, Tehsil–Nagaur, District – Nagaur (Rajasthan) by Sh. Sumer Singh.","SUMER SINGH","WithdrawEC","EC",NA
"7119",1,"SIA/RJ/MIN/38250/2016","F/SEIAA/OLRJEC/2016/744","Gopalpura Sandstone mining Project (ML. No 166/90) Area 2.0 Hectt.","ASHOK KUMAR JAIN","TransferToDEIAA","EC",NA
"7120",2,"SIA/RJ/MIN/38905/2016","","Masonry Stone Mining Project, M.L.no.309/96, Area- 1.00 hect. Near Village- Hathnoda, Tehsil- Chomu, District- Jaipur, Shri Sharwan Lal Gurjar","SHARWAN LAL GURJAR","TransferToDEIAA","EC",NA
"7121",3,"SIA/RJ/MIN/39159/2016","","SAWA OLD LIMESTONE KHANDA FARSI PLOT NO.-417","MOOLCHAND","Under examination of SEIAA - Processed offline","EC",NA
"7122",4,"SIA/RJ/MIN/39504/2016","","sawa new ql area (plot no. 12)","JAMILUDDIN","Under examination of SEIAA - Processed offline","EC",NA
"7123",5,"SIA/RJ/MIN/40398/2016","","Bikriya Patti katla Quarry Licence Area (Q.L. No-12)","SH GULAB CHAND MALI","Under examination of SEIAA - Processed offline","EC",NA
"7124",6,"SIA/RJ/MIN/71740/2019","16757","Quartz, Feldspar & Granite Area, ML No. 14/2018, Ref No. 201810000440","SH BHAGWATI PRASAD TANK","EC Granted","EC",NA
"7125",7,"SIA/RJ/MIN/268039/2022","16858","Variya Bhagji Masonry Stone Mining Project, Ref No. 20211000034558","MAHAVEER RATHORE","EC Granted","EC",NA
"7126",8,"SIA/RJ/MIN/268178/2022","16702","Proposed Project of Ball Clay, Silica Sand,  Gravel, Murrum Mining Project (Lease Area- 1.7996 Ha and ML No.- 32/2021 Ref No.-20211000044450) with Production Capacity-2,25,250TPA, N/v-Jangloo, Tehsil–Nokha, District-Bikaner, (Rajasthan) By Sh. Shrini","SHRINIVAS","EC Granted","EC",NA
"7127",9,"SIA/RJ/MIN/125311/2019","13103","Chainpura Masonry Stone STP area (Ref. No. . 2019100008017)","M/S. VRC CONSTRUCTION (INDIA) PVT. LTD","Delisted","EC",NA
"7128",10,"SIA/RJ/MIN/125340/2019","13174","Masonry stone mining lease  ML No. 75/87,  Area 0.96 ha, at Khasra No 413, Village: Bhedoli, Tehsil: Dausa, District: Dausa, Rajasthan of M/s Siddharth Builders","M/S  SIDDHARTH BUILDERS","EC Granted - Processed offline","EC",NA
"7129",1,"SIA/RJ/MIN/78216/2021","","Baghera Granite Cluster Mine in Cluster No 42 (M.L. No. 46/2020, Ref. No. 20201000026132","GOPAL GURJAR","WithdrawEC","EC",NA
"7130",2,"SIA/RJ/MIN/78378/2019","","QUARTZ & FELDSPAR MINING PROJECT M.L No. 02/2018","RAKESH JAIN","Delisted","EC",NA
"7131",3,"SIA/RJ/MIN/278405/2022","","Expansion of Masonry Stone Mining Project ML NO. 56/1999","NIRMALA","Delisted","EC",NA
"7132",8,"SIA/RJ/MIN/130961/2019","","Calcite Mining Project, M.L. No. 48/2010","M/S SOHA ENTERPRISES","WithdrawEC","EC",NA
"7133",9,"SIA/RJ/MIN/52489/2016","","Brick Earth Mineing ( M L NO. 24/2013 )","RANVER SINGH","Under examination of SEIAA - Processed offline","EC",NA
"7134",10,"SIA/RJ/MIN/40408/2016","","ALIPUR (M.L. NO. 01/2000) RED OCHRE MINING PROJECT","MUKUL RAJ GOYAL","Under examination of SEIAA - Processed offline","EC",NA
"7135",1,"SIA/RJ/MIS/204872/2021","556","The Sky Bungalows – Group Housing Project","ORG PROJECTS LLP","Delisted","EC",NA
"7136",2,"SIA/RJ/MIN/205917/2021","15272","Sanjay Stone Crusher ML No 227/1998 Area-1.0 Ha. Near Village Asalpur, Teh.- Phulera, District- Jaipur, Rajastan","MS SANJAY STONE CRUSHER","EC Granted","EC",NA
"7137",3,"SIA/RJ/MIN/204057/2021","15225","Shri Mubark Ali, Madhogarh Quartz, & Feldspar Mining Project (M. L. No.-11/2020)","SHRI MUBARK ALI","EC Granted - Processed offline","EC",NA
"7138",4,"SIA/RJ/MIN/70656/2020","16133","Kaswa  Ki Dhani Limestone Mine, ML No 123/1992","SPECIAL LIMESTONE PRIVATE LIMITED","EC Granted","EC",NA
"7139",5,"SIA/RJ/MIN/246121/2021","16169","Shergarh Granite Mining Project,  Plot No- 63","SH DEEPESH OSWAL","EC Granted","EC",NA
"7140",6,"SIA/RJ/MIN/246224/2021","16005","Marble  (Minor Mineral) Mining Project” (QL. Ref. no. 20211000039919 (01/2021), Area-1.00Ha.) with Production capacity -77683TPA (ROM) {Saleable Mineral of Marble- 54378TPA  & Waste-23305TPA}  located Near village – Borawar, Tehsil– Makrana, District","DAGLA ANWALA","EC Granted","EC",NA
"7141",7,"SIA/RJ/MIN/264625/2022","16551","Granite Mining","SAMPANN GRANITE","EC Granted","EC",NA
"7142",8,"SIA/RJ/MIN/265224/2022","17380","“Harmalpura” Masonry Stone Mining Project, Ref. No-20211000039721, Applied (L.O.I) area- 1.0004 Hectare, Khasra No- 663/316, located Near Village- Harmalpura, Tehsil- Siwana, Dist- Barmer, Rajasthan in favor of Shree Babu Singh S/o Shree Mood Singh,","BABUSINGH RAJPUT","EC Granted","EC",NA
"7143",9,"SIA/RJ/MIN/262981/2022","16911","Granite (Minor Mineral) Reference No.-20211000047163 & Khasra No.- 1015 & 1016 over an area – 1.96631 Hectare located Near Village-Nalu, Tehsil– Kishangarh, District – Ajmer (Rajasthan) with proposed Production capacity -151937.5 TPA (ROM) {Saleable","SUNIL MUNDWARIYA","EC Granted","EC",NA
"7144",10,"SIA/RJ/MIN/207638/2021","15327","Shri Tanmay Singhwi Bhacheriya, Granite Mining Project, (Plot No. 70/2021)","SHRI TANMAY SINGHWI","EC Granted - Processed offline","EC",NA
"7145",1,"SIA/RJ/MIN/233186/2021","","proposed Quartz, Feldspar & Mica mining project, proposal for obtaining Environmental Clearance of quarry area for Quartz, Feldspar & Mica, ML No-306/2004, Area-4.7 Ha Hect. with production capacity: 21918 TPA(ROM) Village-Mathaniya, Tehsil-Bhinay, D","SMT. DIMPLE SEN W/O SH. RAHUL SEN","Delisted","EC",NA
"7146",2,"SIA/RJ/MIN/233172/2021","15976","M/s  Themis  Lexsol  Consulting  L.L.P.,  (Golpur Sandstone Mine), Plot No.- 06","M/S THEMIS LEXSOL CONSULTING L.L.P.","EC Granted","EC",NA
"7147",4,"SIA/RJ/MIN/259415/2022","","Proposed Project of Stone Ballast Mining Project (ML Area 1.00 ha and ML No.-25/2010)  with Enhancement in production capacity 30,000 TPA to 201240 TPA (ROM) located Near Village Lodsar, Tehsil – Sujangarh, District - Churu (Raj.) by Sh. Hrishabh Pan","HRISHBH PANWAR","Delisted","EC",NA
"7148",8,"SIA/RJ/MIN/282789/2022","17391","“Granite (Minor Mineral) mining project”[Ref. No. 20221000051440 & Khasra No.- 494/299, 495/299] over an area – 1.6474 Hectare located Near Village-Chandelao, Tehsil– Bilara, District – Jodhpur (Rajasthan)with proposed Production capacity – 1,40,000","SAWAI RAJPUROHIT","EC Granted","EC",NA
"7149",9,"SIA/RJ/MIN/40526/2016","","Masonary Stone Mine Kheri ( M L No. 20/09)","MS MATESWARI MINERALS","TransferToDEIAA","EC",NA
"7150",10,"SIA/RJ/MIN/40760/2016","","Gurjar Balai Masonary Stone Mining Project (M.L. No- 245/02)","JITENDRA SINGH","Under examination of SEIAA - Processed offline","EC",NA
"7151",1,"SIA/RJ/MIN/61918/2019","15410","Bhawanipura & Sutra Sandstone & Khanda Mine Cluster","SHRI DEVI SINGH S/O SHRI PYAR SINGH  CO- APPLICANT-  1. SHRI PAPPU SINGH S/O SHRI KAJOD SINGH 2. SHRI MUKESH SINGH S/O SHRI KAJOD SINGH 3. SHRI BABLU SINGH S/O SHRI KAJOD SINGH","EC Granted - Processed offline","EC",NA
"7152",6,"SIA/RJ/MIN/163449/2020","14097","Masonary Stone Mining Project (ML No. 13/2019 & Ref. NO. 20191000012373)","M/S. BALAJI CONSTRUCTION","EC Granted - Processed offline","EC",NA
"7153",7,"SIA/RJ/MIN/134747/2020","13388","Granite & Masonry Stone Mining Project, M.L. No. 21/2018","SHREE SHAKTI MINES &MINERALS & RASHLEELA ENTERPRISES","EC Granted - Processed offline","EC",NA
"7154",8,"SIA/RJ/MIS/177947/2020","490","Mojika Ultima (Phase I & II)","MOJIKA REAL ESTATE AND DEVELOPERS PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"7155",9,"SIA/RJ/MIN/73896/2021","16457","Paharpur Sandstone Mining Project with proposed production capacity 406875 TPA (ROM) {Sandstone-284812.5 TPA, Sub grade Mineral-40687.5 TPA, Waste – 40687.5 TPA and OB- 40687.5 TPA}  alongwith Proposed gang saw, Plot No 3 &Mining Lease Area-4.2139 Ha. Situated at N/v-Paharpur, Tehsil-Roopwas, District –Bharatpur (Rajasthan) of Shri Anil Kanti Prasad Poddar","ANIL PODDAR","EC Granted","EC",NA
"7156",10,"SIA/RJ/MIN/55549/2016","","SANDSTONE MINING PROJECT (QL No 290)
(Bhomiya Ji Ka Than Quarry Boundary)","SIKU DEVI","Under examination of SEIAA - Processed offline","EC",NA
"7157",1,"SIA/RJ/MIN/57400/2019","14554","Shishwi Ki Dhani Quartz and Feldspar Mine cluster","M/S A & J SISODIYA MINERAL LLP","EC Granted - Processed offline","EC",NA
"7158",6,"SIA/RJ/MIN/150391/2020","","Smt. Radha Devi Banjara W/o Shri Bahadur Banjara Sandstone Mining Project, Q.L.No.- 08/2019 (Reference No.- 2019100003816), Area- 1.14443 Ha., N/v- Nayanagar, Tehsil- Bijoliya, District- Bhilwara, Raj","SMT. RADHA DEVI BANJARA W/O SHRI BAHADUR BANJARA","Delisted","EC",NA
"7159",8,"SIA/RJ/MIN/36629/2019","11844","SIYAKARA GRANITE APPLIED ML (REF 2018100001288)","BHAGIRATH MAL","EC Granted - Processed offline","EC",NA
"7160",10,"SIA/RJ/MIN/246772/2021","","Ganwar Granite Mine ( Ref. No- 20211000033758)","RAJENDRA","Delisted","EC",NA
"7161",3,"SIA/RJ/MIN/41652/2016","","UMAR SANDSTON Q.L. AREA PLOT NO.-23","GOPAL PURI","Under examination of SEIAA - Processed offline","EC",NA
"7162",4,"SIA/RJ/MIN/41654/2016","","Bigolav Quartz & Feldspar Mine
ML No. 07/2007","KAMAL KUMAR SOGANI","Under examination of SEIAA - Processed offline","EC",NA
"7163",5,"SIA/RJ/MIN/39123/2016","","Balotra Ka Gurha Quartz & Feldspar Mining Project (M.L. No. 14/2006) Area 4.00 Hect.","MAHESH KUMAR BADGURJAR","TransferToDEIAA","EC",NA
"7164",6,"SIA/RJ/MIN/54264/2016","","Sandstone Mining Project (Q.L. No. 291)
Kalore-A Q. L. Boundary","JABARA RAM","Under examination of SEIAA - Processed offline","EC",NA
"7165",7,"SIA/RJ/MIN/55000/2016","","SANDSTONE MINING PROJECT (Q.L. No. 1589)
BHOMIYA JI KA THAN Q.L. BOUNDARY","MAHADAN","Under examination of SEIAA - Processed offline","EC",NA
"7166",8,"SIA/RJ/MIN/69411/2020","15949","Garnet (abrasive), Mica, Quartz & Feldspar Mining Project, M.L. No.:-150/2006, M.L. Area: - 4.0275 ha. Near Village: - Odiyakhera, Tehsil: - Jahazpur, District: - Bhilwara (Rajasthan)","DINESH JAIN S/OBHAGCHAND JAIN","EC Granted","EC",NA
"7167",9,"SIA/RJ/MIN/244091/2021","16103","“China Clay (Minor Mineral) Mining Project”[M.L.No.-35/2018 (Ref. No.-2018100001108), Area –3.8345Ha.]with Production capacity 134805 TPA (ROM) {Saleable-121324.5 TPA, & Waste-13480.5TPA } at N/v- Firozpura Charna, Tehsil-Mundwa& District- Nagaur (Ra","M/S MAHALAXMI MINES & MINERALS","EC Granted","EC",NA
"7168",1,"SIA/RJ/MIN/52026/2016","","GUDHA SANDTONE MINE (M.L. NO.-257/96)","VARDHMAN TALERA","Under examination of SEIAA - Processed offline","EC",NA
"7169",6,"SIA/RJ/MIN/232988/2021","15883","Smt. Mansi Gupta, Pandru Quartz & Feldspar Mining Project (Plot No. 80)","SMT. MANSI GUPTA","EC Granted","EC",NA
"7170",7,"SIA/RJ/MIN/254030/2022","16130","Parakhiya Granite Applied ML Area (Ref. No.: 20211000046532","EARTHCORE STONEX INDIA PRIVATE LIMITED","EC Granted","EC",NA
"7171",8,"SIA/RJ/MIN/256326/2022","16602","Denda Granite Mining Project, Ref. No - 20211000044316","KULDEEP GRANITES","EC Granted","EC",NA
"7172",9,"SIA/RJ/MIN/76895/2016","17156","Expansion of Pandru Quartz and Feldspar Mine (ML No. 21/1995, Area- 117.75 Ha.) from 3000 TPA (Mineral) to 4, 90,575 TPA of Total Excavation (Mineral: - 3, 03,200 TPA, Mineral Reject: - 1, 01,067 TPA, Over-burden/Inter-burden:- 77,677 TPA and Top Soil: - 8,631 TPA) located at Village - Pandru, Tehsil- Asind, District- Bhilwara (Rajasthan) by B. N. Mining Company","B N MINING COMPANY","EC Granted","EC",NA
"7173",10,"SIA/RJ/MIN/272927/2022","16986","Kurna Granite Mining Project, Ref. No - 20211000048582","RAJ PRAJAPAT","EC Granted","EC",NA
"7174",2,"SIA/RJ/MIN/53934/2019","14044","M/S JAGDAMBA GRANITE MINING, NEAR VILLAGE-RAGHUNATHPURA, TEHSIL- KAREDA, DISTRICT- BHILWARA, PLOT NO- 29, AREA-1.9936 HECTARE","SHREE JAGDAMBA GRANITE","EC Granted - Processed offline","EC",NA
"7175",8,"SIA/RJ/MIN/247123/2021","16047","M/s Supreme granite, Madrecho Ka Guda, Granite Mining Project, (Plot No. 02/2021)","SUPREME GRANITE","EC Granted","EC",NA
"7176",9,"SIA/RJ/MIN/39435/2016","","Shitla Ka Chora patti katla Quarry licence Area (Q.L. No-82)","SH CHANDRA PRAKASH SIKLIGAR","Under examination of SEIAA - Processed offline","EC",NA
"7177",10,"SIA/RJ/MIS/56713/2019","547","Proposed development of Residential Complex of AIIMS at Basni, Jodhpur, Rajasthan","AIIMS JODHPUR","EC Granted - Processed offline","EC",NA
"7178",1,"SIA/RJ/MIN/55488/2016","","BALESAR SANDSTONE MINING PROJECT (Q.L. No. 1593)
(Bhomiya Ji Ka Than) Q.L Boundary","NATHU SINGH BKT","Under examination of SEIAA - Processed offline","EC",NA
"7179",2,"SIA/RJ/MIN/56140/2016","","BALESAR SANDSTONE MINING PROJECT QL No 124","KISHNARAM","Under examination of SEIAA - Processed offline","EC",NA
"7180",3,"SIA/RJ/MIN/56149/2016","","SANDSTONE MINING PROJECT QL No 146
Khuman QL boundary","SHRAVAN KUMAR","Under examination of SEIAA - Processed offline","EC",NA
"7181",2,"SIA/RJ/MIN/53821/2019","14046","M/s Bagmata Granite","M/S BAGMATA GRANITE","EC Granted - Processed offline","EC",NA
"7182",3,"SIA/RJ/MIN/56420/2019","14368","M/s Star Stone Marble & Granite Pvt. Ltd","M/S. STAR STONE MARBLE & GRANITE PVT.LTD","EC Granted - Processed offline","EC",NA
"7183",4,"SIA/RJ/MIN/226077/2021","15756","Thari Sand Stone Mining Project, M.L. No.-58/1994","SMT. SHAMSHUNISHA W/O LATE. SH. ABDUL HAMID","EC Granted","EC",NA
"7184",5,"SIA/RJ/MIN/50267/2016","F/SEIAA/OLRJEC/2016/3807","Masnary Stone Area, STP NO. 04","CORSAN CORVIAM CONSTT S A","Under examination of SEIAA - Processed offline","EC",NA
"7185",10,"SIA/RJ/MIN/257507/2022","16645","Barmer Dungary Masonry Stone Mining Project, ML No 125/91","GOVIND BHATI","EC Granted","EC",NA
"7186",4,"SIA/RJ/MIN/39633/2016","","Ganora Masonry Stone Mine of M.L.No 354/2007","SHRI MOOL SINGH","WithdrawEC","EC",NA
"7187",6,"SIA/RJ/MIN/37944/2016","","SANDSTONE MINING PROJECT, M.L. NO.-37/06","PARVEEN MANGAL","Under examination of SEIAA - Processed offline","EC",NA
"7188",7,"SIA/RJ/MIN/36384/2015","","Uprera Quartz & Feldspar, Mica Mining Project (ML No. 201/2004)","JITENDRA SINGH","TransferToDEIAA","EC",NA
"7189",1,"SIA/RJ/MIN/163238/2020","14095","Sh. Prem Prakash Meena & Sh. Sanju Meena Odiya Khera, Mica & Quartz Mining Project  (M.L. No.-26/2020)","SH. PREM PRAKASH MEENA & SH. SANJU MEENA","EC Granted - Processed offline","EC",NA
"7190",2,"SIA/RJ/MIN/194799/2021","14873","Sulwara Granite, Quartz & Feldspar Applied ML Area (M.L. NO.: 44/2020, REF. NO.: 20201000019146, Khasra No.: 1178/1065) at Village- Sulwara, Tehsil- Asind, District- Bhilwara, State- Rajasthan, Area-2.9997Hect. in favor of Mr. Jaypal Jat S/o Mr. Bhag","MR. JAYPAL JAT","EC Granted","EC",NA
"7191",7,"SIA/RJ/MIN/55276/2016","","BALESAR SANDSTONE MINING PROJECT (Q L No 948)
(Kalore A QL Boundary)","BHANWAR LAL KALOR A","Under examination of SEIAA - Processed offline","EC",NA
"7192",8,"SIA/RJ/MIN/40519/2016","","JAKHMUND MASONRY STONE MINE","RAJENDRA KUMAR KALAL","Under examination of SEIAA - Processed offline","EC",NA
"7193",9,"SIA/RJ/MIN/49498/2016","","MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-37","HAJARI LAL","Under examination of SEIAA - Processed offline","EC",NA
"7194",10,"SIA/RJ/MIN/50222/2016","F/SEIAA/OLRJEC/2016/3798","masonary stone ml no 76/07","MASRARAM VAGTA JI","Under examination of SEIAA - Processed offline","EC",NA
"7195",1,"SIA/RJ/MIN/412810/2023","18084","China Clay & Silica Sand (Minor Mineral) Mining Project in Nagaur Cluster-10” with proposed cluster Production capacity -60,72,962 TPA (ROM), cluster area – 53.3910 Hectare located at located Near Village-Tangla & Tangli, Tehsil – Jayal, District - Nagaur (Rajasthan) proposed by Mining Engineer, Department of Mines & Geology Nagaur","SHIVDAYAL GODARA","EC Granted","EC",NA
"7196",2,"SIA/RJ/MIN/411862/2022","17940","Proposed Sandstone Mining project Ref. No- 20211000041270, Area- 2.0216 Ha. (Pvt. Land), Q.L. No.- 18/2021, Khasra No- 500, 501, 510 & 512, Near village- Nayanagar, Tehsil- Bijoliya, Dist.- Bhilwara (Raj.) of applicant Shri Manish Agarwal S/o Shri Nathuram Agarwal.","MANISH AGARWAL","EC Granted","EC",NA
"7197",3,"SIA/RJ/MIN/424133/2023","18469","Proposed  Granite  Mining Project Khasra No.:- 98,99,100,1981/106,1983/86  M.LNo. 153/2022, Area:- 1.7636 Hect. (Pvt. Land); Near village :-Tikha , Tehsil:- Kareda , Dist.:- Bhilwara (Raj.) of  M/s Shree Bayan Sagar Mining","SHREE BAYAN SAGAR MINING","EC Granted","EC",NA
"7198",6,"SIA/RJ/MIN/59025/2016","","Masonry Stone Mining Project of Shri Babu Lal Meena, (M.L.No. 49/1991, Lease Area – 1.00Ha.), Located near village - Kuthara, Tehsil – Bassi, District – Jaipur (Rajasthan).","SHRI BABU LAL MEENA","Under examination of SEIAA - Processed offline","EC",NA
"7199",9,"SIA/RJ/MIN/210083/2021","1549","M/s Banas Builders & Developers LLP Bhacheriya, Granite Mining Project, (Plot No. 76/2021)","M/S BANAS BUILDERS & DEVELOPERS LLP","EC Granted - Processed offline","EC",NA
"7200",10,"SIA/RJ/MIN/240522/2021","16051","Nayagaon Jagir  Masonry Stone STP Area Ref No 20211000041956","M/S. DILIP BUILDCON LTD.","EC Granted","EC",NA
"7201",6,"SIA/RJ/MIN/56055/2016","","QL NO 72 SMT BHAGWATI DEVI BHALU A SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7202",7,"SIA/RJ/MIN/56687/2016","","QL NO 2162 SHRI ASHOK BHOMIYA JI KA THAN SAND STONE MINING PROJECT","KP CONSULTANTS","Under examination of SEIAA - Processed offline","EC",NA
"7203",8,"SIA/RJ/MIN/63644/2017","","SHRI B.L. MEENA
MARBLE MINING PROJECT
M.L. NO.-104/01, AREA-4.2630  HA., N/V-MALLANA, TEHSIL-RAJGARH, ALWAR, RAJASTHAN","B L MEENA","Under examination of SEIAA - Processed offline","EC",NA
"7204",9,"SIA/RJ/MIN/256512/2022","16454","Granite (Minor Mineral) Mining Project”, Ref. No. 20211000045089, Area-1.4506 ha. located at N/v: Parakhiya, Tehsil- Sumerpur, District- Pali (Rajasthan) by M/s Shradha Group.","MANISH AGARWAL","EC Granted","EC",NA
"7205",10,"SIA/RJ/MIN/257444/2022","16713","Mineral - Granite, M.L. No.- 91/2021, M.L. Area- 1.0584 Ha. , Located Near Village- Baghera, Tehsil- Kekri, Distt.- Ajmer, By M/s Shree Jagdamba Granite","SHREE JAGDAMBA GRANITE","EC Granted","EC",NA
"7206",2,"SIA/RJ/MIN/284219/2022","17497","Granite (Minor Mineral) Mining Project Ref. No.- 20221000048537, M.L. No 22/2021&  Khasra No.- 1794/420, 405 & 406 over an area – 1.5250Hectare  located  Near Village- Ladera, Tehsil- Dudu, District– Jaipur (Rajasthan) with proposed Production capaci","RAMESHWAR LAL","EC Granted","EC",NA
"7207",3,"SIA/RJ/MIS/284063/2022","706","Pink City Walk","SHIV SITAL BUILDERS PRIVATE LIMITED","EC Granted","EC",NA
"7208",9,"SIA/RJ/MIN/37507/2019","11685","BAJRI MINING PROJECT ML NO 32/2019","SHRI OMPRAKASH","EC Granted","EC",NA
"7209",10,"SIA/RJ/MIN/39518/2019","12103","Bajri (Sand) Mining Project (ML Area 0.99 ha. and Reference No-2019100009188) with production capacity of 25000 TPA located Near Kanana, Tehsil-Panchpdra of District Barmer,  (Rajasthan) by M/s Mangla","MANGLA AMIT BUILDERS PVT LTD","EC Granted - Processed offline","EC",NA
"7210",1,"SIA/RJ/MIN/189608/2020","14800","M/s Vaid Rocks L.L.P. Granite Mining Project, Reference No.- 20201000024746, Area- 1.1767 Ha., N/v- Sanodiya, Tehsil- Dudu, District- Jaipur, Raj.","M/S VAID ROCKS L.L.P.","EC Granted - Processed offline","EC",NA
"7211",2,"SIA/RJ/MIN/196047/2021","14906","Sandstone Quarry Project, (Ref. No. 2018100001952)","NOJI DEVI","EC Granted - Processed offline","EC",NA
"7212",3,"SIA/RJ/MIN/196097/2021","14948","M/s Marwal Agro LLP, Ropan Quartz & Feldspar Mine, ML No.- 86/2020","M/S MARWAL AGRO LLP","EC Granted - Processed offline","EC",NA
"7213",4,"SIA/RJ/MIN/130868/2019","13176","SHREE HEERA LAL MEENA","SHREE HEERA LAL MEENA","EC Granted - Processed offline","EC",NA
"7214",5,"SIA/RJ/MIN/45361/2019","12873","Ball Clay, fire Clay, Silica Sand, Gravel, Kankar, Murrum & Bajri Mining Project By shahzad Ali, M. L. Area- 3.9964, Reference No- 201800003490, at Near Village- Nokha Daiya, Tehsil- Kolayat, Distt- B","SHAHZAD ALI","EC Granted - Processed offline","EC",NA
"7215",7,"SIA/RJ/MIN/156723/2020","14199","Phool Singh Meena, Rajpura Granite Mining Project, Ref. no. 20201000016629","SHRI PHOOL SINGH MEENA","EC Granted - Processed offline","EC",NA
