,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1187,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,SIA/OR/MIN/237420/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,SIA/OR/MIN/264793/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,SIA/OR/MIN/265473/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,SIA/OR/MIN/290052/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,SIA/OR/MIN/289854/2022,SIA/OR/MIN/289854/2022,SIA/OR/MIN/289854/2022,SIA/OR/MIN/289854/2022,SIA/OR/MIN/289854/2022,SIA/OR/MIN/289854/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,SIA/OR/MIN/289972/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,SIA/OR/MIN/254339/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,SIA/OR/MIN/265860/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,SIA/OR/MIN/286300/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,SIA/OR/MIN/287171/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,SIA/OR/MIN/237931/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,SIA/OR/MIN/227083/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,SIA/OR/MIN/247074/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,SIA/OR/MIN/416322/2023,SIA/OR/MIN/416322/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,SIA/OR/MIN/72439/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,SIA/OR/MIN/61188/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,SIA/OR/MIN/425949/2023,SIA/OR/MIN/425949/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,SIA/OR/MIN/42359/2016,SIA/OR/MIN/42359/2016,SIA/OR/MIN/42359/2016,SIA/OR/MIN/42359/2016,SIA/OR/MIN/42359/2016,SIA/OR/MIN/42359/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,SIA/OR/MIN/428356/2023,SIA/OR/MIN/428356/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,SIA/OR/NCP/54923/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,SIA/OR/MIN/63729/2017,SIA/OR/MIN/63729/2017,SIA/OR/MIN/63729/2017,SIA/OR/MIN/63729/2017,SIA/OR/MIN/63729/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,SIA/OR/IND2/21792/2018,SIA/OR/IND2/21792/2018,SIA/OR/IND2/21792/2018,SIA/OR/IND2/21792/2018,SIA/OR/IND2/21792/2018,SIA/OR/IND2/21792/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,SIA/OR/MIN/38263/2016,SIA/OR/MIN/38263/2016,SIA/OR/MIN/38263/2016,SIA/OR/MIN/38263/2016,SIA/OR/MIN/38263/2016,SIA/OR/MIN/38263/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,SIA/OR/MIN/246795/2021,SIA/OR/MIN/246795/2021,SIA/OR/MIN/246795/2021,SIA/OR/MIN/246795/2021,SIA/OR/MIN/246795/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,SIA/OR/MIN/246524/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,SIA/OR/MIS/271399/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,SIA/OR/MIS/256350/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,SIA/OR/MIN/236951/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,SIA/OR/MIN/258241/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,SIA/OR/MIN/37843/2016,SIA/OR/MIN/37843/2016,SIA/OR/MIN/37843/2016,SIA/OR/MIN/37843/2016,SIA/OR/MIN/37843/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,SIA/OR/IND2/23238/2018,SIA/OR/IND2/23238/2018,SIA/OR/IND2/23238/2018,SIA/OR/IND2/23238/2018,SIA/OR/IND2/23238/2018,SIA/OR/IND2/23238/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,SIA/OR/IND2/28408/2018,SIA/OR/IND2/28408/2018,SIA/OR/IND2/28408/2018,SIA/OR/IND2/28408/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,SIA/OR/IND2/26148/2018,SIA/OR/IND2/26148/2018,SIA/OR/IND2/26148/2018,SIA/OR/IND2/26148/2018,SIA/OR/IND2/26148/2018,SIA/OR/IND2/26148/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,SIA/OR/MIN/64561/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,SIA/OR/MIN/74639/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,SIA/OR/IND2/28066/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,SIA/OR/IND2/22020/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,SIA/OR/MIN/48698/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,SIA/OR/IND2/19538/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,SIA/OR/MIN/31770/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,SIA/OR/IND2/21643/2018,SIA/OR/IND2/21643/2018,SIA/OR/IND2/21643/2018,SIA/OR/IND2/21643/2018,SIA/OR/IND2/21643/2018,SIA/OR/IND2/21643/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,SIA/OR/MIN/42357/2016,SIA/OR/MIN/42357/2016,SIA/OR/MIN/42357/2016,SIA/OR/MIN/42357/2016,SIA/OR/MIN/42357/2016,SIA/OR/MIN/42357/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,SIA/OR/MIN/58089/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,SIA/OR/IND2/21777/2018,SIA/OR/IND2/21777/2018,SIA/OR/IND2/21777/2018,SIA/OR/IND2/21777/2018,SIA/OR/IND2/21777/2018,SIA/OR/IND2/21777/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,SIA/OR/MIN/426559/2023,SIA/OR/MIN/426559/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,SIA/OR/IND2/22465/2018,SIA/OR/IND2/22465/2018,SIA/OR/IND2/22465/2018,SIA/OR/IND2/22465/2018,SIA/OR/IND2/22465/2018,SIA/OR/IND2/22465/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,SIA/OR/IND2/21931/2018,SIA/OR/IND2/21931/2018,SIA/OR/IND2/21931/2018,SIA/OR/IND2/21931/2018,SIA/OR/IND2/21931/2018,SIA/OR/IND2/21931/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,SIA/OR/MIN/35474/2015,SIA/OR/MIN/35474/2015,SIA/OR/MIN/35474/2015,SIA/OR/MIN/35474/2015,SIA/OR/MIN/35474/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,SIA/OR/IND2/23182/2018,SIA/OR/IND2/23182/2018,SIA/OR/IND2/23182/2018,SIA/OR/IND2/23182/2018,SIA/OR/IND2/23182/2018,SIA/OR/IND2/23182/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,SIA/OR/NCP/30018/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,SIA/OR/MIN/283242/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,SIA/OR/MIN/28918/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,SIA/OR/MIN/58378/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,SIA/OR/MIN/237218/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,SIA/OR/MIN/239735/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,SIA/OR/MIN/57233/2020,SIA/OR/MIN/57233/2020,SIA/OR/MIN/57233/2020,SIA/OR/MIN/57233/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,SIA/OR/MIN/63923/2021,,,,,,,,,,,,,,,,,,,,,,,,
1247,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,SIA/OR/MIN/252072/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,SIA/OR/MIN/252258/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,SIA/OR/MIS/254500/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,SIA/OR/MIN/265079/2022,SIA/OR/MIN/265079/2022,SIA/OR/MIN/265079/2022,SIA/OR/MIN/265079/2022,SIA/OR/MIN/265079/2022,SIA/OR/MIN/265079/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,SIA/OR/MIN/265426/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,SIA/OR/MIS/30609/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,SIA/OR/MIN/61217/2016,SIA/OR/MIN/61217/2016,SIA/OR/MIN/61217/2016,SIA/OR/MIN/61217/2016,SIA/OR/MIN/61217/2016,SIA/OR/MIN/61217/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,SIA/OR/IND2/22578/2018,SIA/OR/IND2/22578/2018,SIA/OR/IND2/22578/2018,SIA/OR/IND2/22578/2018,SIA/OR/IND2/22578/2018,SIA/OR/IND2/22578/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,SIA/OR/MIN/41297/2016,SIA/OR/MIN/41297/2016,SIA/OR/MIN/41297/2016,SIA/OR/MIN/41297/2016,SIA/OR/MIN/41297/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,SIA/OR/MIN/403548/2022,SIA/OR/MIN/403548/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,SIA/OR/INFRA2/408006/2022,SIA/OR/INFRA2/408006/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,SIA/OR/MIN/404437/2022,SIA/OR/MIN/404437/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,SIA/OR/MIN/421786/2023,SIA/OR/MIN/421786/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260,SIA/OR/MIN/407443/2022,SIA/OR/MIN/407443/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,SIA/OR/IND2/23286/2018,SIA/OR/IND2/23286/2018,SIA/OR/IND2/23286/2018,SIA/OR/IND2/23286/2018,SIA/OR/IND2/23286/2018,SIA/OR/IND2/23286/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,SIA/OR/IND2/22702/2018,SIA/OR/IND2/22702/2018,SIA/OR/IND2/22702/2018,SIA/OR/IND2/22702/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,SIA/OR/IND2/22144/2018,SIA/OR/IND2/22144/2018,SIA/OR/IND2/22144/2018,SIA/OR/IND2/22144/2018,SIA/OR/IND2/22144/2018,SIA/OR/IND2/22144/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,SIA/OR/NCP/27747/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,SIA/OR/MIN/61783/2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,SIA/OR/MIN/260981/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,SIA/OR/MIN/287303/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,SIA/OR/MIN/287658/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,SIA/OR/MIN/289126/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,SIA/OR/MIN/56737/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
