"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"2765",7,"SIA/TG/MIN/421317/2023","SIA/TG/MIN/421317/2023","Sri. Narra Sridhar, Rough Stone & Road Metal project over an area 3.60Ha, located at Sy.No.208/33, of Ramalingampally Village, Bommalaramaram Mandal, Yadadri Bhuvanagiri District, Telangana State","SRIDHAR NARRA","Rejection Letter Granted","EC",NA
"2766",8,"SIA/TG/MIN/437545/2023","","SMT KALLU VARALAXMI","KALLU VARALAXMI","Under examination of SEIAA","EC",NA
"2767",9,"SIA/TG/MIN/411451/2022","SIA/TG/MIN/411451/2022","M/s Sri Venkateshwara Constructions","SRI VENKATESHWARA CONSTRUCTIONS","EC Granted","EC",NA
"2768",10,"SIA/TG/INFRA2/433805/2023","SIA/TG/INFRA2/433805/2023","proposed expansion of Residential cum Commercial cum Mall & Multiplex complex","INCOR LAKE CITY PROJECTS PRIVATE LIMITED","EC Granted","EC",NA
"2769",8,"SIA/TG/MIN/62580/2017","SIA/TG/MIN/62580/2017","M/s. Sri Hari Quarries & Stone Crusher","SRI HARI QUARRIES & STONE CRUSHER","EC Granted - Processed offline","EC",NA
"2770",9,"SIA/TG/NCP/72428/2018","SIA/TG/NCP/72428/2018","Gowra Ventures Pvt. Ltd.","GOWRA VENTURES PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"2771",10,"SIA/TG/MIN/57919/2016","SIA/TG/MIN/57919/2016","Venkateshwara Mining Corporation","VENKATESHWARA MINING CORPORATION","Delisted","EC",NA
"2772",6,"SIA/TG/NCP/73527/2018","SIA/TG/NCP/73527/2018","Proposed Construction of Residential Units by Mr A. Vinaykumar Reddy","ANATULAVINAYKUMARREDDYRESIDENTIALPROJECT","EC Granted - Processed offline","EC",NA
"2773",7,"SIA/TG/MIN/433950/2023","SIA/TG/MIN/433950/2023","M/s Sai Ganesh Metals , 2.14 Ha, Rough Stone & Road Metal Mine,Survey No. 231, Eardanoor (V), Kandi(M), Sanga Reddy District,  T.S.","PRAKASH SANGAREDDYPETA","EC Granted","EC",NA
"2774",8,"SIA/TG/MIN/62912/2017","SIA/TG/MIN/62912/2017","Venkateshwara Stone and Metal - 7.5 Ha","VENKATESHWARA MINES AND MINERALS","EC Granted","EC",NA
"2775",9,"SIA/TG/NCP/20209/2013","SIA/TG/NCP/20209/2013","Proposed Industrial Park","TELANGANA STATE INDUSTRIAL INFRASTRUCTURE CORPORATION LIMITED","EC Granted","EC",NA
"2776",1,"SIA/TG/IND2/19555/2016","","Expansion","DIVIS LABORATORIES LIMITED","WithdrawEC","EC",NA
"2777",2,"SIA/TG/MIN/74257/2018","","M/s. Merc Minerals","M/S. MERC MINERALS","Delisted","EC",NA
"2778",3,"SIA/TG/INFRA2/432694/2023","SIA/TG/INFRA2/432694/2023","Construction of Residential Buildings  by M/s. Essjay Axiom Pvt. Ltd., Represented by its GPA Holder M/s. Trishala Constructions","TRISHALA CONSTRUCTIONS","EC Granted","EC",NA
"2779",4,"SIA/TG/INFRA2/411443/2022","SIA/TG/INFRA2/411443/2022","Housing Gated and Community Villas by M/s. Vijayakalpa Developers Pvt.Ltd.","VIJAYAKALPA DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"2780",5,"SIA/TG/NCP/73623/2018","SIA/TG/NCP/73623/2018","PRANEETH PRANAV LEAF","VENKATA PRANEETH DEVELOPERS PVT. LTD.","EC Granted - Processed offline","EC",NA
"2781",6,"SIA/TG/MIN/429935/2023","SIA/TG/MIN/429935/2023","Sri Siddireddygari Govardhan Reddy -Fullers Earth (White) - 0.93 ha","SIDDI REDDY GARI GOVARDHAN REDDY","EC Granted","EC",NA
"2782",7,"SIA/TG/NCP/19047/2017","SIA/TG/NCP/19047/2017","M/s. GAR Corporation Pvt. Ltd","MS GAR CORPORATION PVT LTD","EC Granted","EC",NA
"2783",8,"SIA/TG/INFRA2/412269/2023","SIA/TG/INFRA2/412269/2023","Sree Integrity Homes","JAIPAL KUNA","EC Granted","EC",NA
"2784",9,"SIA/TG/MIN/433650/2023","SIA/TG/MIN/433650/2023","Proposed sand mine in Godavari River Sambaigudem -I Reach, over an extent of4.97 Hectares in Sambaigudem Village, Manuguru Mandal, Bhadradri Kothagudem District, Telangana","TMDC","EC Granted","EC",NA
"2785",10,"SIA/TG/NCP/75965/2018","","PROPOSED CONSTRUCTION OF RESIDENTIAL APARTMENTS IN AN OPEN PLOT WITH A TOTAL PLOT AREA OF 8290.20 SQ.MTS AT YAPRAL (V), MALKAJIGIRI MUNICIPALITY, ALWAL (M),UNDER GHMC CIRCLE MEDCHAL-MALKAJIGIRI (D), TELANGANA (S) BEARING SY NOS 29,37/?,58/?,59/?,62/?","EXCELLION CONSULTANTS AND DEVOLOPERS","WithdrawEC","EC",NA
"2786",8,"SIA/TG/NCP/59177/2016","SIA/TG/NCP/59177/2016","M/s SMR Builders Private Limited","SMR Builders Private Limited","EC Granted","EC",NA
"2787",9,"SIA/TG/MIN/435003/2023","SIA/TG/MIN/435003/2023","Smt. Meena Fatima","MEENA FATHIMA","EC Granted","EC",NA
"2788",10,"SIA/TG/IND2/17968/2016","SIA/TG/IND2/17968/2016","Vanamali Organics Pvt Ltd","VANAMALI ORGANICS PRIVATE LIMITED","EC Granted","EC",NA
"2789",1,"SIA/TG/MIN/421449/2023","SIA/TG/MIN/421449/2023","M/s Sri Shiva Sai Mines - 0.73 Ha.,","SRI SHIVA SAI MINES","EC Granted","EC",NA
"2790",2,"SIA/TG/MIN/62067/2017","SIA/TG/MIN/62067/2017","G.Srinath Goud Laterite Mine-12.55 ha.","SRINATH GOUD LATERITE MINE","Delisted","EC",NA
"2791",3,"SIA/TG/MIN/61815/2017","SIA/TG/MIN/61815/2017","M/s. Chamundi Natural Stones - 12Ha","M/S. CHAMUNDI NATURAL STONES","EC Granted","EC",NA
"2792",4,"SIA/TG/NCP/65853/2017","SIA/TG/NCP/65853/2017","Krupa builders Pvt. Ltd.,","KRUPA BUILDERS PVT. LTD.,","EC Granted","EC",NA
"2793",7,"SIA/TG/MIN/60079/2016","SIA/TG/MIN/60079/2016","M/s. Yak Granite Industries Private Limited
(Black Granite Mine - 5.56 Ha)","YAK GRANITES INDIA PRIVATE LIMITED","Delisted","EC",NA
"2794",8,"SIA/TG/MIN/71700/2017","SIA/TG/MIN/71700/2017","M/s. SOLIDO ROCKS AND MINERALS PVT. LTD.,4.000 Ha. of Colour Granite Mine ,Sy No:227/1  of 
Gopalpur  Village, 
M.Turkapally  Mandal,
Yadadri District, 
Telangana State.","M/S. SOLIDO ROCKS AND MINEALS PVT. LTD.","Delisted","EC",NA
"2795",9,"SIA/TG/NCP/70399/2017","SIA/TG/NCP/70399/2017","AURO CITY","MAHIRA POWER SYSTEMS PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"2796",10,"SIA/TG/IND2/17141/2016","SIA/TG/IND2/17141/2016","Otira Pharmaceuticals Pvt Ltd","V VAMSI KRISHNA","EC Granted","EC",NA
"2797",2,"SIA/TG/NCP/72763/2018","SIA/TG/NCP/72763/2018","GMR Business Park (Site A)","GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED","EC Granted - Processed offline","EC",NA
"2798",3,"SIA/TG/MIN/412940/2023","SIA/TG/MIN/412940/2023","M/s SAI SRINIVASA LAXMI STONE CRUSHER","BHARADWAJ GARINENI","EC Granted","EC",NA
"2799",4,"SIA/TG/MIN/73992/2018","","M/S. Raghavendra Metal Industry","M/S. SRI RAGHAVENDRA METAL INDUSTRY","Delisted","EC",NA
"2800",5,"SIA/TG/NCP/61128/2016","SIA/TG/NCP/61128/2016","1	Name of the Project/s	Bollineni Canberra by M/s Krishnaiah Properties Pvt. Ltd.,","M/S KRISHNAIAH PROPERTIES PVT. LTD.,","EC Granted","EC",NA
"2801",6,"SIA/TG/MIN/425021/2023","SIA/TG/MIN/425021/2023","Sri Andapally Jalander Reddy -Road Metal & Building Stone and Gravel/Murram quarry -3.0 Ha","JALANDER REDDY ANDAPALLY","EC Granted","EC",NA
"2802",7,"SIA/TG/INFRA2/436391/2023","SIA/TG/INFRA2/436391/2023","OAKMONT DEVELOPERS","OAKMONT DEVELOPERS LLP","Under examination of SEIAA after SEAC","EC",NA
"2803",8,"SIA/TG/MIN/415880/2023","SIA/TG/MIN/415880/2023","12.00 Ha. of Quartz and Feldspar Quarry of   M/s Raging River Mines and Minerals Pvt. Ltd.","RAGING RIVER MINES & MINERALS PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"2804",9,"SIA/TG/INFRA2/402675/2022","SIA/TG/INFRA2/402675/2022","Residential Apartments and Commercial Area with Multiplex by titled ‘PMR Mixed Use Development’ by M/s. PMR Housing Private Limited.","PMR HOUSING PRIVATE LIMITED","EC Granted","EC",NA
"2805",10,"SIA/TG/INFRA2/435697/2023","SIA/TG/INFRA2/435697/2023","EIPL CONSTRUCTIONS (proposed Residential cum Commercial office complex)","EIPL  CONSTRUCTIONS","Under examination of SEIAA after SEAC","EC",NA
"2806",1,"SIA/TG/MIN/72366/2018","SIA/TG/MIN/72366/2018","M/s. SRINIDHI MINES & MINERALS , 10.691 Ha. of Quartz and Feldspar Mine, Sy. No’s. 165 
Challampally Village,
Kadthal  Mandal,
Ranga Reddy   District.
Telangana.","M/S. SRINIDHI MINES & MINERALS","EC Granted - Processed offline","EC",NA
"2807",2,"SIA/TG/MIN/74361/2018","","0.85 Ha. of Building Stone & Road Metal  Mine of  Sri. C. Sudhakar Reddy,Sy.No. 384/P1, P5, P6
Kammarpally Village, 
Kammarpally Mandal,
Nizamabad District, 
Telangana.","SRI C SUDHAKAR REDDY","Delisted","EC",NA
"2808",3,"SIA/TG/MIN/440474/2023","","M/s.Sri Venkateswara Stone Crusher - Building Stone & Road Metal -4.00 Ha.","MAHIPAL PAILLA","Under examination of SEIAA","EC",NA
"2809",4,"SIA/TG/MIN/73765/2018","SIA/TG/MIN/73765/2018","M/s. IMPERIAL  GRANITES (P) LTD.,10.00 Ha. of Colour Granite Mine,Sy. No.81   
Kalwala  village, 
Keshavapatnam  Mandal, 
Karimnagar District
Telangana.","MS IMPERIAL GRANITES PVT LTD","Delisted","EC",NA
"2810",6,"SIA/TG/INFRA2/432104/2023","SIA/TG/INFRA2/432104/2023","M/s Suryodaya Group","SURYODAYA GROUP","EC Granted","EC",NA
"2811",7,"SIA/TG/NCP/70849/2017","SIA/TG/NCP/70849/2017","MAMATA EDUCATIONAL SOCIETY","MAMATHA EDUCATIONAL SOCIETY","EC Granted - Processed offline","EC",NA
"2812",8,"SIA/TG/MIN/72425/2018","SIA/TG/MIN/72425/2018","M/s. WHITE ROCK MINES & MINERALS,10.117 Ha. of  Rough Stone, Road Metal & Colour Granite Mine,Survey No. 146  
Yacharam  Village,
Yacharam  Mandal, 
Rangareddy District, 
Telangana State.","M/S. WHITE ROCK MINES & MINERALS","Delisted","EC",NA
"2813",9,"SIA/TG/MIN/72569/2018","SIA/TG/MIN/72569/2018","M/s.Kalki Baghavan Metal Industries","M/S. KALKI BHAVAN METAL INDUSTRIES","EC Granted - Processed offline","EC",NA
"2814",3,"SIA/TG/MIN/269382/2022","SIA/TG/MIN/269382/2022","Stone and Metal Quarry","M/S. RISHI ROCKS","Rejection Letter Granted","EC",NA
"2815",4,"SIA/TG/MIS/269421/2022","","M/s Synergy Anmol Developers LLP & Others","SYNERGY ANMOL DEVELOPERS LLP","WithdrawEC","EC",NA
"2816",5,"SIA/TG/MIN/33656/2019","SIA/TG/MIN/33656/2019","M/s Vikesh Metal Industries","VIKESH METAL INDUSTRY","EC Granted","EC",NA
"2817",6,"SIA/TG/MIN/33732/2019","","S V Minerals","S V MINERALS","Delisted","EC",NA
"2818",7,"SIA/TG/MIN/254141/2022","SIA/TG/MIN/254141/2022","Rough Stone & Road Metal Quarry of M/s. Srinivasa Edifice Private Limited (4.277 Ha)","MS SRINIVASA EDIFICE PVT LTD","EC Granted","EC",NA
"2819",8,"SIA/TG/IND2/22423/2017","SIA/TG/IND2/22423/2017","","RAKSHIT DRUGS PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"2820",10,"SIA/TG/MIN/424772/2023","","M/s SATYA SHAILAJA STONE CRUSHER","UPENDER MALLARAPU","Pending at PP due to eds","EC",NA
"2821",4,"SIA/TG/MIN/59399/2016","","T Prabhudas Goud","T PRABHUDASGOUD","Delisted","EC",NA
"2822",5,"SIA/TG/MIN/67515/2017","SIA/TG/MIN/67515/2017","M/s Telangana State Mineral Development Corporation Limited ,7.680 Hect. of Ordinary Sand Quarry in Kodicherla-I  Sand Reach, Kodicherla Village, Kotagiri  Mandal, Nizamabad District, T.S.","MS TSMDC LTD","EC Granted - Processed offline","EC",NA
"2823",8,"SIA/TG/MIN/404694/2022","SIA/TG/MIN/404694/2022","M/s Anantha Sai Stone Crushing Pvt Ltd","ANANTHA SAI INDUSTRIES PRIVATE LIMITED","EC Granted","EC",NA
"2824",9,"SIA/TG/INFRA2/430288/2023","SIA/TG/INFRA2/430288/2023","""BRIDGE EPSILON"" BRIDGE SANDOHA MANSIONS (Proposed Residential Gated Community)","BRIDGE SANDOHA MANSIONS","EC Granted","EC",NA
"2825",10,"SIA/TG/MIN/411063/2022","SIA/TG/MIN/411063/2022","QUARRY LEASE AREA OF 4.00 HA","SAI SHAKTHI CONSTRUCTIONS","Deferred by SEIAA","EC",NA
"2826",1,"SIA/TG/MIN/428394/2023","SIA/TG/MIN/428394/2023","Sri Janimiya","MOHD JANIMIYA","EC Granted","EC",NA
"2827",2,"SIA/TG/NCP/66871/2017","SIA/TG/NCP/66871/2017","Pacifica India Projects Pvt. Ltd.,","PACIFICA INDIA PROJECTS PVT. LTD.,","EC Granted - Processed offline","EC",NA
"2828",3,"SIA/TG/NCP/73878/2018","SIA/TG/NCP/73878/2018","Rajapushpa Estates","RAJAPUSHPA ESTATES","EC Granted - Processed offline","EC",NA
"2829",4,"SIA/TG/INFRA2/428566/2023","SIA/TG/INFRA2/428566/2023","Speed Homes  By M/s. Speed Homes LLP","SPEED HOMES LLP","EC Granted","EC",NA
"2830",5,"SIA/TG/MIN/72601/2018","SIA/TG/MIN/72601/2018","M/s. Abhaya Hanuman Mining Company","M/S. ABHAYA HANUMAN MINING COMPANY","EC Granted - Processed offline","EC",NA
"2831",6,"SIA/TG/MIN/437673/2023","SIA/TG/MIN/437673/2023","Smt. Mothkuri Shobha","MOTHKURI SHOBHA","Under examination of SEIAA after SEAC","EC",NA
"2832",7,"SIA/TG/MIN/418992/2023","SIA/TG/MIN/418992/2023","Assistant Director of Mines and Geology - Yadadri Bhuvanagiri-1.0 Ha","GAUTHAM GADPALE","EC Granted","EC",NA
"2833",8,"SIA/TG/NCP/63948/2017","SIA/TG/NCP/63948/2017","MYSCAPE ISLE OF SKY","MYSCAPE DEVELOPERS PVT. LTD","EC Granted","EC",NA
"2834",9,"SIA/TG/NCP/57478/2016","","Proposed IT Office Building - “1 Million sft Building”
in Survey No 124/P, Gopanapally Village, 
Serilingampally Mandal, Ranga Reddy District, Hyderabad, Telangana","BHAGAVATHI ANA LABS PVT LTD","WithdrawEC","EC",NA
"2835",10,"SIA/TG/MIN/433746/2023","SIA/TG/MIN/433746/2023","Annaram Sand Reach 4.98 ha in Godavari River bed By TSMDC Ltd","TSMDCLIMITED","EC Granted","EC",NA
"2836",2,"SIA/TG/MIN/413455/2023","SIA/TG/MIN/413455/2023","M/s Balaji Stone Crusher","BALAJI STONE CRUSHERS","Delisted","EC",NA
"2837",3,"SIA/TG/NCP/71951/2017","SIA/TG/NCP/71951/2017","PHOENIX ITCITY PRIVATE LIMITED (IT / ITES Office complex)","PHOENIX GROUP","EC Granted - Processed offline","EC",NA
"2838",4,"SIA/TG/INFRA2/415038/2023","SIA/TG/INFRA2/415038/2023","Srikara Infra Builders and Developers","SRIKARA INFRA BUILDERS & DEVELOPERS","EC Granted","EC",NA
"2839",5,"SIA/TG/INFRA2/434754/2023","SIA/TG/INFRA2/434754/2023","Proposed Construction of High-Rise Residential Apartments by Mr. Thummalapally Ajay Kumar Reddy and Others","AJAY KUMAR THUMMALAPALLY","EC Granted","EC",NA
"2840",6,"SIA/TG/MIN/407175/2022","SIA/TG/MIN/407175/2022","M/s. AL - Meezan Metal Industry – 1.00 Ha","AL-MEEZAN METAL INDUSTRY","Rejection Letter Granted","EC",NA
"2841",7,"SIA/TG/MIN/421842/2023","SIA/TG/MIN/421842/2023","Sai Baba Metal Industry","BALRAJ PYARASANI","Delisted","EC",NA
"2842",8,"SIA/TG/MIN/429932/2023","SIA/TG/MIN/429932/2023","Smt Gurugula Sangamma-Fullers Earth (White) -0.81 ha","TENUGU SANGAMMA","EC Granted","EC",NA
"2843",9,"SIA/TG/NCP/58940/2016","SIA/TG/NCP/58940/2016","M/.s.GKRS PROPERTIES,Sy No. 41/E, Bandlaguda Jagir Village, Rajendranagar Mandal, Ranga Reddy District, Telangana State","GKRS PROPERTIES","WithdrawEC","EC",NA
"2844",10,"SIA/TG/MIN/90020/2018","SIA/TG/MIN/90020/2018","Smt. K. Teena Devi, Quartz & Feldspar Mine, 1.355 Ha","SMT. K. TEENA DEVI","EC Granted","EC",NA
"2845",1,"SIA/TG/INFRA2/426311/2023","SIA/TG/INFRA2/426311/2023","Vaishnaoi by M/s Shambhavi Constructions","SHAMBHAVI CONSTRUCTIONS","EC Granted","EC",NA
"2846",2,"SIA/TG/INFRA2/422873/2023","SIA/TG/INFRA2/422873/2023","Mall and Multiplex by M/s Asian Estates","ASIAN ESTATES","EC Granted","EC",NA
"2847",3,"SIA/TG/MIN/416023/2023","SIA/TG/MIN/416023/2023","Sri. P. Ajay Prasad","AJAY PANDAY","EC Granted","EC",NA
"2848",4,"SIA/TG/MIN/421152/2023","SIA/TG/MIN/421152/2023","Asst. Director of Mines & Geology Tandur, Vikarabad District, Telangana 4.86 Ha.","VENKATA SAMBASIVA VOOLAPALLI","EC Granted","EC",NA
"2849",5,"SIA/TG/NCP/74159/2018","","Sri. Gummadi Anand Reddy & Others","SRI. GUMMADI ANAND REDDY  & OTHERS","Delisted","EC",NA
"2850",6,"SIA/TG/NCP/70414/2017","SIA/TG/NCP/70414/2017","Proposed New Residential Building Project of CONCRETE INFRA PROJECTS INDIA LLP","M/S. CONCRETE INFRA PROJECTS INDIA LLP","EC Granted - Processed offline","EC",NA
"2851",7,"SIA/TG/MIN/71720/2017","SIA/TG/MIN/71720/2017","Sri Rudraraju Vivekananda Varma-12.141ha","SRI RUDRARAJU VIVEKANANDA VARMA","EC Granted - Processed offline","EC",NA
"2852",8,"SIA/TG/INFRA2/434699/2023","SIA/TG/INFRA2/434699/2023","Veekay Aura - Residential Building in Gated Community Villas with Housing Project","M/S. VEEKAY INFRASTRUCTURES","EC Granted","EC",NA
"2853",9,"SIA/TG/MIN/403827/2022","SIA/TG/MIN/403827/2022","M/s Goutham Minerals","PRASADA YARAMANENI","EC Granted","EC",NA
"2854",10,"SIA/TG/IND2/59783/2016","SIA/TG/IND2/59783/2016","Virchow Drugs Limited","VIRCHOW DRUGS LIMITED","Delisted","EC",NA
"2855",9,"SIA/TG/MIN/59383/2016","SIA/TG/MIN/59383/2016","M. Laxman Rao, Laterite Mine","LAKSHMAN RAO M","EC Granted","EC",NA
"2856",1,"SIA/TG/INFRA2/403192/2022","SIA/TG/INFRA2/403192/2022","Sri Sai Harihara Estates (P) Ltd.","SRI SAI HARIHARA ESTATES PRIVATE LIMITED","EC Granted","EC",NA
"2857",2,"SIA/TG/MIN/406357/2022","SIA/TG/MIN/406357/2022","M/s. Shreyan Reddy Stone Crusher and Rock Sand – 2.00 Ha","DURGA PEERLAPALLY","EC Granted","EC",NA
"2858",3,"SIA/TG/MIN/415927/2023","SIA/TG/MIN/415927/2023","Assistant Director of Mines and Geology - Rangareddy -4.86 Ha","GAUTHAM GADPALE","EC Granted","EC",NA
"2859",4,"SIA/TG/MIN/432222/2023","SIA/TG/MIN/432222/2023","Sri A Chandra shekar","CHANDRA ASKANI","Rejection Letter Granted","EC",NA
"2860",5,"SIA/TG/MIN/436277/2023","","M/s. GRG GROUP OF MINERALS","JANGAYYA PULAGAJULA","Under examination of SEIAA","EC",NA
"2861",6,"SIA/TG/INFRA2/422212/2023","SIA/TG/INFRA2/422212/2023","Revision and Expansion of GMR Logistics and Warehousing Park at Village-Mamidipalli, Mandal- Saroor Nagar, District- Rangareddy, Shamshabad, Telangana by M/s ESR GMR Logistics Park Pvt. Ltd.","ESR GMR LOGISTICS PARK PRIVATE LIMITED","EC Granted","EC",NA
"2862",7,"SIA/TG/MIN/78256/2018","","M/s.Katta Stones-Colour Granite Quarry-5.80 Ha.","KATTA STONES","WithdrawEC","EC",NA
"2863",8,"SIA/TG/NCP/85279/2018","SIA/TG/NCP/85279/2018","Hallmark County","HALLMARK INFRACON INDIA PVT. LTD.","EC Granted","EC",NA
"2864",9,"SIA/TG/NCP/70021/2017","SIA/TG/NCP/70021/2017","Aparna Luxor Park","APARNA CONSTRUCTIONS AND ESTATES PVT. LTD.","EC Granted - Processed offline","EC",NA
"2865",10,"SIA/TG/NCP/59578/2016","","Dr. Sandhyala  Ananth Kumar","DR SANDHYALA ANANTH KUMAR","Delisted","EC",NA
"2866",3,"SIA/TG/MIS/158511/2020","SIA/TG/MIS/158511/2020","M/s. Meenakshi Infrastructures Pvt Ltd","M/S. MEENAKSHI INFRASTRUCTURES PVT LTD","EC Granted","EC",NA
"2867",4,"SIA/TG/MIN/157139/2020","SIA/TG/MIN/157139/2020","M/s. Manikanta Sai Granites","M/S. MANIKANTA SAI GRANITES","EC Granted","EC",NA
"2868",5,"SIA/TG/MIS/157381/2020","SIA/TG/MIS/157381/2020","Stargaze properties Private Limited","STARGAZE PROPERTIES PRIVATE LIMITED","EC Granted","EC",NA
"2869",6,"SIA/TG/MIS/157401/2020","SIA/TG/MIS/157401/2020","PHOENIX GLOBAL SPACES PVT LTD","PHOENIX GROUP","EC Granted","EC",NA
"2870",7,"SIA/TG/IND2/176080/2020","SIA/TG/IND2/176080/2020","M/s. Sri Sai Uma Laboratories Pvt. Ltd., Unit-II","SRI SAI UMA LABORATORIES PVT. LTD., UNIT-II","EC Granted","EC",NA
"2871",8,"SIA/TG/IND3/246251/2021","SIA/TG/IND3/246251/2021","Expansion of API (Bulk drug and intermediates manufacturing) unit by M/s. Vanshika Laboratories Pvt. Ltd.","VANSHIKA LABORATORIES PVT. LTD.","Rejection Letter Granted","EC",NA
"2872",9,"SIA/TG/MIN/285568/2022","SIA/TG/MIN/285568/2022","KJ Quarries Pvt. Ltd.","M/S QUARRIES PVT LTD","EC Granted","EC",NA
"2873",10,"SIA/TG/MIN/39191/1900","SIA/TG/MIN/39191/1900","Apoorva Munigela","APOORVA MUNIGELA","EC Granted","EC",NA
"2874",2,"SIA/TG/MIN/62141/2017","SIA/TG/MIN/62141/2017","Sri G. Vijay Kumar - 6.0ha","SRI G. VIJAY KUMAR","EC Granted","EC",NA
"2875",1,"SIA/TG/MIN/426576/2023","SIA/TG/MIN/426576/2023","Sri Panduga Jagadishwar Reddy","PANDUGA REDDY","EC Granted","EC",NA
"2876",2,"SIA/TG/INFRA2/431861/2023","SIA/TG/INFRA2/431861/2023","Proposed Gated Community within compound wall villa project by Mr Gaddam Ramakrishna  Reddy","GADDAM REDDY","EC Granted","EC",NA
"2877",3,"SIA/TG/MIN/69627/2017","SIA/TG/MIN/69627/2017","Chitneni Rama Rao Laterrite Mine-6.47 Ha","CHITNENI RAMA RAO LATERITE MINE","Rejection Letter Granted","EC",NA
"2878",4,"SIA/TG/CMIN/425742/2023","SIA/TG/CMIN/425742/2023","Kistaram Opencast Coal Mining Project","THE SINGARENI COLLIERIES CO LTD","EC Granted","EC",NA
"2879",1,"SIA/TG/MIN/425305/2023","SIA/TG/MIN/425305/2023","M/s. Laxman Rao & Co – 1.00 Ha","LAXMAN VARDINENI","EC Granted","EC",NA
"2880",2,"SIA/TG/MIN/436387/2023","SIA/TG/MIN/436387/2023","Sri Abdullah Bin Rasheed","ABDULLAH RASHEED","EC Granted","EC",NA
"2881",3,"SIA/TG/NCP/61729/2017","SIA/TG/NCP/61729/2017","USHA SREE HOMES","USHA SREE HOMES","EC Granted","EC",NA
"2882",4,"SIA/TG/MIN/435069/2023","SIA/TG/MIN/435069/2023","15.00 Ha. of Colour Granite Quarry of M/s Sriman Rocks, Survey No. 609 of Narayanagiri village, Dharmasagar Mandal, Hanumakonda District, Telangana State","MS SRIMAN ROCKS","EC Granted","EC",NA
"2883",5,"SIA/TG/MIN/74253/2018","SIA/TG/MIN/74253/2018","M/s. Khammam Granite Private Limited","M/S. KHAMMAM GRANITE PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"2884",6,"SIA/TG/MIN/25630/2016","SIA/TG/MIN/25630/2016","A.Laxminarayana, Laterite Mine","LAKSHMINARAYANA A","EC Granted","EC",NA
"2885",7,"SIA/TG/NCP/86327/2018","SIA/TG/NCP/86327/2018","RDB Cybercity Developers Private Limited","RDB CYBERCITY DEVELOPERS PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"2886",1,"SIA/TG/MIN/95473/2019","SIA/TG/MIN/95473/2019","TSMDC Sand Mining","TMDC","Rejection Letter Granted","EC",NA
"2887",2,"SIA/TG/NCP/58298/2016","SIA/TG/NCP/58298/2016","Sri.Gattu Mahesh 
(High Rise Apartments)","GATTUMAHESH","EC Granted","EC",NA
"2888",3,"SIA/TG/INFRA2/429537/2023","","M/s Venkata Praneeth Developers Private limited","VENKATA PRANEETH DEVELOPERS PRIVATE LIMITED","WithdrawEC","EC",NA
"2889",4,"SIA/TG/MIN/74134/2018","SIA/TG/MIN/74134/2018","13.787 Ha. of Colour Granite Mine of  M/s. POKARNA LIMITED,Sy. No’s. 116/1 
Kamanpur  village, 
Karimnagar  Mandal, 
Karimnagar District
Telangana.","MS POKARNA LIMITED","Rejection Letter Granted","EC",NA
"2890",5,"SIA/TG/MIN/74373/2018","","M/S. Preethi Stone Crusher","M/S. PREETHI STONE CRUSHER","Delisted","EC",NA
"2891",6,"SIA/TG/NCP/74542/2018","SIA/TG/NCP/74542/2018","Rajapushpa Properties Pvt. Ltd.","RAJAPUSHPA PROPERTIES PRIVATE LIMITED","EC Granted - Processed offline","EC",NA
"2892",7,"SIA/TG/NCP/63633/2017","SIA/TG/NCP/63633/2017","M/s Sensation Infracon Pvt. Ltd.,","SENSATION INFRACON PVT. LTD.,","EC Granted","EC",NA
"2893",8,"SIA/TG/MIN/420246/2023","SIA/TG/MIN/420246/2023","Superfine Sand (Hyderabad) Ltd - 5.038 ha","SUPERFINE SAND (HYD) LTD","Deferred by SEIAA","EC",NA
"2894",9,"SIA/TG/MIN/411036/2022","SIA/TG/MIN/411036/2022","4.13 Ha of Quartz & Feldspar mine of M/s Sri Subra Manya Swamy Minerals & Traders ,Sy. No. 312 of Gudur Village, Kandur Mandal, Ranga Reddy District, Telangana.","SRI SUBRAMANYA SWAMY MINERALS & TRADERS","EC Granted","EC",NA
"2895",2,"SIA/TG/MIN/202192/2021","SIA/TG/MIN/202192/2021","Sri S.Yesu","SRI S YESU","Rejection Letter Granted","EC",NA
"2896",3,"SIA/TG/MIS/218720/2021","SIA/TG/MIS/218720/2021","Construction of Proposed Multiplex Building By M/s. Rudraksh Beacon India LLP","M/S. RUDRAKSH BEACON INDIA LLP","EC Granted","EC",NA
"2897",4,"SIA/TG/MIS/217116/2021","SIA/TG/MIS/217116/2021","M/s. Gruhitha Infra Pvt. Ltd.","M/S. GRUHITHA INFRA PVT. LTD.","EC Granted","EC",NA
