"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"3021",9,"SIA/KA/INFRA2/440294/2023","SEIAA 163 CON  2023","Residential and Commercial Development","VEDANT HOMES","EC Granted","EC",NA
"3022",3,"SIA/KA/MIN/403060/2022","SEIAA 486 MIN 2022","""Ordinary Sand Quarry"" of Sri Udayakumar L Bevinakatti","UDAYAKUMAR BEVINAKATTI","EC Granted","EC",NA
"3023",4,"SIA/KA/MIN/405721/2022","SEIAA 500 MIN 2022","Environmental Clearance for Building Stone Quarry in 2.00 Acres of Patta Land bearing Sy. No. 38/*/6 of Telakuni village in Aland Taluk, Kalaburagi District, Karnataka.","MAHMOOD ALI","EC Granted","EC",NA
"3024",5,"SIA/KA/MIN/425807/2023","SEIAA 192 MIN 2023","Environmental Clearance for Black Granite Quarry in 3-12 Acres of Patta Land bearing Sy. No. 30/5, 8, 9 & 10, Hunasetoppalu Village, Periyapatna Taluk, Mysore District, Karnataka, M/s. Lakshmi Stones Partner: Sri Chethan H.D. & Sri Raghu B.A..","SRI LAKSHMI STONES","EC Granted","EC",NA
"3025",6,"SIA/KA/INFRA2/446362/2023","SEIAA 197 CON 2023","Development of Residential Apartment with Club House project","SANJEEVINI PROJECTS","EC Granted","EC",NA
"3026",7,"SIA/KA/MIN/3226/2015","SEIAA 1289 MIN 2015","“Building Stone Quarry” of  M/s. Sri Chowdeshwari M-Sand and Stone Crushers at Bennahalli Village, Ramanagara Taluk, Ramanagara District,","MS SRI CHOWDESHWARI M SAND AND STONE CRUSHER","EC Granted","EC",NA
"3027",10,"SIA/KA/MIN/418640/2023","SEIAA 89 MIN 2023","“Building Stone Quarry” of Sri Sharanagouda Patil","SHARANGOUDA PATIL","EC Granted","EC",NA
"3028",1,"SIA/KA/MIN/440785/2023","SEIAA 395 MIN 2023","Building Stone Quarry ""Sri Shasangouda Siddangouda Patil""","SHASANAGOUD PATIL","EC Granted","EC",NA
"3029",2,"SIA/KA/INFRA2/419610/2023","SEIAA 142 CON 2022","Brigade Sarjapur Project","BRIGADE ENTERPRISES LIMITED","EC Granted","EC",NA
"3030",3,"SIA/KA/MIN/419419/2023","SEIAA 100 MIN 2023","“Building Stone Quarry” of Sri.V.V Tanagavelu S/o Veeraswamy","VAIYAMALAI TANGAVEELU","EC Granted","EC",NA
"3031",4,"SIA/KA/INFRA2/420572/2023","SEIAA 69 CON 2023","Construction of Residential Row Houses","SAI SAMRUDHI CONSTRUCTIONS","EC Granted","EC",NA
"3032",5,"SIA/KA/MIN/439127/2023","SEIAA 349 MIN 2023","Multicolour Granite Quarry in 2-20 Acres Sy. No.25/1, 25/8, 25/9 ""Sri. K. N. Balakrishna""","KANAKAPURA BALAKRISHNA","EC Granted","EC",NA
"3033",6,"SIA/KA/MIN/439132/2023","SEIAA 375 MIN 2023","Building Stone Quarry ""Sri. Srishaila B. Thirlapur""","SHRISHYEL THIRLAPUR","EC Granted","EC",NA
"3034",7,"SIA/KA/MIN/439877/2023","","Building Stone Quarry","MUDDANAYAKANAHALLI LAKSHMANAMURTHY","Pending at PP due to eds","EC",NA
"3035",8,"SIA/KA/INFRA2/440818/2023","SEIAA 167 CON  2023","Development of “Residential Apartment” Project","SRI BALAJI VENTURES","EC Granted","EC",NA
"3036",9,"SIA/KA/MIN/239860/2021","SEIAA 646 MIN 2021","VANTAMURI BUILDING STONE QUARRY of Mahadevi Manjunath","M/S. HIGH QUALITY SAND","EC Granted","EC",NA
"3037",10,"SIA/KA/MIN/255249/2022","SEIAA 49 MIN 2022","Laterite Stone Quarry","SRI. UMESH SALIAN","EC Granted","EC",NA
"3038",1,"SIA/KA/MIN/404721/2022","SEIAA 468 MIN 2022","Environmental Clearance for Building Stone Quarry in 1-35 Acres of Patta Land bearing Sy. No. 77/11(P) of Mallappanahalli village in Hassan Taluk & District, Karnataka.","HASSAN SOMASHEKAR","Request for withdraw","EC",NA
"3039",2,"SIA/KA/MIN/406185/2022","SEIAA 426 MIN 2021","MANNUR SAND BLOCK NO BLY--OSB--10","KARNATAKA STATE MINERALS CORPORATION LIMITED","Delisted","EC",NA
"3040",3,"SIA/KA/MIN/423336/2023","SEIAA 170 MIN 2023","Environmental Clearance for Black Granite Quarry in 4-00 Acres of Patta Land bearing Sy. No. 247 Shivapura Village, Chamarajanagara Taluk & District, Karnataka, Sri. C. V. Nanjappa.","CHAMARAJANAGAR NANJAPPA","EC Granted","EC",NA
"3041",4,"SIA/KA/MIN/440697/2023","SEIAA 390 MIN 2023","Building Stone Quarry ""Sri. Dileep Kumar N""","NANDAKUMAR DILEEP KUMAR","EC Granted","EC",NA
"3042",9,"SIA/KA/MIN/234791/2021","SEIAA 578 MIN 2021","Building Stone Quarry","SMT. SAVITHA","EC Granted","EC",NA
"3043",1,"SIA/KA/INFRA2/438147/2023","SEIAA 153 CON  2023","Development of Residential Apartment project and Club House","VANSHIKA LIFE SPACES PRIVATE LIMITED","EC Granted","EC",NA
"3044",2,"SIA/KA/MIN/439688/2023","SEIAA 399 MIN 2023","Building Stone Quarry ""Sri. Siddangouda S Patil""","SIDDANGOWDA PATIL","EC Granted","EC",NA
"3045",3,"SIA/KA/MIN/439351/2023","SEIAA 386 MIN 2023","M/s Tarade Brothers Construction pvt ltd Sri Alam Tarde","ALAM TARADE","EC Granted","EC",NA
"3046",9,"SIA/KA/NCP/71511/2017","SEIAA 145 CON 2017","Proposed Residential Apartment project by M/s. Sumadhura Infracon Pvt Ltd. at Katha No. 1087, Sy. No 10/2 at Hoodi Village, Krishnarajapuram Hobli, Bangalore East Taluk, Bangalore Urban District","M/S. SUMADHURA INFRACON PVT LTD","EC Granted","EC",NA
"3047",10,"SIA/KA/MIN/257763/2022","SEIAA 72 MIN 2022","Building Stone Quarry” of Sri. Parikshit N Nayak","PARIKSHIT NAYAK","EC Granted","EC",NA
"3048",1,"SIA/KA/MIN/414887/2023","SEIAA 38 MIN 2023","“Building Stone Quarry” of Smt. Thangamani","THANGAMANI","EC Granted","EC",NA
"3049",7,"SIA/KA/MIN/424627/2023","SEIAA 181 MIN 2023","“Building Stone Quarry” of Sri. K.S. Venkataswamy","KSHETRANAHALLI VENKATASWAMY","EC Granted","EC",NA
"3050",8,"SIA/KA/MIN/440298/2023","SEIAA 419 MIN 2023","M/S  NJG STONES SRI SANTHOSH KUMAR M V","NJG STONES","EC Granted","EC",NA
"3051",9,"SIA/KA/MIN/442773/2023","SEIAA 421 MIN 2023","Ordinary Sand Quarry ""Sri. Goudappa D. Patil""","GOUDAPPA PATIL","EC Granted","EC",NA
"3052",10,"SIA/KA/MIN/166890/2020","SEIAA 283 MIN 2020","M-Sand Quarry (Building Stone)","SRI. K.S. SHANTHEGOWDA","Delisted","EC",NA
"3053",1,"SIA/KA/MIN/4208/2015","SEIAA 1471 MIN 2015","PINK GRANITE QUARRY Q.L.NO.769","REKHAPPA RATHOD","EC Granted","EC",NA
"3054",2,"SIA/KA/MIN/2052/2015","SEIAA 1130 MIN 2015","“Black Granite Quarry” of  Sri K. Jayaram at  Sy.No.695 ,  Maralebekuppe Village,  Kankapura Taluk, Ramanagara District,  Karnataka 3-00","K JAYARAM","EC Granted","EC",NA
"3055",6,"SIA/KA/MIN/404172/2022","SEIAA 417 MIN 2021","RAJOLLI SAND BLOCK","THE HUTTI GOLD MINES COMPANY LIMITED","EC Granted","EC",NA
"3056",7,"SIA/KA/MIN/405112/2022","SEIAA 472 MIN 2022","Environmental Clearance for Building Stone Quarry in 3-10 Acres of Patta Land bearing Sy. No. 226 (Part) of Mugalihal village in Savadatti Taluk & Belagavi District, Karnataka. (Shree Vijaya Minerals)","SHREE VIJAY MINERALS","EC Granted","EC",NA
"3057",8,"SIA/KA/MIN/427861/2023","SEIAA 203 MIN 2023","Environmental Clearance for Building Stone Quarry in 2-00 Acres of Govt. Gayarana Land bearing Sy. No. 269 of Kodni village in Nippani Taluk, Belagavi District, Karnataka, Sri. S. M. Autade Pvt. Ltd..","SHRI S M AUTADE PRIVATE LIMITED","EC Granted","EC",NA
"3058",9,"SIA/KA/INFRA2/412100/2022","SEIAA 72 CON 2022","Proposed Expansion & Modification of Residential Apartment","M/S. GODREJ PROPERTIES LTD","EC Granted","EC",NA
"3059",10,"SIA/KA/INFRA2/432924/2023","SEIAA 40 IND 2021","Setting up of Integrated Municipal Solid Waste Management Processing and Disposal Facility","MADIKERICMC","Pending at PP due to eds","EC",NA
"3060",1,"SIA/KA/MIN/266296/2022","SEIAA 171 MIN 2022","Building Stone Quarry","SRI. JAMALUDDIN","EC Granted","EC",NA
"3061",3,"SIA/KA/MIN/144775/2020","SEIAA 93 MIN 2020","“Building Stone Quarry” of  M/s Dilip Buildcon Limited","M/S DILIP BUILDCON LIMITED","EC Granted - Processed offline","EC",NA
"3062",4,"SIA/KA/MIN/129571/2019","SEIAA 808 MIN 2019","“Building Stone Quarry” of K Y Nanjegowda","K Y   NANJEGOWDA","Delisted","EC",NA
"3063",7,"SIA/KA/MIS/241867/2021","SEIAA 147 CON 2021","Development of Residential Apartment","M/S. SAI KIRAN CONSTRUCTIONS","EC Granted","EC",NA
"3064",8,"SIA/KA/MIN/283362/2022","SEIAA 326 MIN 2022","Building Stone Quarry","SRI. SHANTAGOUDA S. PATIL","EC Granted","EC",NA
"3065",9,"SIA/KA/MIN/404173/2022","SEIAA 450 MIN 2022","“Building Stone Quarry” of Sri. C S Narayana","CHIKKAHARA NAHALLI NARAYANA","EC Granted","EC",NA
"3066",10,"SIA/KA/MIN/404009/2022","SEIAA 492 MIN 2022","Ornamental Stone (Black Granite) Quarry","SHAHNAZ BEGUM","Pending at PP due to eds","EC",NA
"3067",4,"SIA/KA/MIN/55222/2016","SEIAA 168 MIN 2016","REMOVAL OF SAND BAR IN KAVERI RIVER DEGGANAHALLI BLOCK NO 6","DISTRICT SAND MONITORING COMMITTEE","Rejection Letter Granted","EC",NA
"3068",5,"SIA/KA/MIN/3678/2015","SEIAA 1344 MIN 2015","Building Stone Quarry","JMC KMC JV","EC Granted","EC",NA
"3069",3,"SIA/KA/INFRA2/420800/2023","SEIAA 61 CON 2023","Construction of Residential Apartment & Commercial Building ""DS MAX SKY SAMURAI"" by M/s. DS MAX PROPERTIES PVT. LTD","DS-MAX PROPERTIES PRIVATE LIMITED","EC Granted","EC",NA
"3070",4,"SIA/KA/MIN/443453/2023","SEIAA 427 MIN 2023","Building Stone Quarry","CHENNAVEERAPPA VEERANNA","Pending at PP due to eds","EC",NA
"3071",5,"SIA/KA/INFRA2/444337/2023","SEIAA 185 CON 2023","Sattva Residential Row Houses","SATTVA RESI PRIVATE LIMITED","EC Granted","EC",NA
"3072",6,"SIA/KA/MIN/439106/2023","SEIAA 351 MIN 2023","Building Stone Quarry ""Sri. B. K. Prabhakar""","BANAKALAKERE PRABAKAR","EC Granted","EC",NA
"3073",1,"SIA/KA/MIN/417154/2023","SEIAA 110 MIN 2023","Building Stone Quarry ( Manual Mining) by Sri. Nagesh","NAGESH","EC Granted","EC",NA
"3074",3,"SIA/KA/MIN/68389/2017","SEIAA 54 MIN 2017","Kalingeri Building Stone quarry of K.Rajesh","KALINGERI BUILDING STONE QUARRY OF K RAJESH","EC Granted","EC",NA
"3075",4,"SIA/KA/MIN/277428/2022","SEIAA 269 MIN 2022","“Building Stone Quarry” of  M/s. M N Stone Crushers, Prop. Sri. Girisha","M N STONE CRUSHER","EC Granted","EC",NA
"3076",5,"SIA/KA/MIN/277172/2022","SEIAA 265 MIN 2022","“Building Stone Quarry” of Sri Krishnadas T.C,","KRISHNADAS THAYYULLATHIL","EC Granted","EC",NA
"3077",6,"SIA/KA/MIN/2680/2015","SEIAA 1206 MIN 2015","“Shahabad Stone Quarry” of  Sri. Hanumayya at Kontanapalli Village, Sedam Taluk, Kalburgi District,","SRI HANUMAYYA","EC Granted","EC",NA
"3078",7,"SIA/KA/NCP/59111/2016","SEIAA 143 CON 2016","Proposed to Construct a new Residential Apartment with 417 units having a Built up area 66937.17 Sq m","ARVIND INFRASTRUCTURE LIMITED","EC Granted","EC",NA
"3079",8,"SIA/KA/NCP/62993/2017","SEIAA 34 CON 2017","construction of Residential apartment of M/s. Ozone Urbana Infra  Developers Pvt Ltd at Sy.No.95,94/2,94/3 and 131 of  Kannamangala Village and Sy No 13 of Pujanahalli Village, Kasaba Hobali, Devanahalli  Taluk,  Bangalore Rural District","OZONE URBANA INFRA DEVELOPERS PVT LTD","EC Granted","EC",NA
"3080",1,"SIA/KA/INFRA2/436048/2023","","Expansion of Composite Housing Scheme, Suryanagar Phase - II by Karnataka Housing Board","PROPOSED COMPOSITE HOUSING SCHEME - SURYANAGAR PHASE II BY KARNATAKA HOUSING BOARD","Pending at PP due to eds","EC",NA
"3081",2,"SIA/KA/MIN/435815/2023","SEIAA 317 MIN 2023","“Building Stone Quarry” of Sri. Jayaram K S","KANIVEKOPPALU JAYARAM","EC Granted","EC",NA
"3082",3,"SIA/KA/MIN/436378/2023","SEIAA 146 MIN 2021","MUDUGAL GREY GRANITE QUARRY of Karnataka State Minerals Corporation Limited (formerly Mysore Minerals Limited).","M/S. KARNATAKA STATE MINERALS CORPORATION LIMITED","EC Granted","EC",NA
"3083",4,"SIA/KA/MIN/437118/2023","SEIAA 325 MIN 2023","Building Stone Quarry ""Sri. Nandish H. H.""","NANDISH HOOVAPPA","EC Granted","EC",NA
"3084",6,"SIA/KA/INFRA2/439128/2023","SEIAA 152 CON  2023","“Design modification of Residential Towers with Civic amenities”","MAX GLOBAL DEVELOPERS","EC Granted","EC",NA
"3085",7,"SIA/KA/MIN/438732/2023","SEIAA 462 MIN 2023","Building Stone Quarry","KAMALKISHORE HEGDE","EC Granted","EC",NA
"3086",8,"SIA/KA/MIN/438799/2023","SEIAA 476 MIN 2023","Devalapur Quartz Mine","SRI. ALLUM PRASHANT","EC Granted","EC",NA
"3087",9,"SIA/KA/MIN/234273/2021","SEIAA 606 MIN 2021","ITNAL BUILDING STONE QUARRY","SRI SRINATH S BAIRUGOL","EC Granted","EC",NA
"3088",10,"SIA/KA/INFRA2/402850/2022","SEIAA 137 CON 2022","Sports Stadium Complex","HUBBALLI DHARWAD SMART CITY LIMITED","EC Granted","EC",NA
"3089",1,"SIA/KA/MIS/68733/2020","SEIAA 125 CON 2020","Brigade Mixed Use Development","MYSORE PROJECT PRIVATE LIMITED","EC Granted","EC",NA
"3090",2,"SIA/KA/MIN/256081/2022","SEIAA 61 MIN 2022","Ornamental Stone(Pink Granite) Quarry","SRI. CHANDRASHEKAR","EC Granted","EC",NA
"3091",3,"SIA/KA/MIS/276745/2022","SEIAA 77 CON 2022","Proposed Construction of Residential Building by M/s. Shriya Anuraj Properties","SHRIYA ANURAJ PROPERTIES","EC Granted","EC",NA
"3092",5,"SIA/KA/MIN/2688/2015","SEIAA 1203 MIN 2015","“Ornamental Stone/ Multi-Colour Granite” of  Smt. Fouziya Khanum at Maniyambal village, Kanakapura Taluk Ramanagara District,","SMT FOUZIYA KHANUM","EC Granted","EC",NA
"3093",6,"SIA/KA/NCP/834/2015","SEIAA 122 CON 2015","M/s Sipani Properties Pvt Ltd","ULTRATECH ENVIRONMENTAL CONSULTANCY AND LABORATORY","EC Granted","EC",NA
"3094",7,"SIA/KA/MIN/58727/2016","","BuildingStoneQuarrying","SRI B RUDRAGOUDA","Delisted","EC",NA
"3095",8,"SIA/KA/MIN/68349/2017","SEIAA 53 MIN 2017","Kalingeri Building Stone Quarry of K. Bhaskar Kumar","K BHASKAR KUMAR","EC Granted","EC",NA
"3096",9,"SIA/KA/INFRA2/421709/2023","SEIAA 74 CON 2023","Proposed Residential Development and Clubhouse","M/S SOBHA LIMITED","EC Granted","EC",NA
"3097",10,"SIA/KA/INFRA2/441107/2023","SEIAA 175 CON  2023","Construction of Residential Apartment with Clubhouse","VAISHNO BUILDERS","EC Granted","EC",NA
"3098",1,"SIA/KA/MIN/439261/2023","SEIAA 381 MIN 2023","Building Stone Quarry","D P INFRATECH","Pending at PP due to eds","EC",NA
"3099",2,"SIA/KA/MIN/439927/2023","SEIAA 451 MIN 2023","Building Stone Quarry ""Smt. Sukhalatha H. Shetty""","SUKALATHA","EC Granted","EC",NA
"3100",3,"SIA/KA/MIN/442636/2023","SEIAA 426 MIN 2023","Multi-colour granite quarry of Sri. A. Sreenath","ADI SREENATH","EC Granted","EC",NA
"3101",9,"SIA/KA/MIN/400925/2022","SEIAA 402 MIN 2022","“Building Stone Quarry” of Sri. K. Nagaraju","KADAKOLADA NAGARAJ","EC Granted","EC",NA
"3102",10,"SIA/KA/CMIN/400993/2022","SEIAA 436 MIN 2022","Building Stone quarry","GARUDADHRI DEVELOPERS","Pending at PP due to eds","EC",NA
"3103",4,"SIA/KA/MIN/238851/2021","SEIAA 623 MIN 2021","“Building Stone Quarry” of M/s. Nandi Stone Crusher","M/S.  NANDI STONE CRUSHER","Delisted","EC",NA
"3104",5,"SIA/KA/MIN/72601/2018","SEIAA 59 MIN (VOL) 2018","IYLI GURUNATH IRON ORE MINE","RAMGAD MINERALS & MINING LTD","EC Granted","EC",NA
"3105",6,"SIA/KA/MIN/263307/2022","SEIAA 141 MIN 2022","Building Stone (M-Sand) Quarry","SHRI MAHALAXMI STONE CRUSHER","Delisted","EC",NA
"3106",8,"SIA/KA/MIN/420646/2023","SEIAA 127 MIN 2023","Environmental Clearance for Building Stone Quarry in         1-00 Acre of Patta Land bearing Sy. No. 57/1 of Nuggahalli village in Pandavapura Taluk, Mandya District, Karnataka, Sri. L. Ramalingegowda.","LINGEGOWDA RAMALINGEGOWDA","EC Granted","EC",NA
"3107",9,"SIA/KA/MIN/420419/2023","SEIAA 121 MIN 2023","“Ordinary Sand Quarry” of Sri. Nagaraj F Bhajantri","NAGARAJ BHAJANTRI","EC Granted","EC",NA
"3108",10,"SIA/KA/MIN/411904/2022","SEIAA 10 MIN 2023","“Building Stone Quarry” of Sri. V. Venkatachalam,","VADIGOUNDER VENKATACHALAM","EC Granted","EC",NA
"3109",1,"SIA/KA/MIS/104512/2019","SEIAA 70 CON 2019","Proposed Residential Tower (192 Units)","MS SNN ARJUN LLP","Delisted","EC",NA
"3110",3,"SIA/KA/IND2/206471/2021","SEIAA 21 IND 2021","Sai Nikhil Chemicals","MS SAI NIKHIL CHEMICALS","EC Granted - Processed offline","EC",NA
"3111",4,"SIA/KA/MIN/92408/2019","SEIAA 51 MIN 2019","“Building Stone Quarry” over an extent of 2-00 Acres at Sy. No.l68 in Varlakonda Village. Gudibande Taluk, Chikkaballapura","SRI  TS ASHWATHAPPA","EC Granted","EC",NA
"3112",1,"SIA/KA/MIN/244004/2021","SEIAA 658 MIN 2021","“Building Stone Quarry” of  M/s. Sanmathi Stone Crusher","M/S.  SANMATHI STONE CRUSHER","EC Granted","EC",NA
"3113",3,"SIA/KA/MIN/412804/2023","SEIAA 129 MIN 2023","Environmental Clearance for Building Stone Quarry in 3-00 Acre of Govt. Land bearing Sy. No. 404(P), Yalagalahallli Village, Chikkaballapura Taluk & Dist., Karnataka, vide QL No. 114 (Enhancement)","BYAPPAREDDY NARENDRAKUMAR","EC Granted","EC",NA
"3114",6,"SIA/KA/MIN/161247/2020","SEIAA 235 MIN 2020","ALURU BULDING STONE(M SAND) QUARRY","SRI AVINASHA S S/O SHEKAR NAIK","EC Granted - Processed offline","EC",NA
"3115",7,"SIA/KA/MIN/186552/2020","SEIAA 399 MIN 2020","Ornamental Yellow Granite Quarry","SRI. ARUMUGAM D","EC Granted - Processed offline","EC",NA
"3116",10,"SIA/KA/MIN/126206/2019","","Building Stone Quarry Project in QL 557","SRI SHIVAKUMAR","Delisted","EC",NA
"3117",1,"SIA/KA/MIN/193511/2021","SEIAA 86 MIN 2021","MADENAHALLI BUILDNG STONE QUARRY","BAGHAVATHI STONE CRUSHER, SRI RAGHAVENDRA N R S/O RAMAPPA N R","EC Granted - Processed offline","EC",NA
"3118",2,"SIA/KA/MIN/193822/2021","SEIAA 25 MIN 2021","“Building Stone Quarry” of M/s. Sri Vinayaka Rock Crystals","M/S. SRI VINAYAKA ROCK CRYSTALS","EC Granted - Processed offline","EC",NA
"3119",4,"SIA/KA/MIN/2423/2015","SEIAA 1218 MIN 2015","BUILDING STONE QUARRY","SUJAYKUMAR","EC Granted","EC",NA
"3120",5,"SIA/KA/MIN/970/2015","SEIAA 1010 MIN 2015","“Building Stone Quarry” of M/s. G.B.I. Enterprises at  Sy No: 39 (part), Kanivenarayanapura Village, Chikkaballapura Taluk, Chikkaballapura District","GBI ENTERPRISES","EC Granted","EC",NA
"3121",6,"SIA/KA/MIN/1077/2015","SEIAA 1003 MIN 2015","BUILDINGSTONEQUARRY","ASHOKA T DHUMMAL","EC Granted","EC",NA
"3122",8,"SIA/KA/INFRA2/414211/2023","SEIAA 17 CON 2023","Development of Residential Apartment including Club House","BRR HALLMARK DEVELOPERS LLP","EC Granted","EC",NA
"3123",9,"SIA/KA/MIN/442183/2023","SEIAA 411 MIN 2023","Building Stone Quarry ""Sri. B. Hanumanthappa""","BYYANNA HANUMANTHAPPA","EC Granted","EC",NA
"3124",10,"SIA/KA/MIN/440751/2023","SEIAA 387 MIN 2023","Black Granite Quarry ""M/s M. K. GRANITES Prop: Sri. Akbar Khan""","AKBAR KHAN","EC Granted","EC",NA
"3125",1,"SIA/KA/MIN/405274/2022","","Environmental Clearance for Building Stone Quarry in 4-00 Acres of Govt. Gomala Land bearing Sy. No. 19(P) of Nageshanahalli village in Koppal Taluk & District, Karnataka. (Sri. Sharanagowda)","Sharanagouda","WithdrawEC","EC",NA
"3126",2,"SIA/KA/INFRA2/405980/2022","SEIAA 161 CON 2022","Residential Group houses & Apartment  by Puravankara Limited","PURAVANKARA PROJECTS LIMITED","EC Granted","EC",NA
"3127",3,"SIA/KA/INFRA2/405909/2022","SEIAA 128 CON 2022","Legend Mixed Use Project","Legend Properties","EC Granted","EC",NA
"3128",4,"SIA/KA/INFRA2/422864/2023","SEIAA 153 CON 2022","Proposed Residential Development","PRESTIGE PROJECTS PRIVATE LIMITED","EC Granted","EC",NA
"3129",5,"SIA/KA/MIN/443411/2023","SEIAA 442 MIN 2023","“Sand Block SB-20”","VINCENT DALMEIDA","EC Granted","EC",NA
"3130",6,"SIA/KA/MIN/444335/2023","SEIAA 444 MIN 2023","Sri. Anjaneya Vajjal","ANJANEYA VAJJAL","EC Granted","EC",NA
"3131",7,"SIA/KA/MIN/41197/2016","SEIAA 42 MIN 2016","Diggi Building Stone Quarry","SUMANGALA MALLIKARJUNA","EC Granted","EC",NA
"3132",1,"SIA/KA/MIN/260562/2022","SEIAA 103 MIN 2022","“Building Stone Quarry” of Sri. Maheshappa Bommappa Gubbi","MAHESHAPPA GUBBI","EC Granted","EC",NA
"3133",3,"SIA/KA/MIN/402504/2022","SEIAA 42 MIN 2023","Building Stone Quarry of M/s. Sriram Stone Crusher","SRI RAM STONE CRUSHER","EC Granted","EC",NA
"3134",4,"SIA/KA/MIN/401441/2022","SEIAA 482 MIN 2022","GREY GRANITE QUARRY OF KALAKAPPA V. KAMBALI","KALAKAPPA","EC Granted","EC",NA
"3135",5,"SIA/KA/MIN/403581/2022","","Building stone Quarry of Sri. Hanumappa","SRI HANUMAPPA","Request for withdraw","EC",NA
"3136",6,"SIA/KA/INFRA2/421954/2023","SEIAA 27 IND 2022","Establishment of Common Bio-Medical Waste Treatment and Disposal Facility","GOSAVI HANAMANTRAO","Delisted","EC",NA
"3137",7,"SIA/KA/MIN/422357/2023","SEIAA 158 MIN 2023","“Ordinary Sand Mining” of Sri. Ranganagouda P. Goudar","RANGANAGOUDA GOUDAR","EC Granted","EC",NA
"3138",8,"SIA/KA/MIN/421975/2023","SEIAA 152 MIN 2023","“Laterite Stone Quarry” of M/s. S S Minerals","S S MINERALS","EC Granted","EC",NA
"3139",9,"SIA/KA/MIN/421372/2023","SEIAA 146 MIN 2023","Expansion of Environmental Clearance for Building Stone Quarry in 3-00 Acres of Govt. Revenue Land bearing Sy. No. 71 of Doddabbigere village in Channagiri Taluk, Davanagere District, Karnataka, vide Operating (QL No. 89),Sri. Praveen Kumar M. V.","MADAL PRAVEENKUMAR","EC Granted","EC",NA
"3140",10,"SIA/KA/MIN/422465/2023","SEIAA 160 MIN 2023","Environmental Clearance for Green Granite Quarry in 1-10 Acres of Patta Land bearing Sy. No. 329/7, Markuli Village, Hassan Taluk & District, Karnataka, Sri. H. S. Abdul Hafeez Sayeed.","HASSAN SHEIK SAYEED","EC Granted","EC",NA
"3141",1,"SIA/KA/MIS/240342/2021","SEIAA 141 CON 2021","Siemens Healthineers Campus Project","M/S. SIEMENS HEALTHCARE PVT. LTD.,","EC Granted","EC",NA
"3142",2,"SIA/KA/MIN/248686/2021","SEIAA 01 MIN 2022","Building Stone Quarry","HOSAKOTE KOPPALU SWAMY","EC Granted","EC",NA
"3143",3,"SIA/KA/MIN/268836/2022","SEIAA 191 MIN 2022","“Pink Granite Quarry” of M/s Shashikiran Granites","VENKATESH TANGADAGI","Delisted","EC",NA
"3144",4,"SIA/KA/MIS/268854/2022","SEIAA 49 CON 2022","Proposed Commercial / Residential Apartment Building by M/s. Bindu Infrastructure","BINDU INFRASTRUCTURE","EC Granted","EC",NA
"3145",5,"SIA/KA/MIN/265096/2022","SEIAA 161 MIN 2022","Building Stone Quarry","SRI. PARASURAM R. MADARI","EC Granted","EC",NA
"3146",7,"SIA/KA/MIN/428268/2023","SEIAA 217 MIN 2023","Environmental Clearance for Building Stone Quarry in 2-00 Acres of Govt. Land bearing Sy. No. 38 of Melina Kuruvalli village in Thirthahalli Taluk, Shivamogga District, Karnataka,","KURUVALLI VASANTH KUMAR","EC Granted","EC",NA
"3147",1,"SIA/KA/IND3/248538/2021","SEIAA 02 IND 2022","Vemana Organics and Food LLP","PASHAMYLARAM COMMON INFRASTRUCTURE PVT LTD","EC Granted","EC",NA
"3148",3,"SIA/KA/MIS/269101/2022","","Proposed Commercial, MLCP cum Residential Project - “PRISTINE”","N. SUBBAN SHIVA RAO","Request for withdraw","EC",NA
"3149",4,"SIA/KA/MIN/290404/2022","SEIAA 378 MIN 2022","Buildinng Stone Quarry","SRI. BASAVENNAPPA T GOKUL","EC Granted","EC",NA
"3150",5,"SIA/KA/MIN/412846/2023","SEIAA 85 MIN 2020","Ordinary River Sand Block (Block No. 2) 12-00 Acres In Tunga River Bed Adj. To Sy. No. 17, Dabbanagadde Village Thirthahalli Taluk, Shivamogga District Karnataka, India, (Sri. P. Venugopal).","SRI. P VENUGOPAL","EC Granted","EC",NA
"3151",6,"SIA/KA/IND1/413515/2023","SEIAA 08 IND 2022","Environmental Clearance for the Proposed Mineral Beneficiation Plant, in an industrially converted Patta (Private) Land, over an extent of 25-00 Acres, in Sy. No. 178/2 & 178/4, Sanklapura Village, Hosapete Taluk, Vijayanagara District, Karnataka.(M/s. Star Minerals)","STAR MINERALS","EC Granted","EC",NA
"3152",7,"SIA/KA/MIN/430968/2023","SEIAA 236 MIN 2023","Building Stone Quarry M/s Venkateshwara Stone Crusher Mg. Partner: Sri. Papa Rao","SRI VENKATESHWARA STONE CRUSHER","Pending at PP due to eds","EC",NA
"3153",8,"SIA/KA/MIN/431491/2023","SEIAA 239 MIN 2023","Building Stone Quarry M/s Valli Murga Industries Private Ltd. Partner: Sri. Kumar Mallikarjun Hugar & Sri. N.J. Sushrutha Upparige","VALLI MURUGA INDUSTRIES PRIVATE LIMITED","EC Granted","EC",NA
"3154",9,"SIA/KA/MIN/432434/2023","SEIAA 253 MIN 2023","“Building Stone Quarry ” of Sri. Manohar K Yadav","MANOHAR YADAV","Pending at PP due to eds","EC",NA
