"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"660","SIA/BR/MIN/135725/2020","","CHHAWRA DANO - PIPRA BALU GHAT (TIYAR RIVER), APPLICANT- MR. VINAY KUMAR, AREA- 1.00 HA.,  KHATA NO.- 37, PLOT NO.- 241, 242; DIST.- EAST CHAMPARAN","MOTIHARI SAND DEPOSIT OF EAST CHAMPARAN, BIHAR,  APPLICANT- SHRI VINAY KUMAR","Delisted","EC",NA
"661","SIA/BR/MIN/33778/2019","","Proposed Sand Mining Project of Area 4.82 Ha at Ahirauli Ghat on Ganga River of District-Buxar of State-Bihar","MS KATYAYNI CONTRACTORS PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"662","SIA/BR/MIN/33992/2019","","Lachhminiya Sand Ghat on Saptgandhi River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"663","SIA/BR/NCP/87130/2018","SIA/8(a)/606/19","Proposed Officers Quarters in Officers Enclave on Plot No. C of Gardanibagh Housing Development at Patna","BUILDING CONSTRUCTION DEPARTMENT","Delisted","EC",NA
"664","SIA/BR/MIN/162288/2020","","BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT III MAUZA PASHURAMPUR PARASI KALER ARWAL AREA 2.72 Ac 1.10 Ha","BRICK EARTH MINING PROJECT FOR M/S BIHAR INT UDYOG UNIT- III PROP MD MANWER ALAM","Delisted","EC",NA
"665","SIA/BR/MIN/129863/2019","","Sand Mining Project at Pachhnor  Sand Ghat (4.80 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar","NAVEENKUMAR SITAMARHI","Delisted","EC",NA
"666","SIA/BR/MIN/71231/2017","","Sand Mining Project at Barkail Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"667","SIA/BR/MIN/32722/2015","SIA/1(a)/59/2015","Soil Mining Project of Prop.- Sri Vinod Kumar Singh","VINOD KUMAR SINGH","Delisted","EC",NA
"668","SIA/BR/NCP/71970/2017","","Proposed “Harinagar Group Housing” near AIIMS, NH-98 Bhusaula Danapur & Mohammadpur Korji, P.S.- Phulwarisharif, District- Patna, Bihar by M/s Balprada Built Pvt. Ltd","BALPRADA BUILT PRIVATE LIMITED","Delisted","EC",NA
"669","SIA/BR/MIS/155013/2020","SIA/8(a)/1029/20","Lakshmi height","M/S GRIH LAKSHMI CONSTRUCTION PVT LTD","EC Granted","EC",NA
"670","SIA/BR/MIN/65392/2017","SIA/1(a)/519/17","Sand Mining Project at Siinghapur Sand Ghat on Morhar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"671","SIA/BR/MIN/133715/2019","","Proposed Brick Earth Mining Project of Area 4.74Acres or 1.91 Hectare for M/s Shiv Shankar Int Udyog at Mauza-Gorakhari, P.O- Gorakhari, P.S – Bikram, Block- Bikram, District- Patna, State – Bihar","M/S SHIV SHANKAR INT UDYOG","Delisted","EC",NA
"672","SIA/BR/MIS/167660/2020","SIA/8(a)/1239/2020","Proposed Commercial cum Residential Building at Mauza- Chitkohra, Saritabad, Patna, Bihar by Aparna architect & associate","APARNA ARCHITECT & ASSOCIATE","EC Granted","EC",NA
"673","SIA/BR/IND2/47625/2019","SIA/5(g)/863/19","M/s Eastern India Biofuels Pvt. Ltd. (EIBPL)","EASTERN INDIA BIOFUELS PRIVATE LIMITED","EC Granted","EC",NA
"674","SIA/BR/MIN/132735/2019","","Aarya Bricks","AARYA BRICKS","Delisted","EC",NA
"675","SIA/BR/MIN/134615/2020","","Brick Earth Mining Project at Village- Baijnathpur, P.O- Chandwar, P.S- Aurai, District- Muzaffarpur (Bihar)","M/S JALPA JI INT UDYOG","Delisted","EC",NA
"676","SIA/BR/MIN/136505/2020","","Proposed Brick Earth Mining Project of Area 3.85 Acres or 1.55 Hectare for M/S Shivam Int Udyog at Mauza- Mahishar, P.O- Jakhar, P.S- Rosera, Block- Shivajinagar, District- Samastipur, State – Bihar","M/S SHIVAMINTUDYOG","Delisted","EC",NA
"677","SIA/BR/MIN/143936/2020","","BRICK EARTH MINING PROJECT FOR M/S PREET INT UDYOG MAUZA BAJPATTI ABIDPUR BAJPATTI SITAMARHI AREA 3.06","M/S PREET INT UDYOG PROP BIJENDRA KUMAR AREA 3.06","Delisted","EC",NA
"678","SIA/BR/MIN/48919/2016","","River Sand (Minor Mineral) Mining Project for Manhatha Ghat (157140 TPA), Area 7.76 ha, 
in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"679","SIA/BR/MIN/144846/2020","","BRICK EARTH MINING PROJECT FOR M/S JAY BRICKS WORKS MAUZA JAGARNATHPUR HATHAURI BOCHAHAN MUZAFFARPUR AREA 2.83 Ac","M/S JAY BRICKS WORKS PROP SHASHI BHUSHAN KUMAR","Delisted","EC",NA
"680","SIA/BR/MIN/162925/2020","","Brick Kiln Soil Mining Project","JAI GURU BRICKS","Delisted","EC",NA
"681","SIA/BR/IND/19030/2016","SIA/3(a)/220/16","Balmukund Concast Ltd (Expansion Project)","BALMUKUND CONCAST LIMITED","EC Granted","EC",NA
"682","SIA/BR/MIN/31242/2015","3502","BRICK CLAY MINING PROJECT-PRINCE BRICKS-B2","SHIVAM BRICKS","Delisted","EC",NA
"683","SIA/BR/MIN/136820/2020","","BRICK EARTH MINING PROJECT FOR M/S. A X BRICKS, MAUZA- BRINDAVAN, THAWE, DISTRICT- GOPALGANJ, AREA- 3.42 Ac, 1.38 Ha","M/S. A X BRICKS, PROP- AMIR ALAM, MAUZA-NASIR CHHAPRA","Delisted","EC",NA
"684","SIA/BR/MIN/136832/2020","","M/S S R CHIMNEY UDYOG","M/S S R CHIMNEY UDYOG","Delisted","EC",NA
"685","SIA/BR/MIN/167200/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA RAHIYAR KAUNCHI","BSCPL INFRASTRUCTURE LTD MAZUA RAHIYAR KUANCHI","Delisted","EC",NA
"686","SIA/BR/MIN/31801/2019","","Sand mining project at Terahrasia ghat on Ganga river over an area of 24 ha in dist. Vaishali, Bihar","BANSHIDHAR CONSTRUCTION PRIVATE LIMITED","Delisted","EC",NA
"687","SIA/BR/MIN/147677/2020","","Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/S Nutan Int Udyog at Mauza- Nimaithi, P.S-+ Block: Baheri District- Darbhanga, State – Bihar","M/S NUTAN INT UDYOG","Delisted","EC",NA
"688","SIA/BR/MIN/129865/2019","","Sand Mining Project at  Gmhariya  Sand Ghat (4.70 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar","NAVEENKUMAR SITAMARHI","Delisted","EC",NA
"689","SIA/BR/MIN/60635/2016","SIA/1(a)/377/16","Sand mining Ghat, New Haripur Ghat","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"690","SIA/BR/MIN/33988/2019","","Proposed Sand Mining Project of area 3.0 ha at Rahicha Kabirpur  Ghat on Sakari River of District- Sheikhpura of State-Bihar.","MS KATYAYNI CONTRACTORS PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"691","SIA/BR/MIN/31507/2015","SIA/1(a)/22/2015","M/s Kalawati Bricks Company","SURESH KUMAR MEGHANI","Delisted","EC",NA
"692","SIA/BR/MIN/31558/2015","SIA/1(a)/27/2015","BRICK CLAY MINING PROJECT- S.S.D INT UDYOG","SSD INT UDYOG","Delisted","EC",NA
"693","SIA/BR/MIN/74975/2018","SIA/1(a)/527/18","Proposed  Stone  Mining  Project  at  Village:  Barari,   District:   Shekhpura, State: Bihar","NATRAJ ENGINEERS PVT. LTD","Delisted","EC",NA
"694","SIA/BR/MIN/69939/2017","","Proposed Sand Mining Project at Imaliachak Sand Ghat on Falgu River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"695","SIA/BR/MIS/70669/2021","SIA/8(b)/1851/2021","BIHAR ANIMAL SCIENCES UNIVERSITY (BASU) AT PATNA, BIHAR","BIHAR ANIMAL SCIENCES UNIVERSITY (BASU)","EC Granted","EC",NA
"696","SIA/BR/MIN/49347/2020","Please upload approved mining plan.","","MS BALAJIENTERPRISES","Delisted","EC",NA
"697","SIA/BR/MIN/137606/2020","","Brick Earth Mining Project M/s Sona Bricks","RAJESH KUMAR BHAGALPUR","Delisted","EC",NA
"698","SIA/BR/MIN/145793/2020","","BRICK EARTH MINING PROJECT FOR M/S PMB EET UDYOG MAUZA DUMRANWAN","M/S P M B EET UDYOG PROP SUVELAL PRASAD","Delisted","EC",NA
"699","SIA/BR/MIN/147267/2020","","Brick Earth Mining Project at Village- Hariharpur Lalgarh, P.O- Hariharpur Lalgarh, P.S- Barharia, District- Siwan (Bihar)","M/S SIR INT UDYOG","Delisted","EC",NA
"700","SIA/BR/INFRA2/423072/2023","SIA/8(a)/2344/2023","Proposed Residential Building “Khajpura Garden City, Phase II” at  Khajpura, Patna","LUV KUSH HOMES AND CONSTRUCTIONS PRIVATE LIMITED","EC Granted","EC",NA
"701","SIA/BR/IND/37807/2017","","M/s Rock Hill Hi-Tech Cement Pvt. Ltd.","ROCK HILL HITECH CEMENT PVT LTD","Delisted","EC",NA
"702","SIA/BR/MIN/129833/2019","","Sand Mining Project at Runnisaidpur   Sand Ghat (4.80 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar","NAVEENKUMAR SITAMARHI","Delisted","EC",NA
"703","SIA/BR/MIN/130384/2019","","Proposed Brick Earth Mining Project of Area 1.27 Hectare Or 3.15 Acer M/S Shiva Int Udyog at Village - Shampur, P.S + Block- Majhaulia, District- West Champaran, State - Bihar","M/S SHIVA INT UDYOG","Delisted","EC",NA
"704","SIA/BR/MIN/30748/2015","3496","Brick Clay Mining - M/s D.K Bricks - B2","D K BRICKS","Delisted","EC",NA
"705","SIA/BR/MIN/60619/2016","SIA/1(a)/372/16","Proposed Sand Mining Project of Area 15 Ha at Nayagaon Rajapur Ghat on Ganga
River of District- Saran of State- Bihar","BROADSON COMODITIES PVT LTD","Delisted","EC",NA
"706","SIA/BR/MIN/136312/2020","","Brick Earth Mining Project at Village- Maujipur, P.O- Nadithana, P.S - Nadithana, District-Patna(Bihar)","M/S RADHA BRICKS","Delisted","EC",NA
"707","SIA/BR/MIN/128524/2019","","Jujharpur M/S KUMAR BRICKS Earth Mining Project, For Production Capacity - 5454.54 TPA, Area-1.17ha (2.90Ac), Thana no-128, Khata no-262. Plot no.-510,512, under Lanka Karchuara Gram Panchayat, Mauza-","M/S KUMAR BRICKS","Delisted","EC",NA
"708","SIA/BR/MIN/130169/2019","","MOHANPUR M/s- DADA INT UDYOG Project, For Production Capacity – 9557.1 TPA, Area-2.5ha (5.6 Ac.), Thana no- 194, Khata no- 7/110 Plot no.- 01/240. Mauza- Mohanpur, P.S.-Morkahi, Circle- Alauli, Distri","M/S DADA INT UDYOG","Delisted","EC",NA
"709","SIA/BR/MIN/130584/2019","","Brick  Earth  Mining Project  for  M/s Guru Kripa  Bricks","M/S GURU KRIPA BRICKS","Delisted","EC",NA
"710","SIA/BR/MIN/134328/2019","","ASTHA  GOLD BRICKS","M/S ASTHA  GOLD BRICKS","Delisted","EC",NA
"711","SIA/BR/IND2/227034/2021","SIA/5(g)/1653/2021","Newgen Biofuel Pvt. Ltd. (NBPL)","NEWGEN BIOFUEL PVT LTD","EC Granted","EC",NA
"712","SIA/BR/MIN/134008/2019","","BRICK EARTH MINING PROJECT FOR M/S. PRASAD BRICKS INDUSTRIES, AT THANA NO. 390 & 392, MAUZA PHULWARIA & HARPURPARI, P.S PHULWARIA, CIRCLE TEGHARA, DISTRICT- BEGUSARAI, AREA 2.44 Ac, 0.98 Ha","M/S. PRASAD BRICKS INDUSTRIES, PROP- VIKASH KUMAR","Delisted","EC",NA
"713","SIA/BR/MIN/136830/2020","","Brick Earth Mining Project at Village- Chatanwar, P.O- Chatanwar , P.S - Krishna Braham, District-Buxar(Bihar)","M/S- PRADHAN INT BHATTA UDYOG","Delisted","EC",NA
"714","SIA/BR/MIN/130425/2019","","Soil Mining Project of Area 12.00 Acres or 4.858 Hectare for Bishwa Raman Kumar Singh at Mauza-Barauni Malhipur, P.O- Malhipur (BTPF), P.S- Teghra, Block- Barauni, District- Begusarai, State- Bihar","BISHWA RAMAN KUMAR SINGH","Delisted","EC",NA
"715","SIA/BR/MIN/140880/2020","","Brick Earth Mining Project of Area 4.18 Acres or 1.69 Hectare M/s Rakesh Bricks at Mauza- Senuaria, P.S- Inarwa, Block- Mainatand, District-West Champaran, State - Bihar","M/S RAKESH INT UDYOG","Delisted","EC",NA
"716","SIA/BR/INFRA2/429806/2023","","Proposed Residential Cum Commercial Building “Green Meadows” at Mustafapur, Patna, Bihar","YASH RAJ BUILDERS AND PROMOTERS PRIVATE LIMITED","Under examination of SEIAA","EC",NA
"717","SIA/BR/MIN/429676/2023","SIA/1(a)/2053/2022","Proposed Sand Mining Project of Area 86.85 Ha at Aurangabad Ghat 04 on Sone River of District-Aurangabad State-Bihar.","RANGESH GAUTAM","Agenda Uploaded by SEAC","EC",NA
"718","SIA/BR/MIN/137403/2020","","BRICK EARTH MINING PROJECT FOR M/S SAINIK INT BHATTA AREA 3.44 Ac 1.39 Ha","M/S SAINIK INT BHATTA PROP RAM PHAL SINGH","Delisted","EC",NA
"719","SIA/BR/MIN/71319/2017","","Sand Mining Project at Pateya Sand  Ghat on Dhadhar River Anchal- Fathpur, Dist- Gaya, Bihar","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"720","SIA/BR/MIN/31828/2015","","","BHAIRAV RAI","Delisted","EC",NA
"721","SIA/BR/NCP/62326/2017","SIA/8(a)/445/17","“ SS METRO MALL CUM MULTIPLEX & RESIDENTIAL COMPLEX ”
Developer : M/s S.D – S.D & P. Pvt. Ltd. (J.V.)","S D S D AND P PVT LTD","EC Granted","EC",NA
"722","SIA/BR/MIN/30872/2019","SIA/1(a)/625/19","sand mining project at Amnabad ghat 1 on Son river over an area of 24.8 ha in dist. Patna, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"723","SIA/BR/MIN/132362/2019","","M/s. INDIA BRICKS Project, For Production Capacity – 4495.5 cum (or 6293.7 TPA), Area-1.35Ha  (3.34 Ac), Thana No.- 139, Khata No. 120 & 121. Plot No. 143, 158, 896 & 723. P.S. + Circle - Naubatpur, D","SUDAMA PRASAD","Delisted","EC",NA
"724","SIA/BR/MIN/138178/2020","","BRICK EARTH MINING PROJECT FOR MAUZA MANDACHH, TELHARA, EKANGARSARAI, DISTRICT NALANDA, AREA 3.33 Ac 1.34 Ha","M/S SHUBHAM INT UDYOG PROP RAVI RANJAN KUMAR NIRALA","Delisted","EC",NA
"725","SIA/BR/MIN/141027/2020","","ORDINARY CLAY MINING PROJECT FOR MAUZA HATHAURI HAYAGHAT BAHERI DARBHANGA AREA 9.87 Ac 3.99 Ha","BSCPL INFRASTRUCTURE LTD. MAUZA HATHAURI AREA 9.87 AC","Delisted","EC",NA
"726","SIA/BR/MIN/144006/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA JAGMOHRA AREA 5.58 AC","Delisted","EC",NA
"727","SIA/BR/MIN/60592/2016","SIA/1(a)/369/16","Proposed Sand Mining Project of Ghenghta Pachmi Telpa Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"728","SIA/BR/MIS/135121/2020","SIA/8(a)/987/2020","M/s Surya Nestbuild Limited","M/S SURYA NESTBUILD LIMITED","EC Granted","EC",NA
"729","SIA/BR/IND1/431534/2023","SIA/3(a)/2048/2022","PROPOSED METALLURGICAL PROJECT OF “KAALENDI VENTURES L.L.P” MAUZA: - KHIRODHARPUR, TEHSIL: - FATUHA, DISTRICT: -PATNA, STATE: - BIHAR; BY M/S KAALENDI VENTURES L.L.P. (EXITING PRODUCTION CAPACITY MS PIPE (TUBE) – 60,000 TPA, SHUTTER PROFILE – 30,000 TPA, PROPOSED AFTER MODIFICATION / EXPANSION  CAPACITY OF MS PIPE (TUBE)- 80,000 TPA, SHUTTER PROFILE- 32,000 TPA, TMT BAR – 68,000 TPA, MS BILLET- 90,000 TPA).","KAALENDI VENTURES LLP","Agenda Uploaded by SEAC","EC",NA
"730","SIA/BR/MIN/41143/2019","SIA/1(a)/570/18","Charghara & Amba Sand Ghat Mining Project","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"731","SIA/BR/MIS/86089/2018","SIA/8(a)/599/18","Dr A P J Abdul Kalam Science City","FLYING ELEPHANT STUDIO","EC Granted","EC",NA
"732","SIA/BR/MIN/30328/2015","3441","Brick Clay Mining Project- Balmiki Int Udyog","BALMIKI INT UDYOG","Delisted","EC",NA
"733","SIA/BR/MIN/143960/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA CHHATAUNI AREA 7.87 AC","Delisted","EC",NA
"734","SIA/BR/MIN/144018/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA SANTOKH BISHUNPUR AREA 9.70 AC","Delisted","EC",NA
"735","SIA/BR/IND/19053/2015","SIA/3(b)/455/17","Shree Balajee Cement Industries Pvt Ltd","SHREE BALAJEE CEMENT INDUSTRIES PVT LTD","EC Granted","EC",NA
"736","SIA/BR/MIN/134667/2020","","SINGHWAHINI M/S SAH INT UDYOG project, for   Production Capacity 5361.30 TPA, Mine Area, 2.86 Acres (1.15 Ha), bearing Revenue Thana No.-63, Khata No.- 135 & 228, Plot No.- 5491, 5504 & 5494 Mauza- Si","M/S SAH INT UDYOG PART DEVENDRA SAH AND VIJAY SAH","Delisted","EC",NA
"737","SIA/BR/NCP/78299/2018","SIA/8(a)/567/18","Upgradation of A.N. Magadh Medical College & Hospital M/s Central Public Works Department (CPWD)","CENTRAL PUBLIC WORKS DEPARTMENT","EC Granted","EC",NA
"738","SIA/BR/MIN/132584/2019","","Proposed Brick Earth Mining Project of Area 5.00 Acres or 2.02 Hectare for M/s Radha Bricks at Mauza- Saidpur P.O- Karauta , P.S – Salimpur, Block- Bakhtiyarpur, District- Patna, State - Bihar","M/S RADHABRICKS","Delisted","EC",NA
"739","SIA/BR/MIN/31049/2015","3492","BRICK CLAY MINING-MAHAL INT UDYOG-B2","MAHAL INT UDYOG","Delisted","EC",NA
"740","SIA/BR/MIN/128330/2019","","M/s Subhash Bricks","M/S SUBHASH BRICKS","Delisted","EC",NA
"741","SIA/BR/MIN/139756/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUTURE LTD. MAUZA DIGHARI MANSI CHAUTHAM KHAGARIA","BSCPL INFRASTRUCTURE LTD. MAUZA DIGHARI AREA 11.00 AC","Delisted","EC",NA
"742","SIA/BR/MIN/144479/2020","","Soil Mining project at Village- Bojhwa & Dhanpur, Post- Bhatta, P.S- Kashichak, District- Nawada(Bihar)","M/S- RAM KRIPAL SINGH CONST. PVT. LTD.","Delisted","EC",NA
"743","SIA/BR/MIN/132131/2019","","Pali  M/S –RANJANA ENTERPRISES  Earth Mining Project Mauza- Pali, Thana No.- 156, Khata No.- 371, 222, 134, Plot No.- 1715, 1717, 1835, 922, 946, 1868, 1807.,Area-1.01 ha or (2.52 Ac) For production c","M/S RANJANA ENTERPRISES RAMRAJ SHARMA","Delisted","EC",NA
"744","SIA/BR/MIN/147251/2020","","Brick Earth Mining Project at Village- Navtoli, P.O- Auraha, P.S- Laukahi, District- Madhubani(Bihar)","M/S AMAN INT UDYOG","Delisted","EC",NA
"745","SIA/BR/MIS/127441/2019","SIA/8(a)/699/19","IOB Galaxy Building","MS ASHIRWAD ENGICON PRIVATE LIMITED","EC Granted","EC",NA
"746","SIA/BR/MIN/430526/2023","SIA/1(a)/2052/2022","Sand Mining Project on Sone River at Aurangabad Ghat 21, of District - Aurangabad, State-Bihar.","BABITA SINHA","Agenda Uploaded by SEAC","EC",NA
"747","SIA/BR/MIN/136861/2020","","Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre M/s Bidhata Bricks at Mauza + P.O - Pipra Pakri, P.S- Muffashil Bettiah, Block- Bettiah, District- West Champaran, State - Bihar","M/S BIDHATA BRICKS","Delisted","EC",NA
"748","SIA/BR/MIN/25920/2017","SIA/1(a)/344/16","Nalanda Sand Blocks (Stretch I Block II)","MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"749","SIA/BR/MIN/131978/2019","","Proposed Brick Earth Mining","MS HARI INT UDYOG","Delisted","EC",NA
"750","SIA/BR/MIN/30922/2019","SIA/1(a)/548/18","Garhi Bisanpur Sand Ghat Mining Project of Area 24.0 Ha District Lakhisarai Bihar on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"751","SIA/BR/MIN/138826/2020","","Ordinary clay bscpl infrastructure mauza khirniya , mansi, Khagaria","BSCPL INFRASTRUCTURE LTD. MAUZA KHIRNIYA AREA 12.21 AC 4.94 HA","Delisted","EC",NA
"752","SIA/BR/MIN/149149/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUAZA PARWANA","BSCPL INFRASTRUCTURE LTD MAUZA PARWANA AREA 12.34 AC","Delisted","EC",NA
"753","SIA/BR/MIN/154309/2020","","Brick Clay Mining","M/S BSCPL INFRASTRUCTURE LTD.","Delisted","EC",NA
"754","SIA/BR/MIN/60746/2016","SIA/1(a)/393/16","Sand Mining Project at Mokama & Chintamanichak Ghat on River Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"755","SIA/BR/MIN/137379/2020","","Brick Earth Mining Project of Area 4.37 Acres or 1.77 Hectare for M/s RCM Bricks at Vill/Mauza- Matior, P.S- Patauri, Block- Mohanpur, District- Samastipur State - Bihar","M/S RCM BRICKS","Delisted","EC",NA
"756","SIA/BR/MIN/30963/2019","SIA/1(a)/576/18","Katauna Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"757","SIA/BR/MIN/34061/2019","","Koriyapatti Sand Ghat on Sursar River","SUJEET KUMAR","Pending at PP due to eds","EC",NA
"758","SIA/BR/MIN/200052/2021","","M/s N.K. Int Udyog","N.K. INT UDYOG","Delisted","EC",NA
"759","SIA/BR/INFRA2/430479/2023","","Ujjwal City","UJJWAL HOMES PRIVATE LIMITED","Under examination of SEIAA","EC",NA
"760","SIA/BR/MIN/66094/2017","SIA/1(a)/558/18","Sand Mining Project at Garsanda Sand Ghat on Kiul River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"761","SIA/BR/MIS/256899/2022","SIA/8(a)/1911/2022","Winsome Realtors","WINSOME REALTORS","EC Granted","EC",NA
"762","SIA/BR/MIS/53022/2019","SIA/8(b)/696/19","Redevelopment of  Patna Medical College & Hospital (PMCH)  Patna, Bihar","PMCH","EC Granted","EC",NA
"763","SIA/BR/MIS/17344/2016","SIA/7(h)/339/16","2 MLD Common Effluent Treatment Plant","BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY","EC Granted","EC",NA
"764","SIA/BR/MIN/17393/2016","SIA/1(a)/345/16","Nalanda Sand Blocks (Block I of Stretch I) Mining Project","MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"765","SIA/BR/MIS/50259/2019","SIA/8(b)/686/19","Gardanibagh Housing Development Project (Officer’s Enclave Plot C, Type-A Quarters Plot B1, Type-B Quarters Plot No. D, Type-B Quarters Plot No. H and Type-B Quarters Plot No. O ) Gardanibagha at  Pat","GARDANIBAGH HOUSING PROJECTS","EC Granted","EC",NA
"766","SIA/BR/MIN/33472/2019","","Afjalpur Sand Ghat on Badua River","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"767","SIA/BR/MIN/134334/2019","","Brick Earth Mining Project at Village- Sowan, P.O- Sowan, P.S - Krishna Braham, District-Buxar(Bihar)","M/S PRADHAN INT BHATTA UDYOG","Delisted","EC",NA
"768","SIA/BR/MIN/137921/2020","","Brick Earth Mining Project at Village- Barki Hardiya, P.o.- Barki Hardiya, P.S.- Jagdishpur, Dist.- Bhojpur (Bihar)","M/S- MAHAL INT UDYOG","Delisted","EC",NA
"769","SIA/BR/MIN/48821/2016","","Karamnasa Ghat (239355 TPA), Area 11.82ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"770","SIA/BR/MIN/48828/2016","","River
Sand (Minor Mineral) Mining Project for Baikunthpur Ghat (126967.5 TPA), Area 6.27ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"771","SIA/BR/MIN/149286/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAZUA BARDAUNI","BSCPL INFRASTRUCTURE LTD MAUZA BARDAUNI AREA 12.32 AC","Delisted","EC",NA
"772","SIA/BR/MIN/131774/2019","","M/s. C.B.M. BRICKS Project, For Production Capacity – 3429.90 cum ( 4801.86 TPA), Area-1.03Ha  (2.54 Ac), Thana No.- 171, Khata  No. 281, 317 & 271, Plot No. 495, 496 & 487. Mauza + P.O.- Lahsuna, P.S","M/S C.B.M BRICKS","Delisted","EC",NA
"773","SIA/BR/MIN/31329/2015","SIA/1(a)/11/2015","BRICK CLAY MINING PROJECT-OM SAI BRICKS-B2","OM SAI BRICKS","Delisted","EC",NA
"774","SIA/BR/MIN/167031/2020","","BRICK EARTH MINING PROJECT FOR M/S CMD INT UDYOG MAUZA KARWA BALRAM KARPI SONBHADRA BANSHI SURYAPUR ARWAL AREA 3.15 Ac","M/S C M D INT UYDOG PROP DEVENDRA KUMAR","Delisted","EC",NA
"775","SIA/BR/INFRA2/428950/2023","","Proposed Commercial Building “PALLADIUM MALL” at Pokhara Mohalla, Hajipur, Vaishali,  Bihar.","RAM MERTIYA DEVELOPERS","Pending at PP due to eds","EC",NA
"776","SIA/BR/MIS/226137/2021","SIA/8(a)/1654/2021","AVS Builders & Developers Pvt. Ltd.","A.V.S BUILDERS & DEVELOPERS PVT. LTD.","EC Granted","EC",NA
"777","SIA/BR/MIN/129177/2019","","Proposed Brick Earth Mining Project of Area 2.41 Acres or 0.97 Hectare for M/s Maa Bricks Manufacturing at Village- Saraia Akopur, P.O- Sorampur, P.S- Phulwari Sharif, District- Patna, State- Bihar","M/S MAA BRICKS MANUFACTURING","Delisted","EC",NA
"778","SIA/BR/MIN/65394/2017","SIA/1(a)/515/17","Sand Mining Project at Chhanchh Sand Ghat on Mohana River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"779","SIA/BR/MIN/66035/2017","SIA/1(a)/541/18","Sand Mining Project at Khairi Sand Ghat (Block no-6) on Kiul River","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"780","SIA/BR/MIN/34462/2019","","Dhavhi Balu Ghat on Sonvarsa Mann River","VINAY  KUMAR","Pending at PP due to eds","EC",NA
"781","SIA/BR/MIS/17343/2016","SIA/7(h)/341/16","1 MLD Common Effluent Treatment Plant","BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY","EC Granted","EC",NA
"782","SIA/BR/IND2/25875/2018","","-1","HARINAGAR SUGAR MILLS LTD","EC Granted","EC",NA
"783","SIA/BR/MIN/30945/2019","SIA/1(a)/582/18","Nariyana Chacho Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"784","SIA/BR/MIN/146848/2020","","BRICK EARTH MINING PROJECT FOR M/S AKS BRICKS MAUZA HARBANSHPURMAL","AKS BRICKS PROP ANIMESH KUMAR SINGH","Delisted","EC",NA
