,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
119,120,5,SIA/BR/MIN/143371/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA ROSERA SHIVAJI NAGAR SAMASTIPUR AREA 12.09 Ac,BSCPL INFRASTRUCTURE LTD.MAUZA POKHAR BHINDA AREA 12.09 AC,Delisted,EC,, 
120,121,6,SIA/BR/MIN/143419/2020,,BRICK EARTH MINING PROJECT FOR M/S 999 INT NIRMATA COMPANY MAUZA MARANCHI PUNPUN PATNA AREA 2.71 Ac,M/S 999 INT NIRMATA COMPANY,Delisted,EC,, 
121,122,7,SIA/BR/MIN/142763/2020,,BRICK EARTH PROJECT FOR MAUZA SARDALPATTI PARIHAR SITAMARHI AREA 2.58,M/S YUVRAJ INT UDYOG PART VIRBAHADUR PRASAD YADAV & PRATIBHA KUMARI YADAV,Delisted,EC,, 
122,123,8,SIA/BR/MIN/128732/2019,,M/s Bhagwati Int Udyog,M/S BHAGWATI INT UDYOG,Delisted,EC,, 
123,124,9,SIA/BR/MIN/130287/2019,,Brick Earth Mining Project for M/S Sun Bricks,BRICK EARTH MINING PROJECT FOR M/S SUN BRICKS,Delisted,EC,, 
124,125,10,SIA/BR/MIS/170829/2020,SIA/8(a)/1238/2020,Sai Creative Enclave at Patna,SHREE OM SAI & SATYARISHI,EC Granted,EC,, 
125,126,1,SIA/BR/MIN/31758/2019,SIA/1(a)/652/19,"Sand mining project at Gop ghat 1 on Ganga river in district Vaishali, Bihar",BANSHIDHAR CONSTRUCTION PRIVATE LIMITED,Delisted,EC,, 
126,127,2,SIA/BR/MIN/134020/2019,,"Brick Earth Mining Project at Village- Anjani, P.O- Anjani, P.S- Parsa, District- Saran(Bihar)",M/S- S.K.S BRICKS,Delisted,EC,, 
127,128,3,SIA/BR/MIN/134382/2019,,"Brick Earth Mining Project at Village- Bhatandi, P.O- Bharwari, P.S– Rosera, District- Samastipur (Bihar",M/S- RAMAN INT UDYOG,Delisted,EC,, 
128,129,4,SIA/BR/MIS/156602/2020,SIA/8(a)/1236/2020,Lok Nayak Jai Prakash Narayan Ortho Hospital (LNJP),LOK NAYAK JAI PRAKASH NARAYAN ORTHO HOSPITAL (LNJP),EC Granted,EC,, 
129,130,5,SIA/BR/MIN/144104/2020,,BRICK EARTH MINING PROJECT FOR M/S TRIMURTI EET UDYOG MAUZA BISHUNPUR BELA PARIHAR SITAMARHI AREA 3.09 Ac,M/S TRIMURTI EET UDYOG PROP DINESH RAY,Delisted,EC,, 
130,131,6,SIA/BR/MIN/30896/2019,SIA/1(a)/618/19,"Sand mining project at Jalpura Masaurha ghat over an area of 24.9 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
131,132,7,SIA/BR/MIS/203393/2021,,M/s Bailey Properties Pvt. Ltd & PS Group Realty Pvt. Ltd.,BAILEY PROPERTIES PVT LTD,WithdrawEC,EC,, 
132,133,8,SIA/BR/MIN/130263/2019,,Brick Earth Mining Project for M/s Awas Bricks,BRICK  EARTH  MINING  PROJECT,Delisted,EC,, 
133,134,9,SIA/BR/MIN/130610/2019,,Brick Earth Mining Project for M/s Aman Int Udyog,M/S AMAN INT UDYOG,Delisted,EC,, 
134,135,10,SIA/BR/MIN/31023/2019,SIA/1(a)/623/19,"Sand Mining Project at Haripur & Sadashipur Ghat 1 on Son River in district Bhijpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
135,136,1,SIA/BR/MIN/138230/2020,,ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA GHASIAN BITHAN SAMASTIPUR AREA 12.35,BSCPL INFRASTRUCTURE LTD. MAUZA GHASIAN AREA 12.35 AC,Delisted,EC,, 
136,137,2,SIA/BR/MIN/135994/2020,,"BRICK EARTH MINING PROJECT FOR M/S M.K. INT UDYOG, MAUZA- ASANDI /MAHUAWA, KUCHAIKOT, GOPALGANJ, AREA- 2.62 Ac, 1.06 Ha","M/S. M.K. INT UDYOG, PROP- BINOD KUMAR SINGH.",Delisted,EC,, 
137,138,3,SIA/BR/MIN/136583/2020,,"BRICK EARTH MINING PROJECT FOR M/S BOSS BRICKS, MAUZA KHUSALPUR PRANPUR KATIHAR, AREA -2.63 Ac, 1.06 Ha",BOSS BRICKS,Delisted,EC,, 
138,139,4,SIA/BR/MIN/136290/2020,,"BRICK EARTH MINING PROJECT FOR M/S TAZ BRICKS MAUZA BARBARI, AZAM NAGAR, KATIHAR, AREA- 2.38 Ac, 0.96 Ha",M/S. TAJ BRICKS PROP MD TAMUR ALAM,Delisted,EC,, 
139,140,5,SIA/BR/MIN/177020/2020,,Sarpani Soil Brick Mine,MS R.K.S MARKA,Delisted,EC,, 
140,141,6,SIA/BR/MIN/136215/2020,,"Brick Earth Mining Project at Mauza- Chanda, P.O- Dhibra, P.S- Dhibra, Anchal- Dev, District- Aurangabad(Bihar)",M/S SHIVSHAKTI INT UDYOG,Delisted,EC,, 
141,142,7,SIA/BR/MIN/136494/2020,,M/S B.M.W INT UDYOG,M/S- B.M.W INT UDYOG,Delisted,EC,, 
142,143,8,SIA/BR/MIN/136794/2020,,"Brick Earth Mining Project at Village- Rasalpur, P.O- Manpur, P.S- Mufassil, District- Gaya(Bihar)",M/S DEVI BRICKS,Delisted,EC,, 
143,144,9,SIA/BR/MIN/136830/2020,,"Brick Earth Mining Project at Village- Chatanwar, P.O- Chatanwar , P.S - Krishna Braham, District-Buxar(Bihar)",M/S- PRADHAN INT BHATTA UDYOG,Delisted,EC,, 
144,145,10,SIA/BR/MIN/137000/2020,,"Brick Earth Mining Project at Village- Rampur (Madhurapur), P.O- Rampur(Madhurapur), P.S- Kahalgaon, District- Bhagalpur (Bihar)",M/S MAA TARA BRICKS,Delisted,EC,, 
145,146,1,SIA/BR/MIN/140718/2020,,"Proposed Brick Earth Mining Project of Area 2.40 Acres or 0.97 Hectare for M/S  DEV SHREE  at  Village-  Dadupur, P.O-  Bikram, P.S  -  Bikram, Block-  Bikram, District-  Patna, State - Bihar",M/S DEV SHREE,Delisted,EC,, 
146,147,2,SIA/BR/MIN/130169/2019,,"MOHANPUR M/s- DADA INT UDYOG Project, For Production Capacity – 9557.1 TPA, Area-2.5ha (5.6 Ac.), Thana no- 194, Khata no- 7/110 Plot no.- 01/240. Mauza- Mohanpur, P.S.-Morkahi, Circle- Alauli, Distri",M/S DADA INT UDYOG,Delisted,EC,, 
147,148,3,SIA/BR/MIS/129827/2019,SIA/8(a)/1232/2020,"500 Bedded Government Hospital, Mahua (Vaishali), Bihar","HEALTH DEPARTMENT , GOVT. OF BIHAR",EC Granted,EC,, 
148,149,4,SIA/BR/MIN/129863/2019,,Sand Mining Project at Pachhnor  Sand Ghat (4.80 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,, 
149,150,5,SIA/BR/MIN/130490/2019,,"Brick Earth Mining Project at Mauza- Pahsara, P.O- Pahsara, P.S- Naokothi, District- Begusarai (Bihar)",M/S- A ONE INT UDYOG,Delisted,EC,, 
150,151,6,SIA/BR/MIN/130657/2019,,"Proposed Brick Earth Mining Project of Area 3.22 Acres or 1.30 Hectare for M/s Maa Tara Int Udyog at Mauza + P.O- Dobhwan, P.S + Block- Pandarakh, District- Patna, State - Bihar",M/S MAA TARA INT UDYOG,Delisted,EC,, 
151,152,7,SIA/BR/MIN/130584/2019,,Brick  Earth  Mining Project  for  M/s Guru Kripa  Bricks,M/S GURU KRIPA BRICKS,Delisted,EC,, 
152,153,8,SIA/BR/MIN/135293/2020,,"BRICK EARTH MINING PROJECT FOR M/S. SANJU BRICKS, MAUZA- BAIKATHPUR, KHUSHRUPUR, PATNA,  AREA- 2.82 Ac, 1.14 Ha","M/S. SANJU BRICKS, PROP- RAJ KUMAR",Delisted,EC,, 
153,154,9,SIA/BR/MIS/158118/2020,,Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS,CENTRAL PUBLIC WORKS DEPARTMENT,Delisted,EC,, 
154,155,1,SIA/BR/MIS/178125/2020,SIA/8(A)/1263/2020,"Government Medical College & Hospital, Jamui, Bihar",DEPARTMENT OF HEALTH GOVERMENT OF BIHAR,ADS by SEAC,EC,, 
155,156,2,SIA/BR/MIN/127991/2019,,"Ganga Prasad (Khasra/Plot(s) No. 573, 487, 603 & 649) soil brick mining project.",M/S RAJA.BRICKS,Delisted,EC,, 
156,157,4,SIA/BR/MIS/226298/2021,,"Proposed  Expansion  Residential Building    “Star  Galaxy”  at Mauza-Simlimurarpur, Khata No. 89,  Khesra No. 1574 (Part), 1579 & 1580 (Part), 1581,  1594 & 1595, Dist - Patna, Bihar By M/s Sai Shree  Balajee Homes Pvt. Ltd.",M/S SAI SHREE BALAJEE HOMES PVT. LTD.,WithdrawEC,EC,, 
157,158,5,SIA/BR/MIN/129931/2019,,"proposed Brick Earth Mining Project at Vill: Sukumarpur, P.O- Jafrabad, P.S- Raghopur, District- Vaishali, State- Bihar, Area: 1.18 Ha of M/s Radha Bricks",RADHABRICKS,Delisted,EC,, 
158,159,6,SIA/BR/MIN/31445/2019,SIA/1(a)/642/19,"Sand mining project on Narayanganj ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
159,160,7,SIA/BR/MIN/167349/2020,,M/S INDIA INT UDYOG,M/S INDIA INT UDYOG,Delisted,EC,, 
160,161,8,SIA/BR/MIN/167380/2020,,BSCPL INFRASTRUCTURE LTD. MAUZA RANNA,BSCPL INFRASTRUCTURE LTD. MAUZA RANNA,Delisted,EC,, 
161,162,10,SIA/BR/MIN/30885/2019,SIA/1(a)/620/19,"Sand mining project on Bherharia ghat on Son river over an area of 24.9 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
162,163,1,SIA/BR/MIN/135282/2020,,"Proposed Brick Earth Mining Project of Area 3.35 Acres or 1.36 Hectare for M/s Mahan Bricks at Village- Lodipur, P.S + Block- Manner, District- Patna, State- Bihar.",MS MAHAN BRICKS,Delisted,EC,, 
163,164,2,SIA/BR/MIN/135725/2020,,"CHHAWRA DANO - PIPRA BALU GHAT (TIYAR RIVER), APPLICANT- MR. VINAY KUMAR, AREA- 1.00 HA.,  KHATA NO.- 37, PLOT NO.- 241, 242; DIST.- EAST CHAMPARAN","MOTIHARI SAND DEPOSIT OF EAST CHAMPARAN, BIHAR,  APPLICANT- SHRI VINAY KUMAR",Delisted,EC,, 
164,165,3,SIA/BR/IND/49750/2019,,Indira Paper Mill Pvt. Ltd. (IPMPL),INDIRA PAPER MILL PVT LTD,Pending at PP due to eds,EC,, 
165,166,4,SIA/BR/IND/37807/2017,,M/s Rock Hill Hi-Tech Cement Pvt. Ltd.,ROCK HILL HITECH CEMENT PVT LTD,Delisted,EC,, 
166,167,5,SIA/BR/MIN/51134/2020,,Final EIA report of Jamui Kiul 8 Balu ghat,NITESH KUMAR SINGH HUF,Delisted,EC,, 
167,168,6,SIA/BR/MIN/133320/2019,,"Brick Earth Mining Project at Village- Moujipur, P.O- Fatuha, P.S - Fatuha, District-Patna(Bihar)",M/S- RADHA BRICKS MANUFACTURING COMPANY,Delisted,EC,, 
168,169,7,SIA/BR/MIN/147950/2020,,"Brick Earth Mining Project of Area 3.33 Acres or 1.34 Hectare M/S Sanjay Int Udyog at Mauza- Balia, P.O- Sadhupur, P.S- Ashok Paper Mill, Block-Hayaghat, District- Darbhanga, State- Bihar",M/S SANJAY INT UDYOG,Delisted,EC,, 
169,170,8,SIA/BR/MIN/147267/2020,,"Brick Earth Mining Project at Village- Hariharpur Lalgarh, P.O- Hariharpur Lalgarh, P.S- Barharia, District- Siwan (Bihar)",M/S SIR INT UDYOG,Delisted,EC,, 
170,171,9,SIA/BR/MIN/32540/2019,SIA/1(a)/679/19,Sand mining project at Madan Singh ka Bigha ghat 1 & 2 (cluster) on Son river over an area of 24 ha in district Arwal in Bihar,MOR MUKAT MARKETING PRIVATE LIMITED,Rejection Letter Granted,EC,, 
171,172,10,SIA/BR/MIN/170732/2020,,BRICK EARTH MINING PROJECT FOR M/S RADHA BRICKS MAUZA JETHULI NADI THANA FATUHA PATNA AREA 2.47 Ac,M/S RADHA BRICKS PROP BHUSHAN KUMAR,Delisted,EC,, 
172,173,1,SIA/BR/MIN/133330/2019,,"Brick Earth Mining Project at Village- Maujipur, P.O- Fatuha, P.S - Fatuha, District- Patna(Bihar)",M/S- S.B.M BRICKS,Delisted,EC,, 
173,174,2,SIA/BR/MIN/134008/2019,,"BRICK EARTH MINING PROJECT FOR M/S. PRASAD BRICKS INDUSTRIES, AT THANA NO. 390 & 392, MAUZA PHULWARIA & HARPURPARI, P.S PHULWARIA, CIRCLE TEGHARA, DISTRICT- BEGUSARAI, AREA 2.44 Ac, 0.98 Ha","M/S. PRASAD BRICKS INDUSTRIES, PROP- VIKASH KUMAR",Delisted,EC,, 
174,175,3,SIA/BR/MIN/134241/2019,,"Kalyanpur (Gata No. 1011,1012,1013,1014,1015, 1016,1009,1006,1004,1002,1001,1000,987, 979,990, 1003,991,992, 997,998,9)  brick earth (soil) mining project.",M/S SRI RAM BRICKS,Delisted,EC,, 
175,176,4,SIA/BR/MIN/134923/2020,,"BRICK EARTH MINING PROJECT FOR M/S. MATA BRICKS COMPANY, MAUZA- BHAGWAN CHAK, CIRCLE- KHAGARIA, DISTRICT- KHAGARIA, AREA- 3.30 Ac, 1.33 Ha","M/S. MATA BRICKS COMPANY, PROP- RAM KUMAR SINGH",Delisted,EC,, 
176,177,5,SIA/BR/MIN/41913/2019,,Proposed Sand Mining Project of Area 1.40 Ha at Rampurwa- Banjaria Ghat on Gandak River of District-Gopalganj of State-Bihar,MR KAMAKHYA MISHRA,Pending at PP due to eds,EC,, 
177,178,6,SIA/BR/MIS/116429/2019,,"Proposed Residential Building “Geetanjali Vatika Green City Phase- 3” at Plot No.- 06, 30, Mauza - Ilahibagh, Thana- Gopalpur, District- Patna, Bihar",GEETANJALI VATIKA PRIVATE LIMITED,Delisted,EC,, 
178,179,7,SIA/BR/MIN/31474/2019,SIA/1(a)/634/19,"Sand mining project at Bindaul ghat 1 on Son river over an area of 24.9 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
179,180,8,SIA/BR/MIN/141689/2020,,"Proposed Brick Earth Mining Project of Area 3.64 Acres or 1.47 Hectare for M/S  R.V.I Bricks at Vill/ Mauza: Muni Ketsa, P.O- Muni Baikari, P.S- Piyar, Block- Bandra,   District-  Muzaffarpur, State -",M/S R.V.I BRICKS,Delisted,EC,, 
180,181,10,SIA/BR/MIN/131323/2019,,"Makardahi M/S –Prince Bricks Earth Mining Project,Mauza-Makardahi,ThanaNo. 559,KhataNo.-9& 110,PlotNo.-418 & 419,For Production Capacity –7132.86TPA,Area 3.78Ac(1.53 Ha), P.S.+Circle Barauni,District­",M/S PRINCE BRICKS RAJESH KUMAR SINGH,Delisted,EC,, 
181,182,1,SIA/BR/MIN/33831/2019,,Govindganj Balu Ghat,VINAY  KUMAR,Pending at PP due to eds,EC,, 
182,183,2,SIA/BR/MIN/33964/2019,,Proposed Sand Mining Project  of area 4.10 ha at Pain Ghat on  Kalyugwa River of District- Sheikhpura of State-Bihar,MS KATYAYNI CONTRACTORS PRIVATE LIMITED,Pending at PP due to eds,EC,, 
183,184,3,SIA/BR/MIN/33996/2019,,Proposed Sand Mining Project  of area  1.0  ha at  Bhalua Ghat on  Bhalua River of District- Sheikhpura of State-Bihar,MS KATYAYNI CONTRACTORS PRIVATE LIMITED,Pending at PP due to eds,EC,, 
184,185,8,SIA/BR/MIN/131462/2019,,Ektansh Sri Engicon Pvt. Ltd.,EKTANSH SRI ENGICON PVT. LTD.,Delisted,EC,, 
185,186,9,SIA/BR/MIN/31544/2019,SIA/1(a)/647/19,"Sand mining project at Diara Malahi ghat on Ganga River over an area of 24.9 ha iin District Patna, Bihar",BROADSON COMODITIES PVT LTD,Referred Back to SEAC(A),EC,, 
186,187,10,SIA/BR/MIN/135396/2020,,"Bagha Kusmar (Khasra No. 2392, 3081, 3080, 2535, 2387, 2381, 2391 , 2394, 2392 ) soil brick mining project",M/S GANESH INT UDYOG,Delisted,EC,, 
187,188,1,SIA/BR/MIN/34391/2019,,Pakri Dayal Balu Ghat on Burhi Gandak River.,VINAY  KUMAR,Pending at PP due to eds,EC,, 
188,189,2,SIA/BR/MIN/129359/2019,,"Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/s Hari Om Bricks Udyog at Mauza + P.O- Mahanagni, P.S-Muffashil Bettiah, Block- Majhaulia, District-West Champaran, State- Bihar",M/S HARI OM BRICKS UDYOG,Delisted,EC,, 
189,190,5,SIA/BR/MIS/146832/2020,SIA/8(a)/993/2020,RD Heights,M/S R.D. ECO DEVELOPERS PVT. LTD,EC Granted,EC,, 
190,191,6,SIA/BR/MIS/197832/2021,SIA/8(a)/1273/2021,Proposed VIRAAT RAMAYANA MANDIR at East Champaran (Bihar),SRI  MAHAVIR  STHAN  NYAS  SAMITY,EC Granted,EC,, 
191,192,7,SIA/BR/MIN/129865/2019,,Sand Mining Project at  Gmhariya  Sand Ghat (4.70 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,, 
192,193,8,SIA/BR/MIN/130764/2019,,"Asurar (Khasra No. 1150, 1100,1097,1078,982,958, 956,894)  brick earth (soil) mining project.",M/S BHARAT-INT UDYOG,Delisted,EC,, 
193,194,9,SIA/BR/MIN/31033/2019,SIA/1(a)/622/19,"Sand mining project at Trikaul ghat on Son river in district Bhjpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
194,195,1,SIA/BR/MIN/200215/2021,,Ms P. S. Int Udyog,P S INT UDYOG,Delisted,EC,, 
195,196,3,SIA/BR/MIN/35629/2019,,"Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/s Hero Bricks at Vill/Mauza- Raunian, P.O- Karai, P.S + Block -Naubatpur, District- Patna, State - Bihar",HERO BRICKS,Pending at PP due to eds,EC,, 
196,197,4,SIA/BR/MIN/136312/2020,,"Brick Earth Mining Project at Village- Maujipur, P.O- Nadithana, P.S - Nadithana, District-Patna(Bihar)",M/S RADHA BRICKS,Delisted,EC,, 
197,198,5,SIA/BR/MIN/136109/2020,,"BRICK EARTH MINING PROJECT FOR M/S A.M.A BRICKS MAUZA CHARKHI, KORHA, KATIHAR, AREA- 2.30 Ac, 0.93 Ha",M/S A. M. A. BRICKS PROP ANWARUL HAQUE,Delisted,EC,, 
198,199,6,SIA/BR/MIN/137023/2020,,"Samastipur (Khasra/Plot(s) No. 662, 684, 650, 645, 622, 626 & 627) soil brick mining project.",M/S JAYSHREE INT UDYOG,Delisted,EC,, 
199,200,1,SIA/BR/MIN/145128/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA GHOSRAMA,BSCPL INFRASTRUCTURE LTD. MAUZA GHOSRAMA AREA 12.18 AC,Delisted,EC,, 
200,201,2,SIA/BR/MIN/34092/2019,,Jalhi Patti & Chikni patti Sand Ghat on Vanmadhar River,SUJEET KUMAR,Pending at PP due to eds,EC,, 
201,202,3,SIA/BR/MIN/33575/2019,,Singhiya Sand Ghat on Ganga River,KATYAYNI CONTRACTORS PVT. LTD.,Pending at PP due to eds,EC,, 
202,203,4,SIA/BR/MIN/141027/2020,,ORDINARY CLAY MINING PROJECT FOR MAUZA HATHAURI HAYAGHAT BAHERI DARBHANGA AREA 9.87 Ac 3.99 Ha,BSCPL INFRASTRUCTURE LTD. MAUZA HATHAURI AREA 9.87 AC,Delisted,EC,, 
203,204,5,SIA/BR/MIN/31556/2019,SIA/1(a)/641/19,"Sand mining project on Ramnagar Karari Kachhar ghat on Ganga river over an area of 23.5 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,Referred Back to SEAC(A),EC,, 
204,205,6,SIA/BR/MIN/52552/2020,,Jamui Kiul 2 balu ghat sand mining project,M/S SHEKHAR KUMAR SINGH.,Delisted,EC,, 
205,206,7,SIA/BR/MIN/31443/2019,SIA/1(a)/681/19,"Sand mining project Khandaul Saraiya ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
206,207,8,SIA/BR/MIN/130233/2019,,"Proposed Brick Earth Mining Project of Area 3.47 Acres or 1.40 Hectare for M/s Shiva Bricks at Vill- Maranchi, Mauza: Maranchi Bariyar, P.O: Maranchi, P.S: Maranchi, Block-Mokama, District-Patna, Stat",M/S SHIVABRICKS,Delisted,EC,, 
207,208,9,SIA/BR/MIN/31509/2019,SIA/1(a)/629/19,"Sand mining project at TV Senetorium ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
208,209,10,SIA/BR/MIN/130640/2019,,M/s- BSCPL INFRASTRUCTURE LIMITED,M/S BSCPL INFRASTRUCTURE LTD,Delisted,EC,, 
209,210,1,SIA/BR/MIN/137549/2020,,BRICK EARTH MINING PROJECT EARTH FOR M/S ABBAS BRICK COMPANY MAUZA NECHUA KHAS KUCHAIKOT GOPALGANJ AREA 2.50 Ac 1.01 Ha,M/S ABBAS BRICKS COMPANY PROP ABBAS ALI ANSARI,Delisted,EC,, 
210,211,2,SIA/BR/MIN/32207/2019,SIA/1(a)/537/18,"Barui Pachna & Pachna Stone Mine   (ML Area– 6.88 Ha.) Production capacity of 14,07,224 TPA",PRINCECONSJAMUI,EC Granted,EC,, 
211,212,3,SIA/BR/MIS/138884/2020,,RD Height,RD HEIGHTS,Delisted,EC,, 
212,213,5,SIA/BR/MIN/34641/2019,,Hasuaha Ghat on Burhi Gandak River,VINAY  KUMAR,Pending at PP due to eds,EC,, 
213,214,8,SIA/BR/MIN/128868/2019,,"Proposed Brick Earth Mining Project of Area 3.28 Acres or 1.33 Hectare M/s Kindo Infra Pvt. Ltd. at Mauza- Pearpura, P.O- Nagla Kinjar, P.S- Khiri More, Block- Paliganj, District- Patna, State- Bihar",M/S KINDO INFRA PVT. LTD,Delisted,EC,, 
214,215,9,SIA/BR/MIN/147677/2020,,"Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/S Nutan Int Udyog at Mauza- Nimaithi, P.S-+ Block: Baheri District- Darbhanga, State – Bihar",M/S NUTAN INT UDYOG,Delisted,EC,, 
215,216,1,SIA/BR/MIN/126420/2019,,"Godhna (Khasra/Plot(s) No. 1684, 1670, 1679, 1718, 172, 1684, 1667, 1683, 1606, 1626, 1622, 1671, 1671 1692 & 1669) soil brick mining project.",M/S MADHAV BRICKS INDUSTRIES,Delisted,EC,, 
216,217,2,SIA/BR/MIN/33599/2019,,Proposed Sand Mining Project of Area  4.5 Ha  at Mahua Ghat on  Ghaghra (Sarayu) River of District-Siwan of State-Bihar.,M S BALAJI ENTERPRISES,Pending at PP due to eds,EC,, 
217,218,3,SIA/BR/MIN/128479/2019,,"Brick Earth Mining Project at Mauza- Bainga, P.O- Bhojpur, P.S + Anchal- Bardaha(Sikti), District - Araria(Bihar)",M/S JAY MAHESH BRICKS COMPANY,Delisted,EC,, 
218,219,4,SIA/BR/MIN/129001/2019,,Brick Earth Mining Project for M/s L.T.L Bricks,BRICK  EARTH  MINING  PROJECT,Delisted,EC,, 
219,220,5,SIA/BR/MIN/129695/2019,,"Proposed Brick Earth Mining Project of Area 2.44 Acres or 0.98 Hectare for M/s Hind Int Udyog at Vill- Janipur, P.O- Sorangpur, P.S- Janipur, , Block- Phulwari, District- Patna, State- Bihar",M/S HIND INT UDYOG,Delisted,EC,, 
220,221,6,SIA/BR/MIS/273978/2022,SIA/8(a)/2034/2022,"Proposed Residential Building “Gulabi Mega City” at Mauza- Danapur Sahjadpur, Thana- Danapur Sultanpur, District- Patna, State- Bihar",GULABI MEGA CONSTRUCTION PRIVATE LIMITED,EC Granted,EC,, 
221,222,7,SIA/BR/MIN/34204/2019,,Chilauni Sand Ghat on Chilauni Sirpur River,SUJEET KUMAR,Pending at PP due to eds,EC,, 
222,223,8,SIA/BR/MIN/34225/2019,,Tula Patti Sand Ghat on Tilawe River,SUJEET KUMAR,Pending at PP due to eds,EC,, 
223,224,9,SIA/BR/MIN/34574/2019,,Proposed Sand Mining Project of area 5.0 ha at Madharapur  Bholanath Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
224,225,10,SIA/BR/MIN/34603/2019,,Proposed Sand Mining Project of area  4.90  ha at  Nauranga  Vishanpur Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
225,226,1,SIA/BR/MIN/30958/2019,SIA/1(a)/557/18,Kalyanpur Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
226,227,2,SIA/BR/MIN/41436/2019,SIA/1(a)/615/19,Darha & Bharari Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
227,228,3,SIA/BR/MIN/135190/2020,,"BRICKS EARTH MINING PROJECT FOR MATA DI BRICKS MAUZA SANTOKH BISHUNPUR ALAULI KHAGARIA AREA 3.48 Ac, 1.41 Ha",MATA DI BRICKS PROP OMKAR KUMAR,Delisted,EC,, 
228,229,4,SIA/BR/MIN/136689/2020,,"Proposed Brick Earth Mining Project of Area 4.98 Acres or 2.02 Hectare for M/S 555 Bricks at Mauza- Marthua, P.S- Bithan, Block- Bithan, District- Samastipur, State- Bihar",M/S 555 BRICKS,Delisted,EC,, 
229,230,5,SIA/BR/MIS/169076/2020,SIA/7(g)/1279/2021,"Passenger Ropeway at Brahmayoni, District. Gaya, Bihar",DEPARTMENT OF TOURISM GOVT OF BIHAR,EC Granted,EC,, 
230,231,6,SIA/BR/MIN/144921/2020,,"Brick Earth Mining Project at Village- Rupsagar, P.O- Rupsagar, P.S– Nawa Nagar, District- Buxar (Bihar)",M/S- VISHAL INT UDYOG,Delisted,EC,, 
231,232,7,SIA/BR/MIN/41487/2019,,Proposed Sand Mining Project of area 4.80 ha at Chak Ghat on Ganga River of District- Begusarai of State-Bihar.,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
232,233,8,SIA/BR/MIN/41881/2019,,Proposed Sand Mining Project of area 5.0 ha at Madharapur Bholanath Ghat on Ganga River of District- Begusarai of State- Bihar,RADHA SWAMI AUTOMOBILES,Pending at PP due to eds,EC,, 
233,234,9,SIA/BR/MIN/41912/2019,,Proposed Sand Mining Project of Area 2.50 Ha at Batardeh Jokaha  Ghat on Gandak River of District-Gopalganj of State-Bihar.,MR KAMAKHYA MISHRA,Pending at PP due to eds,EC,, 
234,235,10,SIA/BR/MIN/149850/2020,,ORDINARY EARTH MINING PROJECT FOR M/S M P ENGICON MAUZA MAHARAJGANJ CHHAPRA SARAN AREA 0.81 Ac,M/P M.P ENGICON PART DILIP KUMAR SINGH,Delisted,EC,, 
235,236,1,SIA/BR/MIN/136729/2020,,"BRICK EARTH MINING PROJECT FOR M/S. A.M. INT UDYOG, MAUZA-BRARI JAGDISH, UCHAKAGAON, THAWE, GOPALGANJ, AREA- 2.78 Ac, 1.13 Ha","M/S. A.M. INT UDYOG, PROP- SUMAN DEVI",Delisted,EC,, 
236,237,5,SIA/BR/MIN/160331/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA KAJIDUMRA,BSCPL INFRASTRUCTURE LTD MAUZA KAJIDUMRA AREA 12.01 AC,Delisted,EC,, 
