"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"3848","SIA/MH/MIN/251529/2022","SIA/MH/MIN/251529/2022","Stone Quarry (Minor Mineral 4.50 Ha)","SAMBHAJI MANIKRAO KADAM, VISHWAJEET BHAUSAHEB KADAM, RUSHIKESH KHANDERAO KADAM","EC Granted","EC",NA
"3849","SIA/MH/MIN/257092/2022","SIA/MH/MIN/257092/2022","Proposed Jagdalwadi Sand Mining Project  at Jagdalwadi Village, Tehsil – Paranda, District-Osmanabad","PRAVIN PANDE","EC Granted","EC",NA
"3850","SIA/MH/MIN/257163/2022","SIA/MH/MIN/257163/2022","Proposed Parewadi Sand Ghat Project at Village Parewadi, Tehsil- Paranda, District-Osmanabad","PRAVIN PANDE","WithdrawEC","EC",NA
"3851","SIA/MH/IND3/60186/2021","SIA/MH/IND3/60186/2021","Proposed SSP/Fortified (Zincated/Boronated) SSP, GSSP/Fortified (Zincated/Boronated) GSSP and Mixed Fertilizer (NPK/PROM) Manufacturing Plant at KH. NO. 28 of Mouza, Marajghat, PH NO. 13, TQ.: Umred, District-Nagpur, Maharashtra-441203 by M/s The Vidarbha Cooperative Marketing Federation Limited, Nagpur (VCMF)","THE VIDARBHA CO-OPERATIVE FEDERATION MARKETING LTD.","Deferred by SEAC","EC",NA
"3852","SIA/MH/MIN/253951/2022","SIA/MH/MIN/253951/2022","Mrs. Neeta Anandrao Nikam","NEETA ANANDRAO NIKAM","Delisted","EC",NA
"3853","SIA/MH/MIN/253441/2022","SIA/MH/MIN/253441/2022","Environment Clearance for proposed sand Ghat (M L Area 4.81 ha) At survey No: 212,217,218,219,222,211 (Part) At Village Ungaon, Tehsil Kamptee, District- Nagpur","OFFICE OF DISTRICT COLLECTOR,NAGPUR","EC Granted","EC",NA
"3854","SIA/MH/MIS/253784/2022","SIA/MH/MIS/253784/2022","Proposed Residential Building on Land bearing New S.No./H. No. 50/7a,7b,9,10 & 49/3,4,5,6,8 & Old S. No./H. No. 181/7a,7b,9,10 & 182/3,4,5,6,8 at Village- Mira, Taluka & Dist. Thane","M/S. G.N. CONSTRUCTION","Rejection Letter Granted","EC",NA
"3855","SIA/MH/MIS/276723/2022","SIA/MH/MIS/276723/2022","Kesar Tree Town","KESAR VIGHNAHARTA GROUP","EC Granted","EC",NA
"3856","SIA/MH/MIS/277409/2022","SIA/MH/MIS/277409/2022","B-600, K – Square Industrial and Warehousing Park Project at Kurund, Bhiwandi, Thane.","PRAKHHYAT LAND DEVELOPERS PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"3857","SIA/MH/INFRA2/412979/2023","SIA/MH/INFRA2/412979/2023","Expansion in EC of Residential and Commercial Project at S. No. 146/1A/1+2+3+4+5+6, (Old S. No.146/1A, 146/1B, 146/2), Village Wakad, Tal. Mulshi, Dist. Pune, Maharashtra by M/s Vilas Javdekar Lifestyle Developers Pvt. Ltd.","VILAS JAVDEKAR LIFESTYLE DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"3858","SIA/MH/MIN/410563/2022","SIA/MH/MIN/410563/2022","Environment Clearance for Mohgaon Devi Sand Ghat over an extent of 1.113 ha. At Sur River Bed Gut No 319, 320, 321, Village Mohgaon Devi, Tehsil Mohadi, District Bhandara, Maharashtra.","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"3859","SIA/MH/MIN/408963/2022","SIA/MH/MIN/408963/2022","Smt. Gunjan Ramesh Prasad","GUNJAN PRASAD","ADS by SEIAA","EC",NA
"3860","SIA/MH/INFRA2/412650/2022","SIA/MH/INFRA2/412650/2022","“Hiranandani Meadows” at village Chitalsar - Manpada and village Majiwade, Taluka and District Thane","HIRANANDANI PROPERTIES PVT LTD","WithdrawEC","EC",NA
"3861","SIA/MH/MIN/412719/2022","SIA/MH/MIN/412719/2022","Environmental Clearance for the stone quarry of Shri. Sachin Shivaji Patil, Shri. Ashwinkumar Shankarrao Patil, Shri. Avinash Dinkarrao Patil, Shri. Sanjay Sitaram Bedage","AVINASH PATIL","Agenda Uploaded by SEIAA","EC",NA
"3862","SIA/MH/MIS/117237/2019","SIA/MH/MIS/117237/2019","PROPOSED PROJECT AT SNO. 53/9, 53/10 (P), 53/11/1(P) , BANER, PUNE","SARSAN AAWISHKAR PROPERTIES","EC Granted","EC",NA
"3863","SIA/MH/MIN/260941/2022","SIA/MH/MIN/260941/2022","Environmental clearance for proposed river bed sand mining having lease area 1.00Ha of Yela Sand ghat Pranhita River.","DISTRICT MINING OFFICER, GADCHIROLI","EC Granted","EC",NA
"3864","SIA/MH/MIS/261576/2022","SIA/MH/MIS/261576/2022","Delta Central","BALAJI CORPORATION","Delisted","EC",NA
"3865","SIA/MH/MIN/199084/2021","SIA/MH/MIN/199084/2021","Pale Kh Sand spot over an extent of, 0.50 HA, At Girna River Bed Gut No. Pale Kh. 78 to 80, Pale Khurd Village, Tehsil- Kalwan, Nashiak District, Maharashtra","DISTRICT COLLECTOR OFFICE, NASHIK","Rejection Letter Granted","EC",NA
"3866","SIA/MH/MIN/31852/2015","SEIAA/2015/I/CR287/TC-3","","COLLECTOR BHANDARA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3867","SIA/MH/MIN/31869/2015","SEIAA/2015/I/CR300/TC-3","","COLLECTOR BHANDARA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3868","SIA/MH/MIS/230245/2021","SIA/MH/MIS/230245/2021","Rahul Eastview","RAHUL CONSTRUCTIONS","EC Granted","EC",NA
"3869","SIA/MH/MIN/250347/2022","SIA/MH/MIN/250347/2022","Umra + Aurangpur(Rith) Sand Ghat","DMO WARDHA","EC Granted","EC",NA
"3870","SIA/MH/MIS/251250/2022","SIA/MH/MIS/251250/2022","Proposed Buildings on Plot Bearing S.No. 25/22(p), 26/1 at village Vadavali, Taluka-Kalyan, District- Thane, Maharashtra","MARUTI CONSTRUCTIONS","EC Granted","EC",NA
"3871","SIA/MH/MIN/250966/2022","SIA/MH/MIN/250966/2022","Bhagva 1 Sand Ghat","DMO WARDHA","EC Granted","EC",NA
"3872","SIA/MH/IND2/251563/2022","SIA/MH/IND2/251563/2022","Application for Environment Clearance of PET Recycling and manufacturing of 91,250 TPA PET products (Recycled PET chips, Recycled Oligomer, Partially Oriented Yarn, Fully drawn Yarn) and Recovery of 73,000 TPA of Mono Ethylene Glycol used in PET Recy","POLYGENTA TECHNOLOGIES LIMITED","EC Granted","EC",NA
"3873","SIA/MH/INFRA2/403946/2022","SIA/MH/INFRA2/403946/2022","Proposed Residential Development with shops at Village Nahur, Mulund (W), Mumbai -400 080 by M/s. Vikas Lifespace LLP","VIKAS LIFE SPACE LLP","EC Granted","EC",NA
"3874","SIA/MH/MIN/413391/2023","SIA/MH/MIN/413391/2023","Environment Clearance for Sirsoli Sand Ghat over an extent of 1.125 ha at Sur River Bed Gut No. 188 (adjacent part), Village Sirsoli, Taluka Mouda, District Nagpur, Maharashtra","OFFICE OF DISTRICT COLLECTOR,NAGPUR","EC Granted","EC",NA
"3875","SIA/MH/MIN/32070/2015","SEIAA/2015/I/CR362/TC-3","Parsodi Powartoli Sand ghat","COLLECTOR BHANDARA","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3876","SIA/MH/MIN/409108/2022","SIA/MH/MIN/409108/2022","Swapnil Ramchandra Kesare-Stone Quarry  (M L Area 2.16 ha), At  Gut No. 832/2 Part of Village-Red, Taluka-Shirala, District-Sangli, State- Maharashtra","SWAPNIL KESARE","WithdrawEC","EC",NA
"3877","SIA/MH/MIN/409477/2022","SIA/MH/MIN/409477/2022","Stone Quarry of M/s. Vighnaharta Stone Quarry","SACHIN ADHIKARI","ADS by SEAC","EC",NA
"3878","SIA/MH/INFRA2/408510/2022","SIA/MH/INFRA2/408510/2022","Proposed Expansion in Project ""Roshan Milestone"" at Tathawade by M/s. Roshan Realty","ROSHAN REALTY","EC Granted","EC",NA
"3879","SIA/MH/MIN/403728/2022","SIA/MH/MIN/403728/2022","Stone Quarry Project of Shri. Maruti Baburao Kokare Mrs. Yelubai Maruti Kokare Shri. Rahul Maruti Kokare","RAHUL KOKARE","Deferred by SEAC","EC",NA
"3880","SIA/MH/MIN/284663/2022","SIA/MH/MIN/284663/2022","Stone Quarry proposal of Sau. Jyoti Nitin Gaikwad (Owner and Lessee) located at Survey/ Gat No.: 28/8 (Part) Area: 4.00 Ha, Land type: Pvt.Land (Non- Forest), Mouza: Vaibothi, Tal: Yeola, Dist: Nashik, State: Maharashtra.","SAU. JYOTI NITIN GAIKWAD","Rejected by SEAC","EC",NA
"3881","SIA/MH/MIN/284444/2022","SIA/MH/MIN/284444/2022","Environmental Clearance for Basalt Stone Mining Project (Area 2.88 ha) with production capacity 6003 Brass/Annum at Gut No. 377/2/A/3 Part, Village: Nimgul, Taluka: Shindkheda, District: Dhule, Maharashtra, by Shri. Sunil Motiram Jadhav","SUNIL JADHAV","EC Granted","EC",NA
"3882","SIA/MH/MIN/285024/2022","SIA/MH/MIN/285024/2022","Stone Quarry proposal of Shri. Shrimant Kautirav Raut and Dnyndeo Laxman Rajule (Owner and Lessee) located at Survey/ Gat No.: 287 (Part) Area: 1.00 Ha, Land type: Pvt.Land (Non- Forest), Mouza: Soygaon Devi, Tal. Bhokardan, Dist.: Jalna, Maharashtra","SHRI. SHRIMANT KAUTIKRAV RAUT & SHRI. DNYANDEO LAXMAN RAJALE","Rejection Letter Granted","EC",NA
"3883","SIA/MH/MIN/284878/2022","SIA/MH/MIN/284878/2022","Environmental Clearance for Basalt Stone Mining Project (Area 1.44 ha) with production capacity 5009 Brass/Annum at Gut No. 301/C Part, Village: Pimperkhed, Taluka: Bhadgaon, District: Jalgaon, Maharashtra, by Shri. Dinesh Chandulal Agrawal, Shri. Ma","DINESH AGRAWAL","EC Granted","EC",NA
"3884","SIA/MH/MIN/410422/2022","SIA/MH/MIN/410422/2022","Stone quarry proposal of Shri. Vishwaraj Nitin Bhosale Patil, Shri Ruturaj Ganpatrao Mane Patil and Shri Giriraj Ganpatrao Mane Patil, Gut No-1334 Part Village Velapur, Ta-Malshiras, Dist- Solapur","VISHWARAJ BHOSALE PATIL","ADS by SEAC","EC",NA
"3885","SIA/MH/MIN/411756/2022","SIA/MH/MIN/411756/2022","Environmental Clearance for proposed Pipari Sand Ghat (1.2 ha) At -Gut No. 1(Old), 223-A, 223B, 224, 225 Pipari, Tal. Sadak Arjuni","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"3886","SIA/MH/MIN/410511/2022","SIA/MH/MIN/410511/2022","Digras   Sand Ghat,Mula  River ,Nearest Gut no  15, 50, 76, 133, 171, 172, 173, 174 Tq. Rahuri Dist. Ahmednagar ,. area -1.02 Ha, qty- 3604 Brass","VASEEM SAYED","EC Granted","EC",NA
"3887","SIA/MH/MIN/411604/2022","SIA/MH/MIN/411604/2022","Environmental Clearance for proposed Tedhva Sand Ghat (1.17 ha) At -Gut No. 282, 285, 373 Tedhva, Tal. Gondia","DISTRICT MINING OFFICER,GONDIA","EC Granted","EC",NA
"3888","SIA/MH/MIN/412070/2022","SIA/MH/MIN/412070/2022","Kashti Sand Ghat,Ghod  River ,Nearest Gut no  1140 to 1164, 1185 to 1200, 1212 to 1218 . Tq. Shrigonda Dist. Ahmednagar , Area- 1.57 Ha, Qty-3324 Brass","VASEEM SAYED","EC Granted","EC",NA
"3889","SIA/MH/MIN/412072/2022","SIA/MH/MIN/412072/2022","Sangvi Dumala Sand Ghat ,Bhima  River ,Nearest Gut no  197, 198, 213 to 275,Tq. Shrigonda Dist. Ahmednagar , Area-2.18 Ha, Qty- 4613 Brass","VASEEM SAYED","EC Granted","EC",NA
"3890","SIA/MH/MIS/163486/2020","SIA/MH/MIS/163486/2020","Proposed commercial project Downtown (The high street) at  sr. 20, Hissa no 9 to 16, Mohammadwadi,  Pune Tal Haveli, Dist-Pune by M/s. Manjothi infra (OPC) pvt.ltd","MANJOTHI INFRA (OPC) PVT.LTD","Delisted","EC",NA
"3891","SIA/MH/MIN/237129/2021","SIA/MH/MIN/237129/2021","Environmental Clearance for the Stone Quarry of  Sou. Saraswatibai Kapate & Shri. Gajanan Kapate","SOU. SARASWATIBAI KAPATE & SHRI. GAJANAN KAPATE","WithdrawEC","EC",NA
"3892","SIA/MH/MIS/76589/2022","SIA/MH/MIS/76589/2022","Expansion in proposed commercial project at S.No.12, Hissa No.1/1+1/2/A at Kharadi by M/s Nyati Landmark Projects LLP.","NYATI LANDMARK PROJECTS LLP","EC Granted","EC",NA
"3893","SIA/MH/MIS/287635/2022","SIA/MH/MIS/287635/2022","Proposed Project at Ravet by Dolphin Realty","DOLPHIN REALTY","EC Granted","EC",NA
"3894","SIA/MH/MIN/407377/2022","SIA/MH/MIN/407377/2022","Environmental Clearance for the Stone Quarry of Shri. Vivek Surchand Bhosale","VIVEK BHOSALE","EC Granted","EC",NA
"3895","SIA/MH/MIN/407488/2022","SIA/MH/MIN/407488/2022","Shri. Santosh Vasant Golap","SANTOSH GHOLAP","Deferred by SEAC","EC",NA
"3896","SIA/MH/MIN/414354/2023","SIA/MH/MIN/414354/2023","Stone quarry proposal of Shri Namdev Tulshiram Tondale, Gut No-608/2 Part Village Shevate, Ta-Padharpur, Dist- Solapur.","NAMDEV TONDLE","Deferred by SEAC","EC",NA
"3897","SIA/MH/INFRA2/414424/2023","SIA/MH/INFRA2/414424/2023","Proposed Residential and Commercial development at S. No. 65/5/1 – Wakad, Tal. Mulshi, Pune by M/s. Prasanna Infracon LLP","PRASANNA INFRACON LLP","ADS by SEIAA","EC",NA
"3898","SIA/MH/MIN/414617/2023","SIA/MH/MIN/414617/2023","Nagad Sand Ghat	 Tq.Balapur	Dist Akola	3, 172 to  178, 196 to 204, 209, 210, 224 to 229, 231 to 233, 251, 	 River Purna	5194 Brass	2.94 Ha","DMO AKOLA","EC Granted","EC",NA
"3899","SIA/MH/INFRA2/415488/2023","SIA/MH/INFRA2/415488/2023","Proposed Residential Project Laxmi Icon on Survey No.24A, Hissa No.8A at Rohinjan, Tal- Panvel, Dist Raigad.","LAXMI ASSOCIATES","ADS by SEAC","EC",NA
"3900","SIA/MH/INFRA2/417012/2023","SIA/MH/INFRA2/417012/2023","Proposed Redevelopment at plot bearing C. S. No. 1545 and 1546 of Lower Parel Division, at Pandurang Budhkar Marg, Mumbai. (G/S Ward), Century Colony Plot, Village: Worli, Tehsil and District: Mumbai, State: Maharashtra, India by M/s. Century Textiles and Industries Limited.","M/S. CENTURY TEXTILES AND INDUSTRIES LIMITED (THROUGH ITS DIVISION CENTURY ESTATES)","EC Granted","EC",NA
"3901","SIA/MH/MIN/417004/2023","SIA/MH/MIN/417004/2023","Environmental Clearance for the Stone Quarry of Shri. Amit Ravindra Ithape & Shri. Shriram Ajit Ithape","SHREERAM ITHAPE","Under examination of SEIAA after SEAC","EC",NA
"3902","SIA/MH/MIN/417229/2023","SIA/MH/MIN/417229/2023","Shri. Prashant Rajendra Gawade, Shri. Prakash Kisan Jadhav, Shri. Vitthal Nathu Padwal","VITTHAL PADWAL","Under examination of SEIAA after SEAC","EC",NA
"3903","SIA/MH/MIN/416498/2023","SIA/MH/MIN/416498/2023","Sand Ghat proposal of Khairi Sand Ghat Purna River, Vill. Khairi, Tq. Daryapur, District Amravati , Gut No. 90,94,95,96,97,98,99,100,79,81,82,85,86,87,88,89, Area- 1.15 Ha, Qty- 2032 Brass","IMRAN SHEIKH","Rejection Letter Granted","EC",NA
"3904","SIA/MH/MIN/252588/2022","SIA/MH/MIN/252588/2022","Environmental Clearance for Proposed river bed Sand mining having lease area of 1.30  Ha  of Pimpri Deshmukh sandghat  on Purna River","COLLECTOR OFFICE PARBHANI","EC Granted","EC",NA
"3905","SIA/MH/MIN/252791/2022","SIA/MH/MIN/252791/2022","Environmental Clearance for Proposed river bed Sand mining having lease area of 1.10 Ha of Pimaplgaon Gayke on Dudhna River","COLLECTOR OFFICE PARBHANI","EC Granted","EC",NA
"3906","SIA/MH/MIS/274510/2022","SIA/MH/MIS/274510/2022","“Vrindavan Flora- Phase 2”","THALIA LABH HOMEMAKERS PRIVATE LIMITED","EC Granted","EC",NA
"3907","SIA/MH/MIN/415514/2023","SIA/MH/MIN/415514/2023","Environmental Clearance for the Stone quarry of Shri. Ananda Namdev Karle","ANANDA KARLE","Under examination of SEIAA after SEAC","EC",NA
"3908","SIA/MH/MIS/151544/2020","SIA/MH/MIS/151544/2020","“IT Park project”  by M/s. Kirloskar Industries Limited.","M/S KIRLOSKAR INDUSTRIES LIMITED","EC Granted","EC",NA
"3909","SIA/MH/MIN/163090/2020","SIA/MH/MIN/163090/2020","Narvha sand spot over an extent of 5.0 ha. At Chulbandh River Bed Gut. No. 133, 134, 137, 139, 140, 141, 173, 178, 179, 180, 182, 184, 185, 186, 187, 188, 208, 209 & 211 Narvha Village, Lakhani Taluka, Bhandara district, Maharashtra","OFFICE OF THE COLLECTORATE, BHANDARA","Rejection Letter Granted","EC",NA
"3910","SIA/MH/MIN/402799/2022","SIA/MH/MIN/402799/2022","Environmental Clearance for Murrum/Stone Mining Project (Area 1.57 ha) at Gut No. 1101, Village Alas, Taluka Shirol, District Kolhapur, Maharashtra by Shri Ramesh Raghu Magdum","RAMESH MAGDUM","Delisted","EC",NA
"3911","SIA/MH/MIN/265961/2022","SIA/MH/MIN/265961/2022","Garkheda Sand Ghat","DISTRICT MINING OFFICER JALNA","EC Granted","EC",NA
"3912","SIA/MH/MIS/288157/2022","SIA/MH/MIS/288157/2022","IT Data Centre at CTS No. 1 (Pt) (1/1 to 1/7) of village Saki, situated at Baji Pasalkar Marg, Killick Industrial Estate, Chandivali, Andheri East by Ekta Data Centre","EKTAA KAPOOR","EC Granted","EC",NA
"3913","SIA/MH/MIN/406516/2022","SIA/MH/MIN/406516/2022","Shri. Shantanu Popat Wagh and Shri. Dhanajay Subhash Wagh","SHANTANU WAGH","ADS by SEIAA","EC",NA
"3914","SIA/MH/MIN/401716/2022","SIA/MH/MIN/401716/2022","Mr. Shankar Krushnaji Meher","SHANKAR MEHER","Delisted","EC",NA
"3915","SIA/MH/INFRA2/404773/2022","SIA/MH/INFRA2/404773/2022","‘Residential and Commercial’ Project","DYNASTY AGR CONSTRO LLP","WithdrawEC","EC",NA
"3916","SIA/MH/MIN/410620/2022","SIA/MH/MIN/410620/2022","Environment Clearance for Chandmara Sand Ghat over an extent of 3.0 ha at Bawanthadi River Bed Gut No. 97, 101, 168 (Part), Village Chandmara, Tehsil Tumsar, District Bhandara, Maharashtra","RAJVILAS GAJBHIYE","EC Granted","EC",NA
"3917","SIA/MH/MIN/32596/2015","SEIAA/2015/I/CR392/TC-3","STONE QUARRY OF MR VILAS TRIBHUVAN RAMPURI TQ AURANGABAD","RANGANATH","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3918","SIA/MH/MIS/68277/2021","SIA/MH/MIS/68277/2021","Ms Ravechi Lifespaces LLP","MR. DEVJI V PATEL","EC Granted","EC",NA
"3919","SIA/MH/MIS/71962/2022","SIA/MH/MIS/71962/2022","","GROW INDIA RESIDENCY PVT.LTD.","EC Granted","EC",NA
"3920","SIA/MH/MIN/414109/2023","SIA/MH/MIN/414109/2023","DHARMAPUR SAND GHAT TQ RALEGAON DIST YAVATMAL AREA 2.40HA QTY 4240 BRASS OVER RIVER WARDHA NEAREST GUT NOS 50 to 53","DMO YAVATMAL","EC Granted","EC",NA
"3921","SIA/MH/MIN/415778/2023","SIA/MH/MIN/415778/2023","Environment Clearance for Basalt Stone Mining Project (Area 2.00 ha) at Gut No. 48 (Part), Village Deharewadi, Taluka Dindori, District Nashik, Maharashtra by M/s Sai Stone and Sand Company","SANDEEP BIDGAR","Under examination of SEIAA after SEAC","EC",NA
"3922","SIA/MH/MIN/415783/2023","SIA/MH/MIN/415783/2023","Environment Clearance for Basalt Stone Mining Project (Area 1.00 ha) at Gut No. 85 (Part), Village Khaparale, Taluka Sinnar, District Nashik, Maharashtra by Shri. Santu Mahadu Sadgir and Shri Gundappa Suresh Devkar","GUNDAPPA DEVKAR","Under examination of SEIAA after SEAC","EC",NA
"3923","SIA/MH/INFRA2/404483/2023","SIA/MH/INFRA2/404483/2023","Expansion in EC for residential and commercial project Millennium Park at S. No.47/1/4,47/1/22A,47/2/1 TO 47/2/5,47/3,47/3/1 To 47/3/19,47/4,47/4/1 TO 47/4/6, 47/4/6A, 47/4/7, 47/4/7/1, 47/5A, 47/5B, 47/5C,47/6+ S.No.47/1/3 TO 47/1/8, 47/1/12, 47/1/13, 47/1/15, 47/1/19, 47/1/20, 47/1/21, 47/1/22, 47/6/3/1, 47/7/1,  at Kondhwa(KH.), Pune.","XRBIA-EPOCH CREATIONS LLP","Rejection Letter Granted","EC",NA
"3924","SIA/MH/MIN/414622/2023","SIA/MH/MIN/414622/2023","Sagad Sand Ghat	 Tq.Balapur	Dist Akola	Nr Survey No1 to 5, 36 to 44, 229, 230, 239	 River Purna	4452 Brass	1.8 Ha","DMO AKOLA","EC Granted","EC",NA
"3925","SIA/MH/MIN/404567/2022","SIA/MH/MIN/404567/2022","Environmental Clearance for the Stone Quarry of Shri. Mansing Shankar Lawand","MANSING LAVAND","Deferred by SEAC","EC",NA
"3926","SIA/MH/MIN/88976/2018","","Sand mining from River bed- Chikna Ghat","SANDGHAT PROPONENT","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3927","SIA/MH/MIS/171072/2020","SIA/MH/MIS/171072/2020","Proposed Project ""IMPERIAL ATRIA"" by Meridian (AOP) at Baner","MERIDIAN(AOP)","Rejection Letter Granted","EC",NA
"3928","SIA/MH/MIN/199372/2021","SIA/MH/MIN/199372/2021","Stone quarry proposal of Mr. Manoj Pandurangji Rajgure","PROJECT PROPONENT","EC Granted","EC",NA
"3929","SIA/MH/MIN/31960/2015","SEIAA/2015/I/CR348/TC-3","Karab Vadhadhe Sand Ghat Auction","COLLECTOR JALGAON","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3930","SIA/MH/MIS/235192/2021","SIA/MH/MIS/235192/2021","Proposed Project ""Pebbles Green Field"" at Tathawade by M/s. Abhinav Realty & Infrastructure LLP","ABHINAV REALTY AND INFRASTRUCTURES LLP","EC Granted","EC",NA
"3931","SIA/MH/MIN/230553/2021","SIA/MH/MIN/230553/2021","Sand Ghat Ghodeshwar Tamdardi Spot 1 Gut No. 115 112 344 to 348","DISTRICT MINING OFFICER SOLAPUR","EC Granted","EC",NA
"3932","SIA/MH/MIN/410221/2022","SIA/MH/MIN/410221/2022","Ashwi Bk. Kr. 1 Sand Ghat ,Pravra  River ,Nearest Gut no  131, 132, 124, 125, 128 ,Tq. Sangamner Dist. Ahmednagar , Area- 4.63 Ha, Qty.- 8171 Brass","VASEEM SAYED","Rejection Letter Granted","EC",NA
"3933","SIA/MH/MIN/413464/2023","SIA/MH/MIN/413464/2023","Environmental Clearance for the stone quarry of M/s. N M Pekhale Infra Pvt. Ltd. Tarfe Director Shri. Vilas Martandrao Pekhale, Shri. Nitin Martandrao Pekhale, Shri. Jayshankar Martandrao Pekhale","N M PEKHALE INFRA PRIVATE LIMITED","Agenda Uploaded by SEIAA","EC",NA
"3934","SIA/MH/MIN/409291/2022","SIA/MH/MIN/409291/2022","Vadoda Khu. & Shewta Khu. Sand Ghat ,Girja  River ,Nearest Gut no  Vadod Kh. 159,160,162,165, Shevta Khu.212,213,214,216,217,219,220,221,222,226 Tq. Fulambri Dist. Aurangabad, Area-2.00 Ha, Qty-7067 Brass","DISTRICT MINING OFFICER AURANGABAD","EC Granted","EC",NA
"3935","SIA/MH/MIN/409559/2022","SIA/MH/MIN/409559/2022","Wanjargaon  Sand Ghat ,Godavari  River ,Nearest Gut no  82,83,84,85,86  Tq. Vaijapur Dist. Aurangabad , Area- 3.50 Ha Qty -12367 Brass","DISTRICT MINING OFFICER AURANGABAD","EC Granted","EC",NA
"3936","SIA/MH/MIS/239696/2021","SIA/MH/MIS/239696/2021","KANIKA INFRACON LLP","KANIKA INFRACON LLP","EC Granted","EC",NA
"3937","SIA/MH/IND3/70786/2019","SIA/MH/IND3/70786/2019","Establishment of Food Colours and Lake Colours manufacturing unit by Arjun Food Colorants Manufacturing Pvt. Ltd. Plot No. 22/1 - B, MIDC Area, P.O. Dhatav, Tal.: Roha, District: Raigad, Maharashtra state.","M/S. ARJUN FOOD COLORANTS MANUFACTURING PVT. LTD.","Delisted","EC",NA
"3938","SIA/MH/MIN/250372/2022","SIA/MH/MIN/250372/2022","Pardi  Sand Ghat","DMO WARDHA","EC Granted","EC",NA
"3939","SIA/MH/MIN/410784/2022","SIA/MH/MIN/410784/2022","Dighi   Sand Ghat,Sina  River ,Nearest Gut no  87, 88, 89, 90, 91, 93, Tq. Karjat Dist. Ahmednagar , Area- 1.04 Ha, Qty -5512 Brass","VASEEM SAYED","EC Granted","EC",NA
"3940","SIA/MH/MIN/410492/2022","SIA/MH/MIN/410492/2022","Puntamba 2 Sand Ghat , Godavari River , Nearest Sand Ghat - 50 , Tq - Rahata , Dist . Ahmednagar,Area - 4.73 , Brass - 16714r ,","VASEEM SAYED","EC Granted","EC",NA
"3941","SIA/MH/MIS/277774/2022","SIA/MH/MIS/277774/2022","Ashutosh Joshi & others","ASHUTOSH JOSHI","EC Granted","EC",NA
"3942","SIA/MH/NCP/55630/2016","SEIAA/2016/II/CR377/TC-3","AVENUE ONE- proposed residential proejct","KAMDHENU BUILDERS AND DEVELOPERS","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3943","SIA/MH/MIS/57423/2016","SEIAA/2016/II/CR413/TC-3","Proposed Residential Project","PYRAMID INFRATECH PVT LTD","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3944","SIA/MH/MIN/417066/2023","SIA/MH/MIN/417066/2023","RAHERI KHURD SAND GHAT TQ SINDHKHEDRAJA DIST BULDHANA AREA 1.80 HA QTY BRASS 12721","PRASHANT RINDHE","WithdrawEC","EC",NA
"3945","SIA/MH/MIN/417869/2023","","BHONGAON  SAND GHAT TQ SHEGAON DIST BULDHANA AREA 1.34 HA QTY BRASS 708","PRASHANT RINDHE","WithdrawEC","EC",NA
"3946","SIA/MH/MIN/417870/2023","SIA/MH/MIN/417870/2023","Shri. Sunil Popatrao Deshmukh  Stone Quarry (Basalt) (M L Area 1.0 ha) Production Capacity– 2,500 Brass/Annum, located at Gut No. 88 Part of Village-Nagewadi, Tahsil-Bhoom, District-Osmanabad, State- Maharashtra","SUNIL DESHMUKH","Under examination of SEIAA after SEAC","EC",NA
"3947","SIA/MH/MIS/245348/2021","SIA/MH/MIS/245348/2021","Expansion in Environmental Clearance for Proposed Residential Project 'Jai Ganesh Samrajya' at Plot No. 24, Survey No. 98/1A, 98/1B ,112/1A/1+2,112/B,112/2 at Bhosari, Pune by M/s. Siddhivinayak Kohinoor","M/S. SIDDHIVINAYAK KOHINOOR","EC Granted","EC",NA
"3948","SIA/MH/NCP/81235/2018","","Amendment in EC for Residential Development Project at Malvani, Malad (W), Mumbai","M S SHREEJI CONSTRUCTION","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3949","SIA/MH/MIN/94778/2019","","Proposal for Sand Quarry in Wanjarkheda Village, Taluka Latur, District Latur, State Maharashtra over an area of 0.7500 Ha at Manjara River","VIVEK P NAVARE","Disposed through earlier site ec-ecmpcb-in","EC",NA
"3950","SIA/MH/MIS/60620/2021","SIA/MH/MIS/60620/2021","Reliance Petrochemical Township Expansion Project, MIDC, Nagothane, Raigad, Maharashtra","MS RELIANCE INDUSTRIES LIMITED","EC Granted","EC",NA
"3951","SIA/MH/MIN/30988/2015","SEIAA/2015/I/CR116/TC-3","Katyar sand ghat in the Purna river bed sand stock 7845 bras","COLLECTOR AKOLA","Disposed through earlier site ec-ecmpcb-in","EC",NA
